SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
425	7.6e-05	0	0.0046	0	0.00014	0	0.0014	0	0	0.99	0	0	0	0.0042	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
426	0	0	0	0	0.0078	0.0096	0	0	0	0	0	0.98	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
427	0	0	0.016	0	0	0	1.5e-05	0	0	0.98	0	0	0	6.6e-05	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
428	0	0	0	0	6.9e-05	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
429	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0.29	0.23	0.038	0.014	0.26
430	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
431	0	0	0	0	0.018	0	1.2e-06	0	0	0.98	0	0	0	0.00012	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
432	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.17	0.29	0.29	0.38	0.097	0.31
433	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
434	0	0	0.0074	0	0.22	0	0.0001	0	0	0.77	0	0	0	0.00057	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
435	0.00032	0	0.023	0	0.0055	0	0.033	0	0	0.9	0	0	0	0.041	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
436	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.038	0.058	0.087
437	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.29	0.18	0	0.014	0.14
438	0	0	0.0058	0	0.00013	0	0.0049	0	0	0.99	0	0	0	0.0025	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
439	0	0	0	0	0.97	0	0	0	0	0.027	0	0	0	2.2e-05	0	0	4	0.17	0.38	0.35	0.38	0.21	0.31
440	1.6e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0.26	0.15	0.15	0.043	0.17
441	0.00094	0	0.0042	0	0.039	0	0.0018	0	0	0.93	0	0	0	0.019	0	0	9	0.17	0.29	0.23	0.34	0.13	0.26
