SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
586	0	0	0	0	0	0	0.01	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
587	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
588	0	0	0	0	0	0	2.2e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
589	0	0.00052	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
590	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
591	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
592	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
593	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
594	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
595	0	0.00016	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
596	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
597	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
598	0	0	0	0	0	0	0.0076	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
599	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
600	0	0	0	0	0	0	0.0003	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
601	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
602	0	0	0	0	0	0	0.00012	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
603	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
604	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
605	0	0	0	0	0	0	0.0037	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
606	0	1	5.6e-05	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
607	0	0	0	0	0	0	0.0047	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
608	5.4e-05	0.021	0	0	0	0	0	0.98	0	0	7	0	0.034	0.054	0	0	0
609	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
610	0	0	0	0	0	0	1.7e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
611	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
612	0	0.00022	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
613	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
614	0	0	0	0	0	0	0.14	0	0.86	0	8	0.73	0.69	0.49	0.56	0.58	0.66
615	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
616	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
617	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
618	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
619	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
620	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
621	4e-06	0.0091	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
622	0	0	0	0	0	0	1	0	0	0	6	0.73	0.69	0.49	0.67	0.58	0.66
623	0.0015	0.037	0	0	0	0	0	0.96	0	0	7	0	0.034	0.054	0	0	0
624	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
625	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
626	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
627	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
628	0.00012	0.039	0	0	0	0	0	0.96	0	0	7	0	0.034	0.054	0	0	0
629	0	0.99	0.01	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
630	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
631	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
632	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
633	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
634	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
635	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
636	0	0	0	0	0	0	3.7e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
637	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
638	0	0	0	0	0	0	0.0068	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
639	0	0	0	0	0	0	0.83	0	0.17	0	6	0.73	0.69	0.49	0.67	0.58	0.66
640	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
641	0	0	0	0	0	0	0.3	0	0.7	0	8	0.73	0.69	0.49	0.56	0.58	0.66
642	0	0	0	0	0	0	0.17	0	0.83	0	8	0.73	0.69	0.49	0.56	0.58	0.66
643	0	0	0	0	0	0	0.86	0	0.14	0	6	0.73	0.69	0.49	0.67	0.58	0.66
644	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
645	0	0	0	0	0	0	0.0029	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
646	7.8e-05	0.0036	0	0	0	0	6.7e-05	0.099	0.9	0	8	0.73	0.69	0.49	0.56	0.58	0.66
647	0	4.6e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
648	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
649	0	0	0	0	0	0	0.00036	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
650	0	0	0	0	0	0	0	9.8e-05	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
651	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
652	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
653	0	0	0	0	0	0	4.8e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
654	0	0	0	0	0	0	1.6e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
655	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
656	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
657	0	0	0	0	0	0	0.0019	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
658	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
659	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
660	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
661	0	6.7e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
662	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
663	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
664	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
665	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
666	0	0	0	0	0	0	0.00036	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
667	0	0.0049	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
668	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
669	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
670	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
671	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
672	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
673	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
674	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
675	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
676	0	0	0	0	0	0	8.3e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
677	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
678	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
679	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
680	0	0	0	0	0	0	0.00032	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
681	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
682	0	0	0	0	0	0	0.00019	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
683	0	0	0	0	0	0	0.00019	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
684	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
685	0	0	0	0	0	0	0.0011	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
686	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
687	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
688	0	0	0	0	0	0	0.0078	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
689	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
690	0	0	0	0	0	0	0.0047	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
691	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
692	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
693	0	6.7e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
694	0	0	0	0	0	0	0.011	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
695	0	0	0	0	0	0	0.0085	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
696	0	0	0	0	0	0	0.00021	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
697	0	0	0	0	0	0	0.0024	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
698	0	0	0	0	0	0	0.0005	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
699	0	0.0088	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
700	0	0	0	0	0	1	0	0	0	1.5e-06	5	0.57	0.46	0.054	0	0	0
701	0	0	0	0	0	0	0.027	0	0.97	0	8	0.73	0.69	0.49	0.56	0.58	0.66
702	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
703	0	0	0	0	0	0	2.9e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
704	0	0	0	0	0	0	0.004	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
705	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
706	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
707	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
708	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
709	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
710	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
711	0	0	0	0	0	0	2.4e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
712	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
713	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
714	0	0.0013	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
715	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
716	0	0	0	0	0	0	6.9e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
717	0	0	0	0	0	0	0.00026	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
718	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
719	0	0	0	0	0	0	0.0026	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
720	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
721	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
722	0	0	0	0	0	0	1.8e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
723	0	0	0.00028	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
724	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
725	0	0	0	0	0	0	0.00016	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
726	0	0	1	0.0046	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
727	0	0	0	0	0	0	0	0	0	1	9	0.73	0.69	0.22	0.054	0.093	0.038
728	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
729	0	0	0	0	0	0	3.4e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
730	0	0	0	0	0	0	3.6e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
731	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
732	0	0	0	0	0	0	0.012	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
733	0	0	1	0.00033	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
734	0	0	0	0	0	0	0.0033	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
735	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
736	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
737	0	0	0	0	0	0	0.0017	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
738	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
739	0	0	0	0	0	0	2.8e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
740	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
741	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
742	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
743	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
744	0	0	0	0	0	0	4.9e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
745	0	0	0	0	0	0	0.0094	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
746	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
747	0	0	0	0	0	0	0.028	0	0.97	0	8	0.73	0.69	0.49	0.56	0.58	0.66
748	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
749	0	0	0	0	0	0	0.00035	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
750	0	0	0	0	0	0	3.2e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
751	0	0	0	0	0	0	5.1e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
752	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
753	0	0	0	0	0	0	9.1e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
754	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
755	0	0	0	0	0	0	0.003	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
756	0	0	0	0	0	0	7.6e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
757	0	0.0027	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
758	0	0	0	0	0	0	0.00017	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
759	0	0	0	0	0	0	7.2e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
760	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
761	0	0	0	0	0	0	1.2e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
762	0	0.00036	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
763	0	0	1	1.7e-06	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
764	0	0	0	0	0	0	0.53	0	0.47	0	6	0.73	0.69	0.49	0.67	0.58	0.66
765	0	0	0	0	0	0	0.00016	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
766	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
767	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
768	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
769	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
770	5e-06	0.011	0	0	0	0	0	0.99	0	0	7	0	0.034	0.054	0	0	0
771	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
772	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
773	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
774	0	0	0	0	0	0	4.3e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
775	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
776	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
777	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
778	0	0	0	0	0	0	1e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
779	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
780	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
781	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
782	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
783	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
784	0	0	0	0	0	0	0.16	0	0.84	0	8	0.73	0.69	0.49	0.56	0.58	0.66
785	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
786	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
787	0	0	0	0	0	1	0	0.00078	0	0	5	0.57	0.46	0.054	0	0	0
788	0	0.99	0.0077	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
789	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
790	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
791	0	0	0	0	0	0	9.7e-06	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
792	0	0	0	0	0	0	1e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
793	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
794	0	0	0	0	0	0	6.2e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
795	0	0	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
796	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
797	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
798	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
799	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
800	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
801	0	0	0	0	0	0	0.0021	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
802	0	0	0	0	0	1	0	0	0	0.0017	5	0.57	0.46	0.054	0	0	0
803	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
804	0	0	0	0	0	0	1.8e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
805	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
806	0	0	0	0	0	1	0	0	0	0	5	0.57	0.46	0.054	0	0	0
807	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
808	0	0	0	0	0	0	0.00083	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
809	0	0.00014	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
810	0	0	0	0	0	0	0.009	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
811	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
812	0	0	0	0	0	0	0.028	0	0.97	0	8	0.73	0.69	0.49	0.56	0.58	0.66
813	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
814	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
815	0	0	0	0	0	0	0.007	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
816	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
817	0	0	0	0	0	0	0.00079	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
818	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
819	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
820	0	0	0	0	0	0	0.00086	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
821	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
822	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
823	0	0	0	0	0	0	0.00019	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
824	0	7e-05	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
825	0	0	0	0	0	0	0.011	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
826	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
827	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
828	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
829	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
830	0	0	0	0	0	0	3.3e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
831	0	3.1e-06	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
832	0	0	0	0	0	0	0.014	0	0.99	0	8	0.73	0.69	0.49	0.56	0.58	0.66
833	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
834	0	0	0	0.33	0	0	0.33	0	0.33	0	3	0.03	0.034	0.11	0.11	0.23	0.15
835	0	1e-05	0	0	0	0	0	0.066	0.93	0	8	0.73	0.69	0.49	0.56	0.58	0.66
836	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
837	0	0	0	0	0	0	0.11	0	0.89	0	8	0.73	0.69	0.49	0.56	0.58	0.66
838	0	0	0	0	0	0	1	0	2.3e-05	0	6	0.73	0.69	0.49	0.67	0.58	0.66
839	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
840	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
841	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
842	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
843	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
844	0	0	0	0	0	0	0.00056	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
845	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
846	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
847	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
848	0	0	0	0	0	0	0.0028	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
849	0	0	0	1	0	0	0	0	0	0	3	0.03	0.034	0.11	0.11	0.23	0.15
850	0	0.00075	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
851	0	0.00022	0	0	0	0	0	1	0	0	7	0	0.034	0.054	0	0	0
852	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
853	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
854	0	0	0	0	0	0	0.65	0	0.35	0	6	0.73	0.69	0.49	0.67	0.58	0.66
855	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
856	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
857	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
858	0	0	0	0	0	0	0.032	0	0.97	0	8	0.73	0.69	0.49	0.56	0.58	0.66
859	0	0	0	0	0	0	0.94	0	0.057	0	6	0.73	0.69	0.49	0.67	0.58	0.66
860	0	0	0	0	0	0	0.1	0	0.9	0	8	0.73	0.69	0.49	0.56	0.58	0.66
861	0	0	0	0	0	0	0.58	0	0.42	0	6	0.73	0.69	0.49	0.67	0.58	0.66
862	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
863	0	0	0	0	0	0	0.4	0	0.6	0	8	0.73	0.69	0.49	0.56	0.58	0.66
864	0	0	0	0	0	0	0	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
865	0	0	1	0	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
866	0	0	0	0	0	0	2.1e-05	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
867	0	0	0	0	0	0	1	0	0	0	6	0.73	0.69	0.49	0.67	0.58	0.66
868	0	6.9e-06	0	0	0	0	0	0.0044	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
869	0	0	0	0	0	0	0.0017	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
870	0	0	0	0	0	0	0.067	0	0.93	0	8	0.73	0.69	0.49	0.56	0.58	0.66
871	0	1	0	0	0	0	0	0	0	0	1	0.03	0	0.054	0	0	0.038
872	0	0	0	0	0	0	0.0023	0	1	0	8	0.73	0.69	0.49	0.56	0.58	0.66
873	0	0	0	0	1	0	0	0	0	0	4	0.03	0	0.054	0.51	0.28	0.66
874	0	0	0	0	0	0	0.018	0	0.98	0	8	0.73	0.69	0.49	0.56	0.58	0.66
875	0	0	0	0	0	0	0.53	0	0.47	0	6	0.73	0.69	0.49	0.67	0.58	0.66
876	0	0	0.99	0.014	0	0	0	0	0	0	2	0.03	0	0.054	0.054	0.047	0.11
877	1	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0.14	0
