SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0
849	0.2	0.49	0.29	8e-05	0.008	0.0057	1	0.16
850	0.00082	0	0	0.51	0.46	0.031	3	0.053
851	0.017	0.59	0.35	0	3.9e-05	0.044	1	0.16
852	0.71	0.16	0.096	0.00013	0.031	0.0074	0	0.11
853	0.48	0.11	0.065	0.028	0.32	0.00019	0	0.11
854	0.66	0.0046	0.0028	0.0053	0.33	0	0	0.11
855	0	0.51	0.3	0	0	0.19	1	0.16
856	0.0016	0.62	0.37	0	0	0.014	1	0.16
857	0	0.57	0.34	0	0	0.084	1	0.16
858	0.045	0.6	0.36	0	7.1e-05	0.0028	1	0.16
859	0.047	0	0	0.09	0.86	0	4	0.071
860	0.47	0.0095	0.0057	0.027	0.49	0	4	0.071
861	0.007	0.53	0.31	0	8.2e-05	0.15	1	0.16
862	0	0.61	0.36	0	0	0.026	1	0.16
863	0.69	0.16	0.095	0.00045	0.054	1.3e-05	0	0.11
864	0.12	0.00047	0.00028	0.15	0.73	0	4	0.071
865	0.54	0.081	0.048	0.02	0.31	4.1e-05	0	0.11
866	0.86	0.03	0.018	0.00031	0.072	0.017	0	0.11
867	0.2	0.5	0.3	2.4e-05	0.0044	0.002	1	0.16
868	0	0.61	0.36	0	0	0.028	1	0.16
869	0	0.6	0.36	0	0	0.039	1	0.16
870	0.54	0.25	0.15	0.00081	0.055	0.00016	0	0.11
871	0	0.59	0.35	0	0	0.052	1	0.16
872	0.0087	0.61	0.36	0	3e-06	0.018	1	0.16
873	0	0.6	0.36	0	0	0.048	1	0.16
874	0	0.018	0.011	0	0	0.97	5	0.24
875	0.19	0.49	0.29	0.00033	0.015	0.013	1	0.16
876	0.013	0.62	0.37	0	0	3.5e-06	1	0.16
877	0.14	0.54	0.32	3.1e-06	0.0013	0.0019	1	0.16
878	0.17	0	0	0.0055	0.83	0	4	0.071
879	0.28	0.00081	0.00048	0.043	0.67	0	4	0.071
880	0.69	0.062	0.037	0.0051	0.2	3.6e-06	0	0.11
881	0.068	0.58	0.35	0	0.00025	0.0033	1	0.16
882	0.31	0.42	0.25	0.0003	0.021	0.0019	1	0.16
883	0	0.43	0.26	0	0	0.32	1	0.16
884	1.2e-05	0.55	0.32	0	0	0.13	1	0.16
885	0.17	2.8e-05	1.7e-05	0.027	0.71	0.097	4	0.071
886	0.87	0.0049	0.0029	0.00052	0.12	0	0	0.11
887	0.41	0.0075	0.0045	0.042	0.53	0	4	0.071
888	0.24	0.48	0.28	2.1e-06	0.0015	0.0007	1	0.16
889	0.00035	0.63	0.37	0	0	0.0014	1	0.16
890	0.7	0.044	0.026	0.0064	0.23	4.8e-06	0	0.11
891	0.53	0.2	0.12	0.0069	0.14	0.0013	0	0.11
892	0.49	0.29	0.17	0.00092	0.048	0.0013	0	0.11
893	0.13	0.45	0.27	0.00046	0.012	0.15	1	0.16
894	0.52	0.045	0.027	0.029	0.38	3.3e-05	0	0.11
895	0.32	0.42	0.25	0	0.0013	0.00012	1	0.16
896	0.34	0.38	0.23	0.0015	0.045	0.012	1	0.16
897	0.63	0.15	0.087	0.004	0.13	0.0002	0	0.11
898	0.00049	0.56	0.34	0	0	0.1	1	0.16
899	0.047	0	0	0.048	0.9	0	4	0.071
900	0.16	0.52	0.31	4.3e-06	0.0017	0.0017	1	0.16
901	0.061	4.2e-06	0	0.073	0.78	0.089	4	0.071
902	0.43	0.0051	0.0031	0.022	0.47	0.068	4	0.071
903	0.28	0.0014	0.00084	0.043	0.6	0.08	4	0.071
904	0.00054	0	0	0.31	0.65	0.046	4	0.071
905	0.43	0.33	0.19	0.0012	0.048	0.0032	0	0.11
906	0.37	0.3	0.18	0.0083	0.12	0.022	0	0.11
907	0.04	0.00024	0.00014	0.35	0.56	0.051	4	0.071
908	0.54	0.14	0.082	0.014	0.22	0.00061	0	0.11
909	0.11	0.55	0.33	0	0.00039	0.003	1	0.16
910	0.52	0.13	0.078	0.019	0.25	0.00071	0	0.11
911	0.44	0.29	0.18	0.0033	0.082	0.0045	0	0.11
912	0.23	0.48	0.29	0	0.00019	4.1e-05	1	0.16
913	0.83	0.044	0.026	0.00049	0.082	0.018	0	0.11
914	0.57	0.00016	9.6e-05	0.002	0.35	0.069	0	0.11
915	0.71	0.0095	0.0056	0.0029	0.23	0.042	0	0.11
916	0.66	0.19	0.11	0.00025	0.038	0.0085	0	0.11
917	0.97	0.011	0.0064	4.7e-06	0.013	0.0046	0	0.11
918	0.46	0.31	0.18	0.00047	0.036	0.0077	0	0.11
919	0.22	0.48	0.29	0.00013	0.011	0.0064	1	0.16
920	0.073	2.1e-05	1.3e-05	0.097	0.75	0.084	4	0.071
921	0.48	0.21	0.13	0.0078	0.15	0.024	0	0.11
922	0.2	0.002	0.0012	0.094	0.63	0.075	4	0.071
