SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster	dcf0
607	0.17	5.7e-05	4.9e-05	5.9e-05	0.17	0.28	0.012	0.36	0.015	7	0.16
608	0.0097	0	0	0.27	0.0097	0.0012	0.014	2e-05	0.7	8	0.071
609	0.29	0	0	2.4e-05	0.29	0.3	0.024	0.071	0.02	5	0.12
610	0.19	0.00014	0.00012	0.0071	0.19	0.19	0.034	0.19	0.19	0	0.11
611	0.01	0.0002	0.00018	0	0.01	0.095	6.7e-05	0.88	2.9e-06	7	0.16
612	0.12	0	0	0.056	0.12	0.054	0.047	0.012	0.59	8	0.071
613	0.069	0.0041	0.0036	4.6e-05	0.069	0.17	0.0043	0.68	0.0064	7	0.16
614	0.0051	0	0	0.13	0.0051	0.00019	0.016	0	0.84	8	0.071
615	0.17	0.0001	9e-05	0.00015	0.17	0.26	0.014	0.36	0.024	7	0.16
616	0.064	1e-05	8.8e-06	0	0.064	0.27	0.001	0.6	0.00012	7	0.16
617	0.053	0	0	0.11	0.053	0.014	0.035	0.0011	0.73	8	0.071
618	0.037	1.2e-05	1e-05	0	0.037	0.22	0.00036	0.71	2.1e-05	7	0.16
619	0.16	5.8e-05	5e-05	0.035	0.16	0.12	0.042	0.085	0.4	8	0.071
620	0.16	0.00025	0.00022	0.0003	0.16	0.25	0.015	0.39	0.032	7	0.16
621	0.14	0.0013	0.0012	0.0013	0.14	0.21	0.017	0.43	0.057	7	0.16
622	0.12	0.0032	0.0028	0.0011	0.12	0.19	0.013	0.51	0.044	7	0.16
623	0.046	0.06	0.052	0.00041	0.046	0.1	0.0041	0.68	0.013	7	0.16
624	0.28	0	0	0.00028	0.28	0.26	0.033	0.084	0.061	0	0.11
625	0.037	0	0	0.052	0.037	0.0041	0.041	2.2e-05	0.83	8	0.071
626	0.0037	0.019	0.016	0	0.0037	0.036	3.4e-05	0.92	3.8e-06	7	0.16
627	0.23	0	0	0	0.23	0.41	0.0071	0.12	0.0012	5	0.12
628	0.081	0.0023	0.002	4.9e-05	0.081	0.18	0.0052	0.64	0.0075	7	0.16
629	0.059	0.00087	0.00076	2.2e-06	0.059	0.18	0.0022	0.7	0.0013	7	0.16
630	0.14	0.0013	0.0012	0.0013	0.14	0.21	0.017	0.43	0.057	7	0.16
631	0.00064	0.022	0.019	0	0.00064	0.014	1.8e-06	0.94	0	7	0.16
632	0.071	0.016	0.014	0.00041	0.071	0.15	0.0064	0.66	0.019	7	0.16
633	0.0025	0.084	0.073	0	0.0025	0.024	2.9e-05	0.81	5.1e-06	7	0.16
634	0.00029	0.2	0.17	0	0.00029	0.006	1.2e-06	0.62	0	7	0.16
635	0.16	0	0	0.029	0.16	0.089	0.052	0.024	0.48	8	0.071
636	0.22	8.1e-06	7e-06	0.00013	0.22	0.29	0.02	0.21	0.03	5	0.12
637	0.00017	0.09	0.078	0	0.00017	0.0057	0	0.83	0	7	0.16
638	0.18	5.1e-05	4.5e-05	0.021	0.18	0.14	0.042	0.1	0.33	8	0.071
639	0.11	0.0048	0.0042	0.0012	0.11	0.18	0.012	0.53	0.044	7	0.16
640	0.046	0.0051	0.0045	7.7e-06	0.046	0.14	0.0021	0.75	0.002	7	0.16
641	1.5e-05	0.47	0.41	0	1.5e-05	0.00045	0	0.12	0	1	0.24
642	0.29	0	0	4.6e-06	0.29	0.33	0.018	0.062	0.0096	5	0.12
643	0.2	7.3e-06	6.4e-06	3.8e-05	0.2	0.31	0.015	0.25	0.016	5	0.12
644	0.13	0.0038	0.0033	0.0053	0.13	0.18	0.02	0.42	0.11	7	0.16
645	0.0032	7e-06	6.1e-06	0	0.0032	0.072	4e-06	0.92	0	7	0.16
646	0.0053	0	0	0.31	0.0053	0.00047	0.011	3.7e-06	0.67	8	0.071
647	0.00026	1.2e-05	1e-05	0	0.00026	0.019	0	0.98	0	7	0.16
648	0.14	5.8e-06	5e-06	0.05	0.14	0.081	0.045	0.033	0.51	8	0.071
649	0.21	5.9e-05	5.2e-05	0.0052	0.21	0.2	0.036	0.17	0.17	0	0.11
650	0.049	0.046	0.04	0.071	0.049	0.01	0.037	0.00033	0.7	8	0.071
651	0.00039	0.065	0.057	0	0.00039	0.0023	1.1e-05	0.88	8.2e-06	7	0.16
652	0.002	0.064	0.056	0	0.002	0.01	6.6e-05	0.87	5.8e-05	7	0.16
653	0	0.21	0.18	0	0	7.1e-06	0	0.61	0	7	0.16
654	0	0.031	0.027	0	0	0	0	0.94	0	7	0.16
655	0.0021	0.079	0.069	0	0.0021	0.02	2.8e-05	0.83	6.3e-06	7	0.16
656	0.3	0.00045	0.00039	0	0.3	0.36	0.011	0.026	0.0016	5	0.12
657	0.085	0.0015	0.0013	3.1e-05	0.085	0.2	0.005	0.62	0.0063	7	0.16
658	0.00019	0.065	0.057	0	0.00019	0.0013	4.5e-06	0.88	2.8e-06	7	0.16
659	0.0002	0.16	0.14	0	0.0002	0.0045	0	0.7	0	7	0.16
660	0	0	0	0	0	0	0	1	0	7	0.16
661	0.011	0.014	0.012	0	0.011	0.06	0.00024	0.89	9.3e-05	7	0.16
662	0	0.027	0.024	0	0	0	0	0.95	0	7	0.16
663	1.1e-05	0.057	0.049	0	1.1e-05	0.00021	0	0.89	0	7	0.16
664	0.04	0.00033	0.00029	0	0.04	0.14	0.0012	0.78	0.0005	7	0.16
665	0.24	0	0	0.00021	0.24	0.26	0.026	0.18	0.046	5	0.12
666	0.00018	0.0033	0.0029	0	0.00018	0.0073	0	0.99	0	7	0.16
667	0.018	0	0	0.035	0.018	0.0008	0.037	0	0.89	8	0.071
668	0	0.025	0.022	0	0	0	0	0.95	0	7	0.16
669	0.0013	0.09	0.078	0	0.0013	0.0065	4.6e-05	0.82	4.5e-05	7	0.16
670	0.036	3.2e-05	2.8e-05	0	0.036	0.16	0.00057	0.77	7.7e-05	7	0.16
671	0.21	5.2e-05	4.5e-05	0.0056	0.21	0.2	0.037	0.16	0.18	0	0.11
672	0.079	0	0	0.079	0.079	0.025	0.042	0.0026	0.69	8	0.071
673	0.0002	0.04	0.034	0	0.0002	0.0072	0	0.92	0	7	0.16
674	0.0039	0.052	0.045	0	0.0039	0.033	5.1e-05	0.86	1e-05	7	0.16
675	0.16	0.00047	0.00041	0.00073	0.16	0.23	0.017	0.39	0.048	7	0.16
676	0.0057	0.01	0.0087	0	0.0057	0.048	6e-05	0.92	7.6e-06	7	0.16
677	1.5e-06	0	0	0.59	1.5e-06	0	0.00027	0	0.41	3	0.053
678	0.046	0	0	0.027	0.046	0.0042	0.052	1e-05	0.82	8	0.071
679	0.2	1.8e-05	1.6e-05	8e-05	0.2	0.29	0.016	0.28	0.021	5	0.12
680	0.17	6.8e-05	6e-05	0.025	0.17	0.14	0.042	0.1	0.35	8	0.071
681	0.015	0.042	0.036	1e-06	0.015	0.066	0.00048	0.83	0.00034	7	0.16
682	0.34	0	0	2.5e-06	0.34	0.28	0.024	0.018	0.01	0	0.11
683	0.29	0	0	0.0016	0.29	0.12	0.068	0.0077	0.23	0	0.11
684	0.14	0.00024	0.00021	8e-05	0.14	0.25	0.01	0.45	0.015	7	0.16
685	0.16	0	0	0.014	0.16	0.044	0.069	0.0016	0.55	8	0.071
686	0.23	3.6e-06	3.1e-06	0.0059	0.23	0.18	0.047	0.074	0.23	8	0.071
687	0.0046	0.0022	0.0019	0	0.0046	0.051	2.9e-05	0.94	1.5e-06	7	0.16
688	0.0069	0.0011	0.00098	0	0.0069	0.066	5.1e-05	0.92	3e-06	7	0.16
689	0.061	0.0082	0.0072	6.3e-05	0.061	0.15	0.004	0.7	0.0068	7	0.16
690	0.3	0	0	0.00022	0.3	0.24	0.038	0.049	0.065	0	0.11
691	0.092	0	0	0.069	0.092	0.033	0.045	0.0042	0.66	8	0.071
692	0.013	8.7e-05	7.6e-05	0	0.013	0.11	8.5e-05	0.86	3.3e-06	7	0.16
693	0.0012	0.041	0.035	0	0.0012	0.018	6.3e-06	0.9	0	7	0.16
694	0.036	0.064	0.056	0.00013	0.036	0.092	0.0026	0.71	0.0065	7	0.16
695	0.0023	0.00064	0.00056	0	0.0023	0.04	6.7e-06	0.95	0	7	0.16
696	0.082	0.0014	0.0013	2.8e-05	0.082	0.19	0.0047	0.63	0.0058	7	0.16
697	0.089	0.00092	0.0008	2.6e-05	0.089	0.21	0.0052	0.6	0.006	7	0.16
698	0.01	0.00032	0.00028	0	0.01	0.09	7.3e-05	0.89	3.8e-06	7	0.16
699	0.0016	0	0	0.17	0.0016	3e-05	0.0094	0	0.82	8	0.071
700	0.17	0	0	0.016	0.17	0.061	0.065	0.0042	0.51	8	0.071
701	0.099	0.0097	0.0084	0.0017	0.099	0.16	0.012	0.56	0.048	7	0.16
702	0.015	0.035	0.03	0	0.015	0.068	0.00046	0.84	0.0003	7	0.16
703	4.6e-05	0	0	0.33	4.6e-05	0	0.0018	0	0.67	8	0.071
704	0.19	0	0	0.0035	0.19	0.031	0.094	0.00017	0.5	8	0.071
705	0.24	1.1e-05	9.2e-06	0.00086	0.24	0.25	0.031	0.16	0.082	5	0.12
706	0.013	0.005	0.0044	0	0.013	0.078	0.00021	0.89	4.7e-05	7	0.16
707	0.26	2.7e-06	2.4e-06	0.00052	0.26	0.26	0.032	0.13	0.072	5	0.12
708	0.089	8.1e-06	7.1e-06	0	0.089	0.3	0.0019	0.52	0.00034	7	0.16
709	7.9e-05	0	0	0.45	7.9e-05	0	0.0017	0	0.55	8	0.071
710	0.057	0	0	0.093	0.057	0.015	0.038	0.00086	0.74	8	0.071
711	0.23	0	0	0.0057	0.23	0.092	0.069	0.0064	0.37	8	0.071
712	0.25	0	0	0.004	0.25	0.16	0.054	0.038	0.23	0	0.11
713	0.022	0.016	0.014	1.2e-06	0.022	0.09	0.00074	0.83	0.00049	7	0.16
714	0.021	0.0075	0.0065	0	0.021	0.096	0.00057	0.85	0.00026	7	0.16
715	0.29	0	0	0	0.29	0.36	0.013	0.046	0.0032	5	0.12
716	0.12	0	0	0.04	0.12	0.039	0.054	0.0034	0.63	8	0.071
717	0.13	0	0	0.012	0.13	0.025	0.075	0.0003	0.62	8	0.071
718	0.035	0	0	0.15	0.035	0.0082	0.028	0.00048	0.74	8	0.071
719	0.045	0.0084	0.0073	1.3e-05	0.045	0.13	0.0022	0.76	0.0025	7	0.16
720	0.00045	0.024	0.021	0	0.00045	0.012	1e-06	0.94	0	7	0.16
721	0.24	5.5e-06	4.8e-06	0.0025	0.24	0.21	0.04	0.11	0.15	0	0.11
722	0.12	0.0057	0.005	0.004	0.12	0.17	0.017	0.47	0.085	7	0.16
723	0.00014	0.36	0.32	0	0.00014	0.0027	0	0.32	0	1	0.24
724	0.00089	0.00095	0.00083	0	0.00089	0.024	1.5e-06	0.97	0	7	0.16
725	0.014	0	0	0.15	0.014	0.0014	0.022	9.5e-06	0.8	8	0.071
726	0.35	0	0	0.00013	0.35	0.097	0.079	0.00083	0.12	0	0.11
727	0.11	0.0026	0.0022	0.00031	0.11	0.19	0.0093	0.56	0.022	7	0.16
728	0.19	1e-05	9.1e-06	3.1e-05	0.19	0.31	0.013	0.28	0.013	5	0.12
729	0.0087	0	0	0.14	0.0087	0.00053	0.019	1.1e-06	0.83	8	0.071
730	0.23	0	0	0.0068	0.23	0.13	0.058	0.026	0.31	8	0.071
731	0.045	0.0054	0.0047	7.3e-06	0.045	0.14	0.002	0.76	0.0019	7	0.16
732	0.19	3.2e-06	2.8e-06	7.3e-06	0.19	0.33	0.01	0.26	0.0067	5	0.12
733	0.18	0	0	0.018	0.18	0.089	0.058	0.015	0.45	8	0.071
734	0.16	0.0009	0.00079	0.0026	0.16	0.21	0.021	0.36	0.089	7	0.16
735	0.13	0.0004	0.00035	0.00014	0.13	0.24	0.011	0.46	0.019	7	0.16
736	0.15	0.001	0.00088	0.0024	0.15	0.21	0.021	0.37	0.084	7	0.16
737	0.079	0.003	0.0026	0.00016	0.079	0.17	0.0061	0.65	0.013	7	0.16
738	0	0.032	0.028	0	0	0	0	0.94	0	7	0.16
739	0.21	2.6e-05	2.3e-05	0.0058	0.21	0.2	0.037	0.16	0.19	0	0.11
740	0.1	0.0014	0.0012	0.00012	0.1	0.2	0.0079	0.56	0.014	7	0.16
741	6.4e-05	0.077	0.067	0	6.4e-05	0.0034	0	0.85	0	7	0.16
742	9.3e-05	0.15	0.13	0	9.3e-05	0.0013	0	0.72	0	7	0.16
743	0	0.28	0.24	0	0	0	0	0.48	0	7	0.16
744	0	0.055	0.048	0	0	0	0	0.9	0	7	0.16
745	0.00069	0.1	0.088	0	0.00069	0.012	3.5e-06	0.8	0	7	0.16
746	0.021	0.012	0.011	0	0.021	0.089	0.00059	0.85	0.00032	7	0.16
747	0	0.48	0.42	0	0	0	0	0.092	0	1	0.24
748	0	0.043	0.037	0	0	0	0	0.92	0	7	0.16
749	0	0.096	0.084	0	0	0	0	0.82	0	7	0.16
750	0.015	0.043	0.037	6.6e-06	0.015	0.051	0.00068	0.84	0.00088	7	0.16
751	0	0.052	0.045	0	0	2.1e-06	0	0.9	0	7	0.16
752	0	0.41	0.36	0	0	5.6e-05	0	0.24	0	1	0.24
753	0.11	0.0015	0.0013	0.00086	0.11	0.16	0.012	0.57	0.039	7	0.16
754	0.11	0.0052	0.0045	0.011	0.11	0.13	0.019	0.48	0.13	7	0.16
755	0.11	0	0	0.064	0.11	0.052	0.045	0.012	0.6	8	0.071
756	0.19	0	0	0.015	0.19	0.084	0.062	0.01	0.45	8	0.071
757	0.19	0.00014	0.00012	0.0071	0.19	0.19	0.034	0.19	0.19	0	0.11
758	0.0011	0.046	0.04	0	0.0011	0.017	5.6e-06	0.9	0	7	0.16
759	0.25	0	0	0.0048	0.25	0.15	0.056	0.031	0.26	8	0.071
760	0	0.41	0.36	0	0	1.3e-05	0	0.24	0	1	0.24
761	0.065	0.019	0.017	0.00034	0.065	0.14	0.0057	0.67	0.016	7	0.16
762	0.28	0	0	0.00052	0.28	0.24	0.037	0.08	0.083	0	0.11
763	0.0007	0.36	0.31	0	0.0007	0.0062	1.1e-05	0.32	4e-06	1	0.24
764	0.024	0.02	0.018	2.6e-06	0.024	0.091	0.00091	0.82	0.00075	7	0.16
765	0.19	1.5e-06	1.3e-06	0.019	0.19	0.11	0.052	0.035	0.41	8	0.071
766	0.00054	0	0	0.43	0.00054	1.2e-05	0.0036	0	0.56	8	0.071
767	0.14	0	0	0.043	0.14	0.066	0.05	0.015	0.55	8	0.071
768	0.13	0.0055	0.0048	0.00093	0.13	0.2	0.014	0.48	0.044	7	0.16
769	0.28	0	0	0.0011	0.28	0.21	0.046	0.05	0.13	0	0.11
770	0	0.0098	0.0085	0	0	0	0	0.98	0	7	0.16
771	0.14	1.2e-06	1e-06	0.044	0.14	0.073	0.049	0.021	0.53	8	0.071
772	0.023	0.022	0.019	2.4e-06	0.023	0.088	0.00084	0.82	0.00069	7	0.16
773	0.077	0	0	0.087	0.077	0.026	0.041	0.0031	0.69	8	0.071
774	0.0019	0	0	0.31	0.0019	7.5e-05	0.0074	0	0.68	8	0.071
775	0.05	0	0	0.1	0.05	0.012	0.036	0.0006	0.75	8	0.071
776	0.069	0.00092	0.0008	5.7e-06	0.069	0.19	0.0031	0.67	0.0024	7	0.16
777	0.26	1.6e-06	1.4e-06	0.002	0.26	0.21	0.043	0.079	0.15	0	0.11
778	0.015	0.035	0.03	0	0.015	0.068	0.00046	0.84	0.0003	7	0.16
779	0.26	0	0	0.0028	0.26	0.09	0.076	0.0036	0.31	8	0.071
780	0.14	0	0	0.032	0.14	0.053	0.056	0.0061	0.58	8	0.071
781	0.038	0.005	0.0044	2.7e-06	0.038	0.13	0.0014	0.78	0.0011	7	0.16
782	0.00081	0.1	0.087	0	0.00081	0.013	4.5e-06	0.8	0	7	0.16
783	0.038	2.2e-05	1.9e-05	0	0.038	0.21	0.00043	0.72	3.3e-05	7	0.16
784	0	0.12	0.1	0	0	0	0	0.78	0	7	0.16
785	0.0012	0.074	0.065	0	0.0012	0.017	8.3e-06	0.84	0	7	0.16
786	0.00068	0.004	0.0034	0	0.00068	0.018	1.3e-06	0.97	0	7	0.16
787	0.32	0	0	0.00029	0.32	0.2	0.048	0.022	0.089	0	0.11
788	0.057	0	0	0.087	0.057	0.014	0.039	0.00066	0.75	8	0.071
789	0	0.12	0.1	0	0	0	0	0.78	0	7	0.16
790	0.13	0.0052	0.0045	0.0098	0.13	0.17	0.022	0.39	0.14	7	0.16
791	0.057	0.014	0.012	0.0001	0.057	0.14	0.004	0.71	0.008	7	0.16
792	0.0023	0.0038	0.0034	0	0.0023	0.032	1.2e-05	0.96	0	7	0.16
793	0.00044	0.028	0.024	0	0.00044	0.011	0	0.94	0	7	0.16
794	0.075	0.00094	0.00082	1.3e-05	0.075	0.17	0.0041	0.67	0.0041	7	0.16
795	0.033	0.042	0.036	0.13	0.033	0.0073	0.027	0.00054	0.69	8	0.071
796	0.0092	0.15	0.13	1.4e-05	0.0092	0.032	0.00051	0.67	0.00094	7	0.16
797	0.11	0.00011	9.4e-05	0	0.11	0.31	0.0025	0.47	0.00043	7	0.16
798	0.072	0.005	0.0043	0.00024	0.072	0.14	0.0063	0.69	0.016	7	0.16
799	0.067	0.038	0.033	0.12	0.067	0.029	0.032	0.012	0.6	8	0.071
800	0.13	0.0044	0.0038	0.00054	0.13	0.19	0.013	0.5	0.036	7	0.16
801	0.11	0.00015	0.00013	0	0.11	0.29	0.0029	0.48	0.00064	7	0.16
802	0.059	0.0091	0.008	0.00028	0.059	0.12	0.0053	0.73	0.015	7	0.16
803	0.27	0.0016	0.0014	4.4e-06	0.27	0.32	0.017	0.11	0.0087	5	0.12
804	2.7e-05	7.4e-05	6.5e-05	0.0013	2.7e-05	6.2e-06	2.9e-05	1	0.0016	7	0.16
805	0.00013	0.035	0.031	0.11	0.00013	0	0.004	0	0.82	8	0.071
806	0.2	0.038	0.033	0.0054	0.2	0.058	0.071	0.0028	0.4	8	0.071
807	0.035	0.047	0.041	0.074	0.035	0.0055	0.033	0.00013	0.73	8	0.071
808	0.31	0.0029	0.0025	1.1e-05	0.31	0.28	0.024	0.056	0.016	0	0.11
809	0.0016	4.6e-06	4e-06	0	0.0016	0.042	0	0.96	0	7	0.16
810	0.0013	0.042	0.037	0.086	0.0013	1.2e-05	0.01	0	0.82	8	0.071
811	0	0.13	0.12	0	0	0.00026	0	0.75	0	7	0.16
812	0.0014	0.047	0.041	0	0.0014	0.016	1.3e-05	0.89	0	7	0.16
813	0.0068	0.041	0.036	0.14	0.0068	0.00038	0.016	0	0.76	8	0.071
814	0.002	0.25	0.22	0	0.002	0.012	5.9e-05	0.52	4.6e-05	7	0.16
815	0.00056	0.0028	0.0024	0	0.00056	0.013	0	0.98	0	7	0.16
816	0.084	0.041	0.036	0.073	0.084	0.034	0.039	0.0089	0.6	8	0.071
817	0.36	0.0013	0.0011	0	0.36	0.24	0.022	0.0066	0.005	0	0.11
818	0.0003	0.00013	0.00012	0	0.0003	0.013	0	0.99	0	7	0.16
819	0.015	0.0041	0.0036	0	0.015	0.069	0.00038	0.89	0.00016	7	0.16
820	0.097	0.00012	0.0001	0	0.097	0.28	0.0024	0.53	0.00049	7	0.16
821	0.14	0.021	0.018	0.022	0.14	0.13	0.032	0.23	0.26	8	0.071
822	0.23	0.004	0.0035	0.0001	0.23	0.27	0.021	0.22	0.03	5	0.12
823	0.14	0.0063	0.0055	0.0012	0.14	0.18	0.017	0.46	0.057	7	0.16
824	0.0081	0.12	0.1	4.1e-06	0.0081	0.032	0.00036	0.73	0.00047	7	0.16
825	0.11	0.00016	0.00014	0	0.11	0.29	0.0029	0.5	0.00069	7	0.16
826	0.076	8.8e-05	7.7e-05	0	0.076	0.24	0.0017	0.6	0.00035	7	0.16
827	0.014	0.0085	0.0074	0	0.014	0.062	0.0004	0.89	0.00022	7	0.16
828	0.15	0.0027	0.0024	0.00012	0.15	0.23	0.013	0.42	0.021	7	0.16
829	0.049	0.00047	0.00041	0	0.049	0.15	0.0017	0.75	0.00091	7	0.16
830	0.0041	0.00048	0.00042	0	0.0041	0.044	2.4e-05	0.95	0	7	0.16
831	0.28	0.012	0.011	0.00058	0.28	0.21	0.043	0.059	0.1	0	0.11
832	0.03	0.00086	0.00075	0	0.03	0.11	0.00089	0.82	0.0004	7	0.16
833	0.12	0.045	0.04	0.022	0.12	0.032	0.057	0.002	0.57	8	0.071
834	9.2e-05	0.024	0.021	0	9.2e-05	0.0041	0	0.95	0	7	0.16
835	0.15	0.016	0.014	0.011	0.15	0.15	0.029	0.28	0.19	7	0.16
836	0.34	0.01	0.0091	0.00011	0.34	0.17	0.052	0.011	0.073	0	0.11
837	0.0087	0.12	0.11	6.5e-06	0.0087	0.033	0.00042	0.72	0.00062	7	0.16
838	0.051	0.00032	0.00028	0	0.051	0.16	0.0017	0.74	0.00075	7	0.16
839	0.00034	0.13	0.11	0	0.00034	0.006	0	0.75	0	7	0.16
840	0.053	0.038	0.033	0.0019	0.053	0.093	0.0065	0.69	0.033	7	0.16
841	0.28	0.0011	0.00094	0	0.28	0.34	0.014	0.085	0.0052	5	0.12
842	0.41	0.0077	0.0067	0	0.41	0.058	0.079	3.5e-05	0.033	0	0.11
843	0.12	0.03	0.026	0.058	0.12	0.086	0.035	0.1	0.43	8	0.071
844	0.16	0.018	0.016	0.013	0.16	0.15	0.032	0.24	0.22	7	0.16
845	0.0061	0.03	0.026	0	0.0061	0.035	0.00013	0.9	5.4e-05	7	0.16
846	0.1	7e-05	6.1e-05	0	0.1	0.32	0.002	0.47	0.00026	7	0.16
847	0.092	0.00012	0.0001	0	0.092	0.27	0.0023	0.55	0.0005	7	0.16
848	0.14	0.039	0.034	0.029	0.14	0.058	0.051	0.013	0.5	8	0.071
849	0.065	0.0033	0.0028	7.5e-05	0.065	0.14	0.0046	0.71	0.0083	7	0.16
850	0.00026	0.018	0.015	0.48	0.00026	4.4e-06	0.0023	0	0.48	3	0.053
851	0.0058	0.026	0.023	0	0.0058	0.035	0.00012	0.9	4.2e-05	7	0.16
852	0.22	0.0042	0.0036	0.00013	0.22	0.27	0.021	0.23	0.031	5	0.12
853	0.16	0.00011	9.6e-05	0.027	0.16	0.13	0.038	0.16	0.34	8	0.071
854	0.23	0	0	0.0055	0.23	0.085	0.071	0.0074	0.37	8	0.071
855	0	0.11	0.097	0	0	0	0	0.79	0	7	0.16
856	0.00054	0.0083	0.0072	0	0.00054	0.012	0	0.97	0	7	0.16
857	0	0.052	0.045	0	0	4.2e-06	0	0.9	0	7	0.16
858	0.015	0.0017	0.0014	0	0.015	0.074	0.00029	0.89	7.5e-05	7	0.16
859	0.014	0	0	0.081	0.014	0.00091	0.027	0	0.86	8	0.071
860	0.16	0	0	0.026	0.16	0.067	0.056	0.014	0.53	8	0.071
861	0.0023	0.091	0.079	0	0.0023	0.011	8.6e-05	0.81	9e-05	7	0.16
862	0	0.016	0.014	0	0	0	0	0.97	0	7	0.16
863	0.22	7.5e-06	6.6e-06	0.00043	0.22	0.24	0.025	0.24	0.056	5	0.12
864	0.038	0	0	0.14	0.038	0.0085	0.03	0.00068	0.75	8	0.071
865	0.18	2.4e-05	2.1e-05	0.019	0.18	0.13	0.043	0.12	0.33	8	0.071
866	0.3	0.01	0.009	0.00032	0.3	0.21	0.042	0.048	0.082	0	0.11
867	0.062	0.0011	0.00098	2.2e-05	0.062	0.15	0.0037	0.72	0.0045	7	0.16
868	0	0.017	0.015	0	0	0	0	0.97	0	7	0.16
869	0	0.024	0.021	0	0	0	0	0.95	0	7	0.16
870	0.17	8.9e-05	7.7e-05	0.00076	0.17	0.22	0.02	0.36	0.057	7	0.16
871	0	0.032	0.028	0	0	0	0	0.94	0	7	0.16
872	0.0029	0.011	0.0094	0	0.0029	0.027	2.9e-05	0.95	3.3e-06	7	0.16
873	0	0.03	0.026	0	0	0	0	0.94	0	7	0.16
874	0	0.52	0.45	0	0	0	0	0.025	0	1	0.24
875	0.062	0.0073	0.0063	0.00031	0.062	0.12	0.0056	0.72	0.016	7	0.16
876	0.004	0	0	0	0.004	0.074	6.4e-06	0.92	0	7	0.16
877	0.043	0.0011	0.00092	2.9e-06	0.043	0.13	0.0018	0.78	0.0013	7	0.16
878	0.051	0	0	0.0049	0.051	0.0018	0.081	0	0.81	8	0.071
879	0.089	0	0	0.041	0.089	0.022	0.053	0.0012	0.7	8	0.071
880	0.23	2.1e-06	0	0.005	0.23	0.17	0.046	0.096	0.22	0	0.11
881	0.022	0.0019	0.0017	0	0.022	0.089	0.0006	0.86	0.00026	7	0.16
882	0.098	0.001	0.00091	0.00028	0.098	0.17	0.0091	0.6	0.022	7	0.16
883	0	0.19	0.16	0	0	0	0	0.65	0	7	0.16
884	3.9e-06	0.079	0.069	0	3.9e-06	0.00065	0	0.85	0	7	0.16
885	0.053	0.054	0.047	0.024	0.053	0.006	0.05	4.1e-05	0.71	8	0.071
886	0.32	0	0	0.00057	0.32	0.15	0.062	0.0082	0.15	0	0.11
887	0.13	0	0	0.041	0.13	0.06	0.051	0.011	0.57	8	0.071
888	0.07	0.00037	0.00032	1.8e-06	0.07	0.21	0.0026	0.65	0.0014	7	0.16
889	0.00012	0.00083	0.00073	0	0.00012	0.0084	0	0.99	0	7	0.16
890	0.23	2.9e-06	2.5e-06	0.0063	0.23	0.17	0.048	0.067	0.25	8	0.071
891	0.17	0.00074	0.00065	0.0065	0.17	0.19	0.027	0.29	0.15	7	0.16
892	0.15	0.00072	0.00063	0.00084	0.15	0.22	0.016	0.41	0.049	7	0.16
893	0.04	0.084	0.073	0.00043	0.04	0.091	0.0036	0.66	0.013	7	0.16
894	0.17	1.9e-05	1.7e-05	0.028	0.17	0.12	0.045	0.067	0.4	8	0.071
895	0.091	5.9e-05	5.2e-05	0	0.091	0.26	0.003	0.55	0.0012	7	0.16
896	0.11	0.0068	0.006	0.0014	0.11	0.17	0.012	0.54	0.046	7	0.16
897	0.2	0.00011	0.0001	0.0038	0.2	0.21	0.031	0.21	0.14	7	0.16
898	0.00016	0.061	0.053	0	0.00016	0.0057	0	0.88	0	7	0.16
899	0.014	0	0	0.044	0.014	0.00059	0.032	0	0.9	8	0.071
900	0.05	0.00096	0.00084	4e-06	0.05	0.14	0.0022	0.75	0.0017	7	0.16
901	0.018	0.049	0.043	0.066	0.018	0.0015	0.028	6e-06	0.78	8	0.071
902	0.14	0.04	0.035	0.021	0.14	0.054	0.055	0.0078	0.5	8	0.071
903	0.089	0.046	0.04	0.041	0.089	0.025	0.048	0.0021	0.62	8	0.071
904	0.00017	0.026	0.022	0.28	0.00017	0	0.003	0	0.66	8	0.071
905	0.13	0.0018	0.0016	0.0011	0.13	0.2	0.015	0.46	0.049	7	0.16
906	0.12	0.013	0.011	0.0079	0.12	0.14	0.02	0.44	0.13	7	0.16
907	0.013	0.029	0.025	0.33	0.013	0.0028	0.013	0.00035	0.58	8	0.071
908	0.17	0.00035	0.00031	0.014	0.17	0.17	0.034	0.2	0.23	8	0.071
909	0.035	0.0016	0.0014	0	0.035	0.14	0.00096	0.79	0.0004	7	0.16
910	0.17	0.00041	0.00036	0.018	0.17	0.16	0.035	0.19	0.26	8	0.071
911	0.14	0.0025	0.0022	0.0031	0.14	0.19	0.019	0.42	0.084	7	0.16
912	0.063	2.1e-05	1.8e-05	0	0.063	0.25	0.0011	0.62	0.00017	7	0.16
913	0.28	0.011	0.0095	0.00049	0.28	0.21	0.041	0.068	0.091	0	0.11
914	0.2	0.043	0.037	0.002	0.2	0.033	0.091	0.00026	0.4	8	0.071
915	0.25	0.026	0.023	0.003	0.25	0.12	0.062	0.015	0.26	8	0.071
916	0.21	0.0048	0.0042	0.00023	0.21	0.25	0.021	0.27	0.039	7	0.16
