SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0
553	0.01	0	0	0.01	0.01	1.6e-05	0.83	0.0015	0.12	0.01	6	0.071
554	0.00057	0.035	0.021	0.00057	0.00057	0.93	0	0.011	0	0.00056	5	0.16
555	0.078	0.0047	0.0028	0.078	0.078	0.43	0.11	0.14	0.0048	0.076	5	0.16
556	0.064	0.0042	0.0025	0.064	0.064	0.56	0.032	0.15	0.00056	0.062	5	0.16
557	0.11	0	0	0.11	0.11	0.021	0.47	0.073	0.02	0.1	6	0.071
558	6.2e-06	0.06	0.036	6.2e-06	6.2e-06	0.9	0	0.0012	0	6e-06	5	0.16
559	0.12	0.00035	0.00021	0.12	0.12	0.2	0.0013	0.31	0	0.12	7	0.12
560	0.029	8.1e-06	4.8e-06	0.029	0.029	0.68	1.9e-05	0.2	0	0.028	5	0.16
561	0.029	0	0	0.029	0.029	0.67	1.2e-05	0.21	0	0.029	5	0.16
562	0.0026	8.9e-05	5.3e-05	0.0026	0.0026	0.95	0	0.042	0	0.0025	5	0.16
563	0.15	0	0	0.15	0.15	0.096	0.0024	0.29	0	0.15	7	0.12
564	0.0033	0	0	0.0033	0.0033	0	0.87	0.00017	0.12	0.0032	6	0.071
565	0.022	0.00011	6.3e-05	0.022	0.022	0.8	0.00017	0.12	0	0.021	5	0.16
566	0.037	7.4e-06	4.4e-06	0.037	0.037	0.67	0.00017	0.18	0	0.036	5	0.16
567	0	0.007	0.0042	0	0	0.99	0	0.00013	0	0	5	0.16
568	0.066	0.00038	0.00023	0.066	0.066	0.14	0.46	0.068	0.07	0.064	6	0.071
569	0.0081	0	0	0.0081	0.0081	0.00045	0.61	0.0028	0.36	0.0079	6	0.071
570	0.0011	0.26	0.16	0.0011	0.0011	0.57	1.1e-05	0.012	0	0.0011	5	0.16
571	0.067	0	0	0.067	0.067	0.0064	0.64	0.035	0.048	0.065	6	0.071
572	0.031	0	0	0.031	0.031	0.00021	0.81	0.0074	0.063	0.03	6	0.071
573	0.15	2.3e-06	1.4e-06	0.15	0.15	0.15	0.035	0.23	0.00011	0.14	7	0.12
574	6.2e-05	0.31	0.18	6.2e-05	6.2e-05	0.5	0	0.0024	0	6e-05	5	0.16
575	0.002	0.04	0.024	0.002	0.002	0	0.73	0.00012	0.19	0.0019	6	0.071
576	0.11	0.044	0.026	0.11	0.11	0.0062	0.44	0.051	0.0089	0.1	6	0.071
577	0.11	5.6e-05	3.3e-05	0.11	0.11	0.28	0.098	0.16	0.0016	0.11	5	0.16
578	0	0.43	0.25	0	0	0.32	0	0	0	0	1	0.24
579	0.033	0.022	0.013	0.033	0.033	0.73	0.024	0.08	0.00079	0.032	5	0.16
580	3e-05	0.1	0.06	3e-05	3e-05	0.84	0	0.0019	0	2.9e-05	5	0.16
581	8.4e-06	0.088	0.052	8.4e-06	8.4e-06	0.86	0	0.00016	0	8.1e-06	5	0.16
582	0.015	5.9e-05	3.5e-05	0.015	0.015	0.84	3.8e-05	0.1	0	0.015	5	0.16
583	0.1	7.3e-06	4.3e-06	0.1	0.1	0.077	0.4	0.091	0.021	0.1	6	0.071
584	0.086	0.0028	0.0017	0.086	0.086	0.45	0.019	0.18	9.1e-05	0.084	5	0.16
585	0.0082	0.033	0.02	0.0082	0.0082	0.87	0.00053	0.041	2.1e-06	0.0079	5	0.16
586	0.089	0.00015	9.2e-05	0.089	0.089	0.44	0.037	0.17	0.00035	0.087	5	0.16
587	4.3e-05	0.00052	0.00031	4.3e-05	4.3e-05	0.99	0	0.0042	0	4.2e-05	5	0.16
588	0.13	1.5e-06	0	0.13	0.13	0.043	0.34	0.11	0.011	0.12	6	0.071
589	0.17	0	0	0.17	0.17	0.0019	0.26	0.069	0.001	0.16	6	0.071
590	0.044	0	0	0.044	0.044	0.00092	0.75	0.015	0.057	0.043	6	0.071
591	0	0.12	0.069	0	0	0.81	0	5e-05	0	0	5	0.16
592	0.0031	0.14	0.08	0.0031	0.0031	0.75	6e-05	0.025	0	0.0031	5	0.16
593	0.049	0.022	0.013	0.049	0.049	0.61	0.041	0.12	0.0014	0.048	5	0.16
594	0.056	0.00017	9.9e-05	0.056	0.056	0.58	0.0023	0.19	2.6e-06	0.054	5	0.16
595	0.078	1.9e-06	1.2e-06	0.078	0.078	0.022	0.57	0.054	0.048	0.076	6	0.071
596	0.014	0.0011	0.00065	0.014	0.014	0.85	9.2e-05	0.096	0	0.014	5	0.16
597	0.17	0	0	0.17	0.17	0.028	0.16	0.14	0.0011	0.16	0	0.11
598	0.00033	0.00022	0.00013	0.00033	0.00033	0.98	0	0.017	0	0.00032	5	0.16
599	0.079	0	0	0.079	0.079	0.25	1.6e-05	0.44	0	0.077	7	0.12
600	0.046	3.7e-05	2.2e-05	0.046	0.046	0.61	0.00046	0.21	0	0.045	5	0.16
601	0.0003	0	0	0.0003	0.0003	0	0.72	5.1e-06	0.28	0.00029	6	0.071
602	0.047	0.0023	0.0014	0.047	0.047	0.66	0.0065	0.15	3.2e-05	0.046	5	0.16
603	0.039	0.027	0.016	0.039	0.039	0.68	0.019	0.11	0.00042	0.038	5	0.16
604	2.9e-05	0.3	0.18	2.9e-05	2.9e-05	0.52	0	0.0016	0	2.8e-05	5	0.16
605	0.17	0	0	0.17	0.17	0.026	0.00057	0.31	0	0.16	7	0.12
606	0.16	0	0	0.16	0.16	0.0057	0.29	0.081	0.0024	0.15	6	0.071
607	0.099	6.6e-05	3.9e-05	0.099	0.099	0.37	0.016	0.22	5.5e-05	0.096	5	0.16
608	0.0058	0	0	0.0058	0.0058	2e-05	0.73	0.00095	0.25	0.0056	6	0.071
609	0.17	0	0	0.17	0.17	0.071	0.021	0.23	2.2e-05	0.17	7	0.12
610	0.11	0.00016	9.8e-05	0.11	0.11	0.2	0.19	0.15	0.0066	0.11	5	0.16
611	0.0061	0.00024	0.00014	0.0061	0.0061	0.9	3e-06	0.074	0	0.0059	5	0.16
612	0.07	0	0	0.07	0.07	0.012	0.62	0.042	0.052	0.068	6	0.071
613	0.041	0.0048	0.0029	0.041	0.041	0.69	0.0067	0.13	4.3e-05	0.04	5	0.16
614	0.003	0	0	0.003	0.003	0	0.87	0.00015	0.12	0.0029	6	0.071
615	0.1	0.00012	7.1e-05	0.1	0.1	0.37	0.025	0.21	0.00014	0.097	5	0.16
616	0.039	1.2e-05	7.1e-06	0.039	0.039	0.63	0.00013	0.22	0	0.038	5	0.16
617	0.031	0	0	0.031	0.031	0.0011	0.76	0.011	0.11	0.031	6	0.071
618	0.022	1.4e-05	8.4e-06	0.022	0.022	0.74	2.2e-05	0.17	0	0.022	5	0.16
619	0.093	6.7e-05	4e-05	0.093	0.093	0.086	0.42	0.093	0.033	0.091	6	0.071
620	0.095	0.00029	0.00017	0.095	0.095	0.4	0.033	0.19	0.00028	0.092	5	0.16
621	0.084	0.0016	0.00093	0.084	0.084	0.44	0.06	0.16	0.0012	0.082	5	0.16
622	0.07	0.0037	0.0022	0.07	0.07	0.52	0.046	0.15	0.00099	0.068	5	0.16
623	0.027	0.069	0.041	0.027	0.027	0.69	0.014	0.08	0.00038	0.026	5	0.16
624	0.16	0	0	0.16	0.16	0.084	0.063	0.2	0.00026	0.16	7	0.12
625	0.022	0	0	0.022	0.022	2.3e-05	0.86	0.0032	0.048	0.021	6	0.071
626	0.0022	0.022	0.013	0.0022	0.0022	0.93	3.9e-06	0.028	0	0.0021	5	0.16
627	0.14	0	0	0.14	0.14	0.12	0.0013	0.33	0	0.14	7	0.12
628	0.048	0.0027	0.0016	0.048	0.048	0.65	0.0079	0.15	4.6e-05	0.047	5	0.16
629	0.035	0.001	0.0006	0.035	0.035	0.72	0.0014	0.14	2.1e-06	0.034	5	0.16
630	0.084	0.0016	0.00093	0.084	0.084	0.44	0.06	0.16	0.0012	0.082	5	0.16
631	0.00037	0.025	0.015	0.00037	0.00037	0.95	0	0.011	0	0.00036	5	0.16
632	0.042	0.018	0.011	0.042	0.042	0.67	0.019	0.11	0.00038	0.041	5	0.16
633	0.0015	0.097	0.058	0.0015	0.0015	0.82	5.3e-06	0.019	0	0.0014	5	0.16
634	0.00017	0.23	0.14	0.00017	0.00017	0.63	0	0.0047	0	0.00017	5	0.16
635	0.097	1e-06	0	0.097	0.097	0.025	0.49	0.069	0.027	0.094	6	0.071
636	0.13	9.4e-06	5.6e-06	0.13	0.13	0.22	0.032	0.23	0.00012	0.13	7	0.12
637	9.8e-05	0.1	0.061	9.8e-05	9.8e-05	0.83	0	0.0044	0	9.5e-05	5	0.16
638	0.11	5.9e-05	3.5e-05	0.11	0.11	0.1	0.34	0.11	0.019	0.1	6	0.071
639	0.066	0.0056	0.0033	0.066	0.066	0.54	0.046	0.14	0.0011	0.064	5	0.16
640	0.028	0.006	0.0036	0.028	0.028	0.77	0.0021	0.11	7.2e-06	0.027	5	0.16
641	8.9e-06	0.55	0.33	8.9e-06	8.9e-06	0.12	0	0.00036	0	8.7e-06	1	0.24
642	0.17	0	0	0.17	0.17	0.062	0.0098	0.25	4.2e-06	0.17	7	0.12
643	0.12	8.5e-06	5.1e-06	0.12	0.12	0.26	0.016	0.24	3.6e-05	0.12	5	0.16
644	0.079	0.0045	0.0026	0.079	0.079	0.42	0.11	0.14	0.005	0.077	5	0.16
645	0.0019	8.2e-06	4.8e-06	0.0019	0.0019	0.94	0	0.057	0	0.0018	5	0.16
646	0.0032	0	0	0.0032	0.0032	3.8e-06	0.7	0.00037	0.29	0.0031	6	0.071
647	0.00015	1.3e-05	7.9e-06	0.00015	0.00015	0.98	0	0.015	0	0.00015	5	0.16
648	0.082	6.7e-06	4e-06	0.082	0.082	0.034	0.53	0.064	0.046	0.079	6	0.071
649	0.12	6.8e-05	4.1e-05	0.12	0.12	0.17	0.18	0.16	0.0049	0.12	6	0.071
650	0.029	0.054	0.032	0.029	0.029	0.00033	0.73	0.0079	0.066	0.028	6	0.071
651	0.00023	0.074	0.044	0.00023	0.00023	0.88	8.4e-06	0.0018	0	0.00022	5	0.16
652	0.0012	0.073	0.044	0.0012	0.0012	0.87	6e-05	0.0081	0	0.0012	5	0.16
653	0	0.24	0.14	0	0	0.62	0	5.5e-06	0	0	5	0.16
654	0	0.036	0.021	0	0	0.94	0	0	0	0	5	0.16
655	0.0013	0.091	0.054	0.0013	0.0013	0.83	6.5e-06	0.015	0	0.0012	5	0.16
656	0.18	0.00051	0.00031	0.18	0.18	0.026	0.0017	0.27	0	0.17	7	0.12
657	0.051	0.0017	0.001	0.051	0.051	0.63	0.0066	0.15	2.9e-05	0.049	5	0.16
658	0.00011	0.075	0.044	0.00011	0.00011	0.88	2.9e-06	0.00099	0	0.00011	5	0.16
659	0.00012	0.18	0.11	0.00012	0.00012	0.7	0	0.0035	0	0.00012	5	0.16
660	0	0	0	0	0	1	0	0	0	0	5	0.16
661	0.0064	0.016	0.0098	0.0064	0.0064	0.9	9.7e-05	0.047	0	0.0062	5	0.16
662	0	0.031	0.019	0	0	0.95	0	0	0	0	5	0.16
663	6.4e-06	0.065	0.039	6.4e-06	6.4e-06	0.9	0	0.00016	0	6.2e-06	5	0.16
664	0.024	0.00039	0.00023	0.024	0.024	0.8	0.00052	0.11	0	0.023	5	0.16
665	0.14	0	0	0.14	0.14	0.18	0.047	0.2	0.00019	0.14	7	0.12
666	0.00011	0.0038	0.0022	0.00011	0.00011	0.99	0	0.0056	0	0.0001	5	0.16
667	0.011	0	0	0.011	0.011	0	0.92	0.00063	0.032	0.01	6	0.071
668	0	0.029	0.017	0	0	0.95	0	0	0	0	5	0.16
669	0.00078	0.1	0.061	0.00078	0.00078	0.83	4.7e-05	0.005	0	0.00076	5	0.16
670	0.021	3.8e-05	2.2e-05	0.021	0.021	0.79	8.1e-05	0.13	0	0.021	5	0.16
671	0.12	6e-05	3.5e-05	0.12	0.12	0.16	0.19	0.16	0.0052	0.12	6	0.071
672	0.046	0	0	0.046	0.046	0.0026	0.72	0.02	0.074	0.045	6	0.071
673	0.00012	0.045	0.027	0.00012	0.00012	0.92	0	0.0056	0	0.00011	5	0.16
674	0.0023	0.06	0.035	0.0023	0.0023	0.87	1e-05	0.025	0	0.0022	5	0.16
675	0.094	0.00055	0.00033	0.094	0.094	0.4	0.05	0.18	0.00068	0.091	5	0.16
676	0.0033	0.012	0.0069	0.0033	0.0033	0.93	7.9e-06	0.038	0	0.0032	5	0.16
677	0	0	0	0	0	0	0.43	0	0.57	0	8	0.053
678	0.028	0	0	0.028	0.028	1.1e-05	0.86	0.0033	0.026	0.027	6	0.071
679	0.12	2.1e-05	1.2e-05	0.12	0.12	0.28	0.022	0.23	7.5e-05	0.11	5	0.16
680	0.1	7.9e-05	4.7e-05	0.1	0.1	0.1	0.36	0.11	0.024	0.098	6	0.071
681	0.0088	0.048	0.029	0.0088	0.0088	0.84	0.00035	0.052	0	0.0086	5	0.16
682	0.19	0	0	0.19	0.19	0.017	0.01	0.21	2.3e-06	0.19	7	0.12
683	0.17	0	0	0.17	0.17	0.0077	0.23	0.096	0.0015	0.16	6	0.071
684	0.082	0.00028	0.00017	0.082	0.082	0.46	0.015	0.2	7.5e-05	0.08	5	0.16
685	0.094	0	0	0.094	0.094	0.0016	0.58	0.035	0.013	0.091	6	0.071
686	0.14	4.1e-06	2.5e-06	0.14	0.14	0.074	0.24	0.14	0.0054	0.13	6	0.071
687	0.0027	0.0025	0.0015	0.0027	0.0027	0.95	1.6e-06	0.04	0	0.0026	5	0.16
688	0.0041	0.0013	0.00078	0.0041	0.0041	0.93	3.1e-06	0.052	0	0.004	5	0.16
689	0.036	0.0096	0.0057	0.036	0.036	0.72	0.0071	0.12	5.9e-05	0.035	5	0.16
690	0.18	0	0	0.18	0.18	0.049	0.066	0.19	0.0002	0.17	7	0.12
691	0.055	0	0	0.055	0.055	0.0043	0.69	0.026	0.064	0.053	6	0.071
692	0.0078	0.0001	6.1e-05	0.0078	0.0078	0.88	3.5e-06	0.091	0	0.0076	5	0.16
693	0.0007	0.047	0.028	0.0007	0.0007	0.91	0	0.014	0	0.00068	5	0.16
694	0.021	0.074	0.044	0.021	0.021	0.72	0.0068	0.072	0.00012	0.021	5	0.16
695	0.0013	0.00074	0.00044	0.0013	0.0013	0.96	0	0.031	0	0.0013	5	0.16
696	0.049	0.0017	0.001	0.049	0.049	0.65	0.0061	0.15	2.6e-05	0.047	5	0.16
697	0.053	0.0011	0.00064	0.053	0.053	0.62	0.0063	0.16	2.4e-05	0.052	5	0.16
698	0.006	0.00037	0.00022	0.006	0.006	0.9	3.9e-06	0.071	0	0.0059	5	0.16
699	0.00095	0	0	0.00095	0.00095	0	0.84	2.3e-05	0.16	0.00093	6	0.071
700	0.1	0	0	0.1	0.1	0.0043	0.53	0.047	0.015	0.098	6	0.071
701	0.059	0.011	0.0067	0.059	0.059	0.57	0.05	0.13	0.0016	0.057	5	0.16
702	0.0089	0.04	0.024	0.0089	0.0089	0.85	0.00031	0.053	0	0.0087	5	0.16
703	2.7e-05	0	0	2.7e-05	2.7e-05	0	0.69	0	0.31	2.6e-05	6	0.071
704	0.11	0	0	0.11	0.11	0.00018	0.52	0.025	0.0033	0.11	6	0.071
705	0.14	1.2e-05	7.2e-06	0.14	0.14	0.16	0.085	0.2	0.0008	0.14	7	0.12
706	0.0077	0.0058	0.0034	0.0077	0.0077	0.9	4.9e-05	0.061	0	0.0075	5	0.16
707	0.15	3.1e-06	1.9e-06	0.15	0.15	0.13	0.074	0.2	0.00048	0.15	7	0.12
708	0.054	9.7e-06	5.7e-06	0.054	0.054	0.54	0.00036	0.24	0	0.053	5	0.16
709	4.8e-05	0	0	4.8e-05	4.8e-05	0	0.58	0	0.42	4.6e-05	6	0.071
710	0.034	0	0	0.034	0.034	0.00087	0.77	0.011	0.086	0.033	6	0.071
711	0.14	0	0	0.14	0.14	0.0064	0.38	0.071	0.0053	0.13	6	0.071
712	0.15	0	0	0.15	0.15	0.038	0.24	0.13	0.0037	0.14	6	0.071
713	0.013	0.018	0.011	0.013	0.013	0.85	0.00051	0.071	1.1e-06	0.013	5	0.16
714	0.013	0.0087	0.0051	0.013	0.013	0.86	0.00027	0.075	0	0.012	5	0.16
715	0.17	0	0	0.17	0.17	0.046	0.0033	0.28	0	0.17	7	0.12
716	0.069	0	0	0.069	0.069	0.0035	0.66	0.031	0.037	0.067	6	0.071
717	0.08	0	0	0.08	0.08	0.0003	0.65	0.02	0.011	0.078	6	0.071
718	0.021	0	0	0.021	0.021	0.00048	0.77	0.0064	0.14	0.02	6	0.071
719	0.026	0.0098	0.0058	0.026	0.026	0.77	0.0026	0.1	1.2e-05	0.026	5	0.16
720	0.00026	0.027	0.016	0.00026	0.00026	0.95	0	0.0091	0	0.00025	5	0.16
721	0.14	6.4e-06	3.8e-06	0.14	0.14	0.11	0.15	0.17	0.0023	0.14	7	0.12
722	0.072	0.0067	0.004	0.072	0.072	0.47	0.089	0.14	0.0037	0.07	5	0.16
723	8.5e-05	0.42	0.25	8.5e-05	8.5e-05	0.32	0	0.0021	0	8.3e-05	1	0.24
724	0.00052	0.0011	0.00065	0.00052	0.00052	0.98	0	0.018	0	0.00051	5	0.16
725	0.0085	0	0	0.0085	0.0085	9.6e-06	0.83	0.0011	0.14	0.0082	6	0.071
726	0.2	0	0	0.2	0.2	0.00082	0.12	0.074	0.00012	0.2	0	0.11
727	0.063	0.003	0.0018	0.063	0.063	0.57	0.023	0.15	0.00029	0.061	5	0.16
728	0.11	1.2e-05	7.3e-06	0.11	0.11	0.29	0.014	0.24	2.9e-05	0.11	5	0.16
729	0.0051	0	0	0.0051	0.0051	1.1e-06	0.85	0.00041	0.13	0.0049	6	0.071
730	0.14	0	0	0.14	0.14	0.026	0.32	0.1	0.0063	0.13	6	0.071
731	0.027	0.0063	0.0037	0.027	0.027	0.77	0.002	0.11	6.9e-06	0.026	5	0.16
732	0.12	3.8e-06	2.2e-06	0.12	0.12	0.27	0.0071	0.26	6.8e-06	0.11	5	0.16
733	0.11	0	0	0.11	0.11	0.015	0.47	0.069	0.016	0.11	6	0.071
734	0.094	0.001	0.00062	0.094	0.094	0.37	0.093	0.16	0.0024	0.091	5	0.16
735	0.08	0.00047	0.00028	0.08	0.08	0.47	0.019	0.19	0.00013	0.078	5	0.16
736	0.092	0.0012	0.0007	0.092	0.092	0.38	0.087	0.16	0.0023	0.089	5	0.16
737	0.047	0.0035	0.0021	0.047	0.047	0.66	0.013	0.13	0.00015	0.046	5	0.16
738	0	0.037	0.022	0	0	0.94	0	0	0	0	5	0.16
739	0.12	3e-05	1.8e-05	0.12	0.12	0.16	0.19	0.15	0.0054	0.12	6	0.071
740	0.062	0.0017	0.00099	0.062	0.062	0.57	0.015	0.16	0.00012	0.06	5	0.16
741	3.8e-05	0.088	0.052	3.8e-05	3.8e-05	0.86	0	0.0026	0	3.7e-05	5	0.16
742	5.5e-05	0.17	0.1	5.5e-05	5.5e-05	0.73	0	0.001	0	5.3e-05	5	0.16
743	0	0.32	0.19	0	0	0.49	0	0	0	0	5	0.16
744	0	0.064	0.038	0	0	0.9	0	0	0	0	5	0.16
745	0.00041	0.12	0.069	0.00041	0.00041	0.8	0	0.0092	0	0.0004	5	0.16
746	0.012	0.014	0.0083	0.012	0.012	0.86	0.00033	0.07	0	0.012	5	0.16
747	0	0.57	0.34	0	0	0.094	0	0	0	0	1	0.24
748	0	0.049	0.029	0	0	0.92	0	0	0	0	5	0.16
749	0	0.11	0.066	0	0	0.82	0	0	0	0	5	0.16
750	0.0085	0.049	0.029	0.0085	0.0085	0.85	0.00091	0.039	6.1e-06	0.0083	5	0.16
751	0	0.059	0.035	0	0	0.91	0	0	0	0	5	0.16
752	0	0.48	0.28	0	0	0.24	0	4.4e-05	0	0	1	0.24
753	0.063	0.0017	0.001	0.063	0.063	0.58	0.041	0.13	0.0008	0.061	5	0.16
754	0.063	0.006	0.0036	0.063	0.063	0.49	0.14	0.1	0.01	0.061	5	0.16
755	0.066	0	0	0.066	0.066	0.012	0.63	0.04	0.06	0.064	6	0.071
756	0.11	0	0	0.11	0.11	0.01	0.47	0.065	0.014	0.11	6	0.071
757	0.11	0.00016	9.8e-05	0.11	0.11	0.2	0.19	0.15	0.0066	0.11	5	0.16
758	0.00064	0.053	0.031	0.00064	0.00064	0.9	0	0.013	0	0.00062	5	0.16
759	0.15	0	0	0.15	0.15	0.031	0.27	0.12	0.0044	0.14	6	0.071
760	0	0.48	0.28	0	0	0.24	0	1.1e-05	0	0	1	0.24
761	0.039	0.022	0.013	0.039	0.039	0.69	0.017	0.11	0.00031	0.038	5	0.16
762	0.16	0	0	0.16	0.16	0.08	0.085	0.19	0.00048	0.16	7	0.12
763	0.00041	0.42	0.25	0.00041	0.00041	0.33	4.2e-06	0.0049	0	0.0004	1	0.24
764	0.014	0.024	0.014	0.014	0.014	0.83	0.00078	0.071	2.5e-06	0.014	5	0.16
765	0.11	1.7e-06	1e-06	0.11	0.11	0.035	0.42	0.087	0.018	0.11	6	0.071
766	0.00032	0	0	0.00032	0.00032	0	0.59	9.6e-06	0.41	0.00032	6	0.071
767	0.081	0	0	0.081	0.081	0.015	0.57	0.051	0.04	0.078	6	0.071
768	0.074	0.0064	0.0038	0.074	0.074	0.49	0.046	0.16	0.00087	0.072	5	0.16
769	0.16	0	0	0.16	0.16	0.05	0.14	0.16	0.0011	0.16	0	0.11
770	0	0.011	0.0067	0	0	0.98	0	0	0	0	5	0.16
771	0.083	1.4e-06	0	0.083	0.083	0.021	0.55	0.057	0.041	0.08	6	0.071
772	0.014	0.026	0.015	0.014	0.014	0.84	0.00072	0.069	2.2e-06	0.013	5	0.16
773	0.045	0	0	0.045	0.045	0.0031	0.72	0.02	0.081	0.044	6	0.071
774	0.0011	0	0	0.0011	0.0011	0	0.71	5.9e-05	0.29	0.0011	6	0.071
775	0.03	0	0	0.03	0.03	0.00061	0.78	0.0093	0.094	0.029	6	0.071
776	0.041	0.0011	0.00064	0.041	0.041	0.68	0.0025	0.15	5.4e-06	0.04	5	0.16
777	0.15	1.8e-06	1.1e-06	0.15	0.15	0.08	0.15	0.16	0.0019	0.15	7	0.12
778	0.0089	0.04	0.024	0.0089	0.0089	0.85	0.00031	0.053	0	0.0087	5	0.16
779	0.15	0	0	0.15	0.15	0.0036	0.32	0.07	0.0026	0.15	6	0.071
780	0.081	0	0	0.081	0.081	0.0061	0.6	0.042	0.03	0.079	6	0.071
781	0.023	0.0058	0.0035	0.023	0.023	0.8	0.0011	0.1	2.6e-06	0.022	5	0.16
782	0.00047	0.12	0.068	0.00047	0.00047	0.8	0	0.0099	0	0.00046	5	0.16
783	0.023	2.6e-05	1.5e-05	0.023	0.023	0.74	3.5e-05	0.17	0	0.022	5	0.16
784	0	0.14	0.082	0	0	0.78	0	0	0	0	5	0.16
785	0.00073	0.086	0.051	0.00073	0.00073	0.85	0	0.013	0	0.00071	5	0.16
786	0.0004	0.0045	0.0027	0.0004	0.0004	0.98	0	0.014	0	0.00039	5	0.16
787	0.18	0	0	0.18	0.18	0.022	0.09	0.15	0.00027	0.18	0	0.11
788	0.034	0	0	0.034	0.034	0.00067	0.77	0.011	0.081	0.033	6	0.071
789	0	0.14	0.082	0	0	0.78	0	0	0	0	5	0.16
790	0.077	0.006	0.0036	0.077	0.077	0.4	0.15	0.13	0.0091	0.075	5	0.16
791	0.034	0.016	0.0097	0.034	0.034	0.72	0.0084	0.11	9.3e-05	0.033	5	0.16
792	0.0014	0.0044	0.0026	0.0014	0.0014	0.96	0	0.025	0	0.0013	5	0.16
793	0.00026	0.032	0.019	0.00026	0.00026	0.94	0	0.0083	0	0.00025	5	0.16
794	0.045	0.0011	0.00065	0.045	0.045	0.68	0.0043	0.14	1.3e-05	0.044	5	0.16
795	0.02	0.048	0.029	0.02	0.02	0.00054	0.72	0.0057	0.12	0.019	6	0.071
796	0.0055	0.17	0.1	0.0055	0.0055	0.68	0.00098	0.025	1.3e-05	0.0053	5	0.16
797	0.067	0.00013	7.6e-05	0.067	0.067	0.48	0.00046	0.25	0	0.065	5	0.16
798	0.043	0.0058	0.0034	0.043	0.043	0.7	0.016	0.11	0.00022	0.042	5	0.16
799	0.04	0.044	0.026	0.04	0.04	0.012	0.63	0.023	0.11	0.038	6	0.071
800	0.075	0.0051	0.003	0.075	0.075	0.51	0.038	0.15	0.00051	0.073	5	0.16
801	0.067	0.00018	0.0001	0.067	0.067	0.5	0.00068	0.24	0	0.065	5	0.16
802	0.035	0.011	0.0063	0.035	0.035	0.74	0.015	0.093	0.00026	0.034	5	0.16
803	0.16	0.0019	0.0011	0.16	0.16	0.11	0.009	0.25	4.1e-06	0.15	7	0.12
804	1.6e-05	8.5e-05	5e-05	1.6e-05	1.6e-05	1	0.0016	4.8e-06	0.0012	1.5e-05	5	0.16
805	7.4e-05	0.04	0.024	7.4e-05	7.4e-05	0	0.84	0	0.1	7.2e-05	6	0.071
806	0.12	0.044	0.026	0.12	0.12	0.0028	0.42	0.046	0.005	0.11	6	0.071
807	0.021	0.055	0.033	0.021	0.021	0.00013	0.76	0.0043	0.069	0.02	6	0.071
808	0.18	0.0032	0.0019	0.18	0.18	0.055	0.017	0.22	9.8e-06	0.17	7	0.12
809	0.00092	5.3e-06	3.1e-06	0.00092	0.00092	0.96	0	0.033	0	0.00089	5	0.16
810	0.00073	0.048	0.029	0.00073	0.00073	0	0.84	9.6e-06	0.079	0.00071	6	0.071
811	0	0.15	0.091	0	0	0.76	0	0.0002	0	0	5	0.16
812	0.00082	0.054	0.032	0.00082	0.00082	0.9	0	0.012	0	0.0008	5	0.16
813	0.004	0.047	0.028	0.004	0.004	0	0.78	0.0003	0.13	0.0039	6	0.071
814	0.0012	0.29	0.17	0.0012	0.0012	0.52	4.8e-05	0.0093	0	0.0012	5	0.16
815	0.00033	0.0032	0.0019	0.00033	0.00033	0.98	0	0.01	0	0.00032	5	0.16
816	0.05	0.047	0.028	0.05	0.05	0.009	0.62	0.026	0.068	0.049	6	0.071
817	0.2	0.0014	0.00083	0.2	0.2	0.0064	0.005	0.17	0	0.2	0	0.11
818	0.00017	0.00015	9e-05	0.00017	0.00017	0.99	0	0.0099	0	0.00017	5	0.16
819	0.0089	0.0048	0.0028	0.0089	0.0089	0.9	0.00016	0.054	0	0.0086	5	0.16
820	0.058	0.00014	8.1e-05	0.058	0.058	0.54	0.00052	0.22	0	0.057	5	0.16
821	0.084	0.024	0.014	0.084	0.084	0.23	0.27	0.1	0.02	0.082	6	0.071
822	0.13	0.0046	0.0028	0.13	0.13	0.22	0.031	0.21	9.7e-05	0.13	5	0.16
823	0.08	0.0073	0.0043	0.08	0.08	0.46	0.06	0.14	0.0011	0.078	5	0.16
824	0.0048	0.14	0.081	0.0048	0.0048	0.74	0.00049	0.025	3.8e-06	0.0047	5	0.16
825	0.064	0.00019	0.00011	0.064	0.064	0.51	0.00073	0.23	0	0.063	5	0.16
826	0.046	0.0001	6.2e-05	0.046	0.046	0.62	0.00037	0.19	0	0.045	5	0.16
827	0.0083	0.0098	0.0058	0.0083	0.0083	0.9	0.00022	0.048	0	0.0081	5	0.16
828	0.092	0.0032	0.0019	0.092	0.092	0.42	0.022	0.18	0.00011	0.089	5	0.16
829	0.029	0.00055	0.00033	0.029	0.029	0.77	0.00095	0.12	0	0.028	5	0.16
830	0.0024	0.00055	0.00033	0.0024	0.0024	0.96	0	0.034	0	0.0023	5	0.16
831	0.17	0.014	0.0082	0.17	0.17	0.059	0.1	0.16	0.00053	0.16	0	0.11
832	0.018	0.001	0.00059	0.018	0.018	0.84	0.00041	0.088	0	0.018	5	0.16
833	0.069	0.053	0.031	0.069	0.069	0.002	0.59	0.025	0.02	0.067	6	0.071
