SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
354	0.058	0.21	0.0025	0.0017	0.0025	0.0017	0.35	0.0012	0.067	0	0.0025	0.0007	0	0.13	0.053	0	0.058	0.058	6	0.16
355	0.065	0.092	0	0.0002	0	0.0002	0.63	0.00014	0.074	0	0	0.0012	0	0.00088	0.0046	0	0.065	0.065	6	0.16
356	0.06	0.26	0.0032	0.00026	0.0032	0.00026	0.22	0.00018	0.068	0	0.0032	0.00057	0	0.19	0.073	0	0.06	0.06	1	0.11
357	0.0011	0.073	0.0046	0	0.0046	0	2.9e-06	0	0.0012	0	0.0046	0	0	0.77	0.14	0	0.0011	0.0011	13	0.071
358	0.03	0.25	0.0086	0	0.0086	0	0.022	0	0.034	0	0.0086	0.00013	0	0.45	0.12	0	0.03	0.03	13	0.071
359	0.00019	7.9e-06	0	0.21	0	0.21	0.43	0.14	0.00022	0	0	6.7e-05	0	0	0	0	0.00019	0.00019	6	0.16
360	0.086	0.43	8.5e-05	0	8.5e-05	0	0.075	0	0.099	0	8.5e-05	0.00047	0	0.059	0.079	0	0.086	0.086	1	0.11
361	0.0011	0.00022	0	0.22	0	0.22	0.41	0.15	0.0012	0	0	0.00013	0	0	1.4e-06	0	0.0011	0.0011	6	0.16
362	0.0033	0.053	0.052	0.028	0.052	0.028	0.0014	0.019	0.0038	0	0.052	8.5e-06	0	0.64	0.059	0	0.0033	0.0033	13	0.071
363	0.0022	0.048	0.042	0.03	0.042	0.03	0.0004	0.02	0.0025	0	0.042	3.9e-06	0	0.67	0.063	0	0.0022	0.0022	13	0.071
364	5e-06	0.0011	0.11	0.018	0.11	0.018	0	0.013	5.7e-06	0	0.11	0	0	0.6	0.011	0	5e-06	5e-06	13	0.071
365	0.058	0.22	0.003	0.0012	0.003	0.0012	0.32	0.00085	0.067	0	0.003	0.00066	0	0.15	0.058	0	0.058	0.058	6	0.16
366	0.063	0.096	0	0.00013	0	0.00013	0.64	8.7e-05	0.073	0	0	0.001	0	0.00068	0.0045	0	0.063	0.063	6	0.16
367	0.12	0.39	0	0.00043	0	0.00043	0.092	0.00029	0.14	0	0	0.0006	0	0.0025	0.024	0	0.12	0.12	1	0.11
368	0.049	0.16	0.0011	0.0066	0.0011	0.0066	0.51	0.0045	0.056	0	0.0011	0.00063	0	0.073	0.035	0	0.049	0.049	6	0.16
369	0.0028	0.00055	0	0.018	0	0.018	0.94	0.012	0.0032	0	0	0.00027	0	0	2.6e-06	0	0.0028	0.0028	6	0.16
370	0.0087	0.14	0.013	0.032	0.013	0.032	0.0023	0.022	0.01	0	0.013	1.9e-05	0	0.59	0.11	0	0.0087	0.0087	13	0.071
371	0.087	0.2	0	0.00052	0	0.00052	0.41	0.00036	0.1	0	0	0.00093	0	0.0041	0.016	0	0.087	0.087	6	0.16
372	0.065	0.034	0	0	0	0	0.7	0	0.075	0	0	0.0014	0	0	0.0002	0	0.065	0.065	6	0.16
373	0.032	0.41	0.00074	0	0.00074	0	0.0039	0	0.037	0	0.00074	6.7e-05	0	0.28	0.17	0	0.032	0.032	1	0.11
374	0.0064	0.0021	0	0.034	0	0.034	0.88	0.023	0.0074	0	0	0.00046	0	0	2e-05	0	0.0064	0.0064	6	0.16
375	0.066	0.32	0.0016	2.4e-05	0.0016	2.4e-05	0.14	1.6e-05	0.076	0	0.0016	0.00051	0	0.17	0.086	0	0.066	0.066	1	0.11
376	0.00024	1.3e-05	0	0.22	0	0.22	0.42	0.15	0.00028	0	0	7.2e-05	0	0	0	0	0.00024	0.00024	6	0.16
377	0.054	0.11	3.5e-05	0.0036	3.5e-05	0.0036	0.64	0.0024	0.061	0	3.5e-05	0.00096	0	0.0097	0.012	0	0.054	0.054	6	0.16
378	0.039	0.09	0.00036	0.03	0.00036	0.03	0.63	0.02	0.045	0	0.00036	0.00075	0	0.025	0.015	0	0.039	0.039	6	0.16
379	0.0032	0.15	0.0015	0.039	0.0015	0.039	2.2e-05	0.026	0.0036	0	0.0015	0	0	0.55	0.18	0	0.0032	0.0032	13	0.071
380	7.2e-06	0.0012	0.13	0	0.13	0	0	0	8.3e-06	0	0.13	0	0	0.59	0.01	0	7.2e-06	7.2e-06	13	0.071
381	1.1e-05	0	0	0.32	0	0.32	0.15	0.22	1.2e-05	0	0	1e-05	0	0	0	0	1.1e-05	1.1e-05	3	0.24
382	0.12	0.21	0	0	0	0	0.27	0	0.14	0	0	0.0013	0	0.00034	0.0066	0	0.12	0.12	6	0.16
383	0.018	0.23	0.0074	0	0.0074	0	0.0046	0	0.021	0	0.0074	4.9e-05	0	0.53	0.14	0	0.018	0.018	13	0.071
384	0.1	0.38	1.6e-05	0	1.6e-05	0	0.13	0	0.12	0	1.6e-05	0.00069	0	0.022	0.048	0	0.1	0.1	1	0.11
385	0.04	0.057	1.8e-06	0.005	1.8e-06	0.005	0.76	0.0034	0.046	0	1.8e-06	0.00095	0	0.0015	0.0038	0	0.04	0.04	6	0.16
386	0.11	0.1	0	0	0	0	0.44	0	0.13	0	0	0.0016	0	2.6e-05	0.0015	0	0.11	0.11	6	0.16
387	0.069	0.23	0.00064	0.00056	0.00064	0.00056	0.36	0.00038	0.079	0	0.00064	0.0008	0	0.073	0.046	0	0.069	0.069	6	0.16
388	0.008	0.12	0.02	0	0.02	0	0.0016	0	0.0092	0	0.02	1.9e-05	0	0.67	0.11	0	0.008	0.008	13	0.071
389	0.029	0.29	0.0042	0	0.0042	0	0.01	0	0.033	0	0.0042	9.3e-05	0	0.42	0.14	0	0.029	0.029	13	0.071
390	0.068	0.2	0.0003	0.00087	0.0003	0.00087	0.44	0.0006	0.078	0	0.0003	0.00088	0	0.045	0.034	0	0.068	0.068	6	0.16
391	0.02	0.014	0	0.0085	0	0.0085	0.88	0.0058	0.023	0	0	0.00078	0	3.7e-05	0.00037	0	0.02	0.02	6	0.16
392	0.0016	0.043	0.044	0	0.044	0	0.00011	0	0.0018	0	0.044	2.2e-06	0	0.75	0.065	0	0.0016	0.0016	13	0.071
393	0.11	0.53	0	0	0	0	0.0017	0	0.13	0	0	0.00014	0	7.6e-05	0.013	0	0.11	0.11	1	0.11
394	0.0094	0.14	0.016	0	0.016	0	0.0019	0	0.011	0	0.016	2.2e-05	0	0.65	0.12	0	0.0094	0.0094	13	0.071
395	0.024	0.019	0	0.0055	0	0.0055	0.87	0.0038	0.028	0	0	0.00084	0	5.9e-05	0.00053	0	0.024	0.024	6	0.16
396	0.0015	0.00023	0	0.091	0	0.091	0.75	0.062	0.0018	0	0	0.00021	0	0	0	0	0.0015	0.0015	6	0.16
397	0	0	0	0.01	0	0.01	0.97	0.0069	0	0	0	0	0	0	0	0	0	0	6	0.16
398	4.5e-05	2.5e-05	0	0.075	0	0.075	0.8	0.051	5.1e-05	0	0	3e-06	0	0	0	0	4.5e-05	4.5e-05	6	0.16
399	0.0038	0.07	0.038	0	0.038	0	0.00066	0	0.0044	0	0.038	8.1e-06	0	0.72	0.078	0	0.0038	0.0038	13	0.071
400	0.064	0.26	0.0016	0.0091	0.0016	0.0091	0.24	0.0062	0.074	0	0.0016	0.00063	0	0.13	0.065	0	0.064	0.064	1	0.11
401	0.028	0.025	0	0.0053	0	0.0053	0.85	0.0036	0.032	0	0	0.00088	0	0.00013	0.00084	0	0.028	0.028	6	0.16
402	0.07	0.14	5.7e-06	0.00035	5.7e-06	0.00035	0.56	0.00024	0.08	0	5.7e-06	0.0011	0	0.0049	0.012	0	0.07	0.07	6	0.16
403	0.071	0.037	0	0	0	0	0.67	0	0.082	0	0	0.0017	0	1.6e-06	0.00025	0	0.071	0.071	6	0.16
404	0.032	0.41	0.00066	0	0.00066	0	0.0033	0	0.036	0	0.00066	6.2e-05	0	0.27	0.18	0	0.032	0.032	1	0.11
405	0.074	0.43	0.00026	0	0.00026	0	0.059	0	0.085	0	0.00026	0.00038	0	0.11	0.099	0	0.074	0.074	1	0.11
406	0.037	0.23	0.013	3.3e-05	0.013	3.3e-05	0.075	2.2e-05	0.042	0	0.013	0.00026	0	0.41	0.097	0	0.037	0.037	13	0.071
407	0.061	0.12	1.9e-05	0.0014	1.9e-05	0.0014	0.6	0.00094	0.07	0	1.9e-05	0.001	0	0.0081	0.013	0	0.061	0.061	6	0.16
408	3.7e-05	0.0032	0.13	0	0.13	0	0	0	4.3e-05	0	0.13	0	0	0.61	0.016	0	3.7e-05	3.7e-05	13	0.071
409	0.083	0.49	3e-05	0	3e-05	0	0.033	0	0.095	0	3e-05	0.00032	0	0.047	0.087	0	0.083	0.083	1	0.11
410	0.05	0.1	3.9e-05	0.0053	3.9e-05	0.0053	0.65	0.0036	0.058	0	3.9e-05	0.00093	0	0.0096	0.011	0	0.05	0.05	6	0.16
411	0.021	0.014	0	0.0057	0	0.0057	0.88	0.0039	0.024	0	0	0.00081	0	2.8e-05	0.00033	0	0.021	0.021	6	0.16
412	0.095	0.17	0	1e-05	0	1e-05	0.42	7.1e-06	0.11	0	0	0.0012	0	0.0016	0.0094	0	0.095	0.095	6	0.16
413	0.092	0.14	0	9.1e-06	0	9.1e-06	0.46	6.2e-06	0.11	0	0	0.0013	0	0.00073	0.0062	0	0.092	0.092	6	0.16
414	0.052	0.083	3.2e-06	0.0018	3.2e-06	0.0018	0.69	0.0013	0.059	0	3.2e-06	0.001	0	0.0025	0.0062	0	0.052	0.052	6	0.16
415	1.2e-05	0	0	0.36	0	0.36	0.028	0.25	1.3e-05	0	0	3.6e-06	0	0	0	0	1.2e-05	1.2e-05	3	0.24
416	0.061	0.25	0.0026	0.00038	0.0026	0.00038	0.25	0.00026	0.07	0	0.0026	0.00062	0	0.16	0.067	0	0.061	0.061	6	0.16
417	0.047	0.078	6.6e-06	0.0041	6.6e-06	0.0041	0.71	0.0028	0.054	0	6.6e-06	0.00097	0	0.0034	0.0065	0	0.047	0.047	6	0.16
418	0.033	0.41	0.00073	0	0.00073	0	0.004	0	0.038	0	0.00073	6.9e-05	0	0.28	0.17	0	0.033	0.033	1	0.11
419	0.036	0.4	0.00085	0	0.00085	0	0.0062	0	0.042	0	0.00085	8.8e-05	0	0.27	0.16	0	0.036	0.036	1	0.11
420	0.051	0.16	0.0021	0.0073	0.0021	0.0073	0.46	0.005	0.059	0	0.0021	0.00074	0	0.095	0.038	0	0.051	0.051	6	0.16
421	0.083	0.082	0	4.3e-06	0	4.3e-06	0.57	2.9e-06	0.095	0	0	0.0015	0	6.1e-05	0.0017	0	0.083	0.083	6	0.16
422	0.041	0.29	0.0057	1.9e-06	0.0057	1.9e-06	0.046	1.3e-06	0.047	0	0.0057	0.00022	0	0.36	0.12	0	0.041	0.041	13	0.071
423	4.5e-06	0	0	0.37	0	0.37	0.016	0.25	5.1e-06	0	0	1.7e-06	0	0	0	0	4.5e-06	4.5e-06	3	0.24
424	0.036	0.071	8.3e-05	0.028	8.3e-05	0.028	0.68	0.019	0.042	0	8.3e-05	0.00078	0	0.011	0.009	0	0.036	0.036	6	0.16
425	8.8e-06	0.0012	0.14	0.015	0.14	0.015	0	0.01	1e-05	0	0.14	0	0	0.52	0.0092	0	8.8e-06	8.8e-06	13	0.071
426	0.066	0.35	0.00067	0.0098	0.00067	0.0098	0.14	0.0067	0.076	0	0.00067	0.00042	0	0.13	0.087	0	0.066	0.066	1	0.11
427	1.6e-05	0.0043	0.022	0.033	0.022	0.033	0	0.023	1.8e-05	0	0.022	0	0	0.81	0.035	0	1.6e-05	1.6e-05	13	0.071
428	0	0.00018	0.11	0.017	0.11	0.017	0	0.012	0	0	0.11	0	0	0.62	0.0056	0	0	0	13	0.071
429	0.0018	0.044	0.041	0.03	0.041	0.03	0.00025	0.021	0.0021	0	0.041	2.8e-06	0	0.68	0.062	0	0.0018	0.0018	13	0.071
430	0	8.6e-06	0.21	0.0068	0.21	0.0068	0	0.0046	0	0	0.21	0	0	0.34	0.00089	0	0	0	13	0.071
431	0.016	0.14	0.027	0.026	0.027	0.026	0.026	0.018	0.018	0	0.027	8e-05	0	0.53	0.085	0	0.016	0.016	13	0.071
432	4e-05	0.0033	0.11	0.019	0.11	0.019	0	0.013	4.6e-05	0	0.11	0	0	0.58	0.016	0	4e-05	4e-05	13	0.071
433	0.0011	0.029	0.054	0.028	0.054	0.028	0.00012	0.019	0.0012	0	0.054	0	0	0.68	0.05	0	0.0011	0.0011	13	0.071
434	0.013	0.13	0.026	0.028	0.026	0.028	0.013	0.019	0.014	0	0.026	5.2e-05	0	0.56	0.088	0	0.013	0.013	13	0.071
435	0.00039	0.02	0.039	0.031	0.039	0.031	8.2e-06	0.021	0.00044	0	0.039	0	0	0.73	0.049	0	0.00039	0.00039	13	0.071
436	0.045	0.27	0.0043	0.017	0.0043	0.017	0.11	0.012	0.052	0	0.0043	0.00029	0	0.28	0.097	0	0.045	0.045	13	0.071
437	0.065	0.18	4.9e-05	0.0018	4.9e-05	0.0018	0.51	0.0012	0.075	0	4.9e-05	0.0008	0	0.018	0.023	0	0.065	0.065	6	0.16
438	0.063	0.47	0.00012	0.0091	0.00012	0.0091	0.027	0.0062	0.072	0	0.00012	0.0002	0	0.097	0.12	0	0.063	0.063	1	0.11
439	0.054	0.26	0.0027	0.012	0.0027	0.012	0.21	0.0084	0.062	0	0.0027	0.00044	0	0.19	0.077	0	0.054	0.054	1	0.11
440	0.16	0.15	0	1.5e-06	0	1.5e-06	0.19	1e-06	0.18	0	0	0.0013	0	3e-06	0.0011	0	0.16	0.16	6	0.16
441	0.044	0.31	0.0028	0.018	0.0028	0.018	0.061	0.012	0.051	0	0.0028	0.00022	0	0.28	0.11	0	0.044	0.044	1	0.11
442	0.00038	0.022	0.03	0.033	0.03	0.033	5.3e-06	0.023	0.00044	0	0.03	0	0	0.74	0.055	0	0.00038	0.00038	13	0.071
443	3.3e-05	0.0053	0.037	0.03	0.037	0.03	0	0.021	3.8e-05	0	0.037	0	0	0.77	0.032	0	3.3e-05	3.3e-05	13	0.071
444	0.051	0.28	0.0032	0.015	0.0032	0.015	0.15	0.0099	0.058	0	0.0032	0.00036	0	0.23	0.089	0	0.051	0.051	1	0.11
445	0.0023	0.042	0.059	0.027	0.059	0.027	0.00075	0.019	0.0026	0	0.059	5.2e-06	0	0.64	0.053	0	0.0023	0.0023	13	0.071
446	0.0013	0.031	0.06	0.027	0.06	0.027	0.00022	0.019	0.0015	0	0.06	2.2e-06	0	0.66	0.048	0	0.0013	0.0013	13	0.071
447	0.00029	0.012	0.078	0.025	0.078	0.025	1.4e-05	0.017	0.00033	0	0.078	0	0	0.65	0.032	0	0.00029	0.00029	13	0.071
448	1.3e-05	0.0016	0.13	0.017	0.13	0.017	0	0.011	1.5e-05	0	0.13	0	0	0.54	0.011	0	1.3e-05	1.3e-05	13	0.071
449	2.6e-05	0.0019	0.17	0.013	0.17	0.013	0	0.009	3e-05	0	0.17	0	0	0.44	0.0091	0	2.6e-05	2.6e-05	13	0.071
450	0.0064	0.088	0.033	0.03	0.033	0.03	0.0033	0.02	0.0073	0	0.033	1.9e-05	0	0.63	0.079	0	0.0064	0.0064	13	0.071
451	0	1.5e-05	0.2	0.0081	0.2	0.0081	0	0.0056	0	0	0.2	0	0	0.38	0.0013	0	0	0	13	0.071
452	0.064	0.22	0.00031	0.0042	0.00031	0.0042	0.41	0.0029	0.074	0	0.00031	0.00069	0	0.052	0.04	0	0.064	0.064	6	0.16
453	0.01	0.13	0.019	0.03	0.019	0.03	0.0053	0.021	0.012	0	0.019	3.1e-05	0	0.58	0.099	0	0.01	0.01	13	0.071
454	5.9e-05	0.0036	0.14	0.017	0.14	0.017	0	0.012	6.8e-05	0	0.14	0	0	0.53	0.014	0	5.9e-05	5.9e-05	13	0.071
455	0.071	0.51	2.7e-05	0.0058	2.7e-05	0.0058	0.023	0.0039	0.081	0	2.7e-05	0.00021	0	0.053	0.1	0	0.071	0.071	1	0.11
456	0.0074	0.1	0.028	0.03	0.028	0.03	0.0038	0.021	0.0085	0	0.028	2.2e-05	0	0.62	0.085	0	0.0074	0.0074	13	0.071
457	0.00031	0.016	0.051	0.029	0.051	0.029	7.5e-06	0.02	0.00036	0	0.051	0	0	0.71	0.041	0	0.00031	0.00031	13	0.071
458	0.0014	0.032	0.063	0.027	0.063	0.027	0.0003	0.018	0.0016	0	0.063	2.6e-06	0	0.65	0.047	0	0.0014	0.0014	13	0.071
459	0.0099	0.21	0.0028	0.033	0.0028	0.033	0.00068	0.022	0.011	0	0.0028	1.3e-05	0	0.49	0.16	0	0.0099	0.0099	13	0.071
460	5.4e-06	0.0012	0.097	0.02	0.097	0.02	0	0.014	6.2e-06	0	0.097	0	0	0.64	0.012	0	5.4e-06	5.4e-06	13	0.071
461	0.00059	0.03	0.023	0.034	0.023	0.034	9.7e-06	0.024	0.00067	0	0.023	0	0	0.74	0.066	0	0.00059	0.00059	13	0.071
462	0.036	0.095	0.00055	0.014	0.00055	0.014	0.66	0.0095	0.041	0	0.00055	0.00061	0	0.035	0.018	0	0.036	0.036	6	0.16
463	0.087	0.27	1.7e-05	0.0017	1.7e-05	0.0017	0.31	0.0012	0.1	0	1.7e-05	0.00078	0	0.017	0.033	0	0.087	0.087	6	0.16
464	0.01	0.14	0.015	0.031	0.015	0.031	0.0039	0.021	0.012	0	0.015	2.7e-05	0	0.58	0.11	0	0.01	0.01	13	0.071
465	0.0097	0.0092	0	0.14	0	0.14	0.59	0.093	0.011	0	0	0.00039	0	0.0002	0.00049	0	0.0097	0.0097	6	0.16
466	0.00076	4.6e-05	0	0.073	0	0.073	0.8	0.05	0.00087	0	0	0.00018	0	0	0	0	0.00076	0.00076	6	0.16
467	0.054	0.11	3.7e-05	0.0034	3.7e-05	0.0034	0.63	0.0023	0.062	0	3.7e-05	0.00096	0	0.01	0.013	0	0.054	0.054	6	0.16
468	0.0037	0.00035	0	0.0011	0	0.0011	0.98	0.00078	0.0043	0	0	0.00048	0	0	0	0	0.0037	0.0037	6	0.16
469	0.012	0.0042	0	0.0032	0	0.0032	0.94	0.0022	0.014	0	0	0.0007	0	0	3.6e-05	0	0.012	0.012	6	0.16
470	0.013	0.17	0.013	0	0.013	0	0.0036	0	0.015	0	0.013	3.6e-05	0	0.6	0.12	0	0.013	0.013	13	0.071
471	0.009	0.0035	0	0.021	0	0.021	0.9	0.014	0.01	0	0	0.00055	0	1.5e-06	4.2e-05	0	0.009	0.009	6	0.16
472	0.081	0.25	0.00014	0.00011	0.00014	0.00011	0.33	7.5e-05	0.093	0	0.00014	0.00087	0	0.039	0.04	0	0.081	0.081	6	0.16
473	0.11	0.4	2.2e-06	0	2.2e-06	0	0.096	0	0.13	0	2.2e-06	0.00066	0	0.0094	0.038	0	0.11	0.11	1	0.11
474	0.0019	0.00036	0	0.05	0	0.05	0.86	0.034	0.0022	0	0	0.00021	0	0	0	0	0.0019	0.0019	6	0.16
475	0.035	0.068	2.3e-05	0.0054	2.3e-05	0.0054	0.76	0.0037	0.041	0	2.3e-05	0.00069	0	0.0059	0.0074	0	0.035	0.035	6	0.16
476	0.0026	0.00037	0	0.0054	0	0.0054	0.97	0.0037	0.003	0	0	0.00029	0	0	0	0	0.0026	0.0026	6	0.16
477	0.045	0.15	0.0017	0.0086	0.0017	0.0086	0.51	0.0059	0.052	0	0.0017	0.0006	0	0.087	0.036	0	0.045	0.045	6	0.16
478	0.024	0.04	1.9e-05	0.022	1.9e-05	0.022	0.79	0.015	0.027	0	1.9e-05	0.00056	0	0.0037	0.0042	0	0.024	0.024	6	0.16
479	0.081	0.19	2.2e-06	0.00054	2.2e-06	0.00054	0.46	0.00037	0.093	0	2.2e-06	0.00093	0	0.0044	0.015	0	0.081	0.081	6	0.16
480	0.00065	0.039	0.012	0.038	0.012	0.038	5.3e-06	0.026	0.00075	0	0.012	0	0	0.74	0.086	0	0.00065	0.00065	13	0.071
481	0.00013	9.2e-06	0	0.29	0	0.29	0.21	0.2	0.00015	0	0	3.6e-05	0	0	0	0	0.00013	0.00013	3	0.24
482	0.0099	0.0026	0	0.0023	0	0.0023	0.95	0.0016	0.011	0	0	0.00066	0	0	1.5e-05	0	0.0099	0.0099	6	0.16
483	0.02	0.15	0.025	0.025	0.025	0.025	0.047	0.017	0.023	0	0.025	0.00012	0	0.49	0.084	0	0.02	0.02	13	0.071
484	0.00044	3.7e-05	0	0.2	0	0.2	0.45	0.14	0.00051	0	0	9.6e-05	0	0	0	0	0.00044	0.00044	6	0.16
485	0.011	0.01	0	0.12	0	0.12	0.63	0.079	0.013	0	0	0.00043	0	0.00019	0.00052	0	0.011	0.011	6	0.16
486	0.014	0.21	0.007	0	0.007	0	0.0022	0	0.016	0	0.007	3.1e-05	0	0.56	0.14	0	0.014	0.014	13	0.071
487	0.12	0.17	0	0	0	0	0.32	0	0.14	0	0	0.0014	0	0.00015	0.0042	0	0.12	0.12	6	0.16
488	0.014	0.0076	0	0.015	0	0.015	0.89	0.01	0.016	0	0	0.00066	0	1e-05	0.00014	0	0.014	0.014	6	0.16
489	0.033	0.22	0.015	1.9e-05	0.015	1.9e-05	0.059	1.3e-05	0.038	0	0.015	0.00021	0	0.44	0.099	0	0.033	0.033	13	0.071
490	0.023	0.031	6.3e-06	0.057	6.3e-06	0.057	0.72	0.039	0.026	0	6.3e-06	0.00064	0	0.0017	0.0026	0	0.023	0.023	6	0.16
491	0.072	0.11	0	0.00012	0	0.00012	0.58	8.2e-05	0.082	0	0	0.0012	0	0.0013	0.0062	0	0.072	0.072	6	0.16
492	0.06	0.077	0	0.00024	0	0.00024	0.67	0.00017	0.068	0	0	0.0012	0	0.00055	0.0034	0	0.06	0.06	6	0.16
493	0.057	0.16	0.00053	0.0043	0.00053	0.0043	0.52	0.003	0.065	0	0.00053	0.00084	0	0.048	0.029	0	0.057	0.057	6	0.16
494	0.046	0.027	0	3.1e-05	0	3.1e-05	0.78	2.1e-05	0.053	0	0	0.0013	0	6.1e-06	0.00032	0	0.046	0.046	6	0.16
495	0.013	0.19	0.0097	0	0.0097	0	0.0023	0	0.015	0	0.0097	2.9e-05	0	0.6	0.13	0	0.013	0.013	13	0.071
496	1.5e-05	0.0024	0.09	0	0.09	0	0	0	1.7e-05	0	0.09	0	0	0.71	0.018	0	1.5e-05	1.5e-05	13	0.071
497	0.055	0.13	0.00012	0.0045	0.00012	0.0045	0.6	0.0031	0.063	0	0.00012	0.00091	0	0.02	0.018	0	0.055	0.055	6	0.16
498	0.046	0.61	6.9e-06	0	6.9e-06	0	0.0013	0	0.053	0	6.9e-06	5.5e-05	0	0.051	0.15	0	0.046	0.046	1	0.11
499	0.025	0.024	0	0.015	0	0.015	0.83	0.01	0.028	0	0	0.00079	0	0.00025	0.0011	0	0.025	0.025	6	0.16
500	0.11	0.46	0	0	0	0	0.036	0	0.13	0	0	0.00045	0	0.0042	0.035	0	0.11	0.11	1	0.11
501	0.041	0.045	0	0.0015	0	0.0015	0.78	0.001	0.047	0	0	0.001	0	0.00031	0.0018	0	0.041	0.041	6	0.16
502	0.12	0.37	0	0	0	0	0.1	0	0.14	0	0	0.00073	0	0.0046	0.028	0	0.12	0.12	1	0.11
503	0.058	0.26	0.0037	0.0002	0.0037	0.0002	0.2	0.00014	0.067	0	0.0037	0.00054	0	0.21	0.077	0	0.058	0.058	1	0.11
504	0.079	0.14	0	7.2e-05	0	7.2e-05	0.53	4.9e-05	0.09	0	0	0.0012	0	0.0019	0.0082	0	0.079	0.079	6	0.16
505	0.062	0.1	1.5e-06	0.0005	1.5e-06	0.0005	0.63	0.00034	0.071	0	1.5e-06	0.0011	0	0.002	0.0066	0	0.062	0.062	6	0.16
506	0.099	0.19	0	6.6e-06	0	6.6e-06	0.38	4.5e-06	0.11	0	0	0.0012	0	0.0021	0.011	0	0.099	0.099	6	0.16
507	0.034	0.071	0.00016	0.039	0.00016	0.039	0.66	0.027	0.039	0	0.00016	0.00073	0	0.014	0.01	0	0.034	0.034	6	0.16
508	0.052	0.1	2.1e-05	0.0036	2.1e-05	0.0036	0.66	0.0024	0.06	0	2.1e-05	0.00097	0	0.0071	0.01	0	0.052	0.052	6	0.16
509	0.06	0.24	0.0029	0.00067	0.0029	0.00067	0.28	0.00046	0.069	0	0.0029	0.00064	0	0.16	0.063	0	0.06	0.06	6	0.16
510	0.015	0.0076	0	0.0099	0	0.0099	0.9	0.0068	0.017	0	0	0.00069	0	7.5e-06	0.00013	0	0.015	0.015	6	0.16
511	0.0048	0.076	0.042	0	0.042	0	0.0013	0	0.0055	0	0.042	1.2e-05	0	0.7	0.077	0	0.0048	0.0048	13	0.071
512	0.11	0.21	0	0	0	0	0.31	0	0.13	0	0	0.0012	0	0.001	0.0096	0	0.11	0.11	6	0.16
513	0.068	0.33	0.0013	1.7e-05	0.0013	1.7e-05	0.14	1.2e-05	0.078	0	0.0013	0.00051	0	0.16	0.086	0	0.068	0.068	1	0.11
514	0.084	0.079	0	3e-06	0	3e-06	0.57	2.1e-06	0.097	0	0	0.0015	0	4.3e-05	0.0014	0	0.084	0.084	6	0.16
515	0.031	0.28	0.0058	0	0.0058	0	0.016	0	0.035	0	0.0058	0.00012	0	0.43	0.13	0	0.031	0.031	13	0.071
516	0.071	0.14	4.1e-06	0.00028	4.1e-06	0.00028	0.55	0.00019	0.081	0	4.1e-06	0.0011	0	0.0042	0.011	0	0.071	0.071	6	0.16
517	0.064	0.029	0	0	0	0	0.7	0	0.074	0	0	0.0017	0	0	0.00016	0	0.064	0.064	6	0.16
518	0.026	0.019	0	0.0024	0	0.0024	0.86	0.0016	0.03	0	0	0.00091	0	3.4e-05	0.00044	0	0.026	0.026	6	0.16
519	0.034	0.36	0.0017	0	0.0017	0	0.0081	0	0.039	0	0.0017	9.3e-05	0	0.33	0.16	0	0.034	0.034	1	0.11
520	0.04	0.64	2.9e-06	0	2.9e-06	0	0.00053	0	0.046	0	2.9e-06	3.5e-05	0	0.041	0.15	0	0.04	0.04	1	0.11
521	0.081	0.1	0	1.6e-05	0	1.6e-05	0.56	1.1e-05	0.093	0	0	0.0014	0	0.00028	0.0034	0	0.081	0.081	6	0.16
522	0	1.4e-05	0.24	0	0.24	0	0	0	0	0	0.24	0	0	0.28	0.00091	0	0	0	13	0.071
523	0.0034	0.1	0.01	0	0.01	0	9.9e-05	0	0.0039	0	0.01	3.3e-06	0	0.73	0.13	0	0.0034	0.0034	13	0.071
524	0.057	0.28	0.0039	8e-05	0.0039	8e-05	0.16	5.4e-05	0.065	0	0.0039	0.00047	0	0.23	0.086	0	0.057	0.057	1	0.11
525	0.00088	0.048	0.014	0	0.014	0	6.4e-06	0	0.001	0	0.014	0	0	0.81	0.097	0	0.00088	0.00088	13	0.071
526	0.008	0.0028	0	0.023	0	0.023	0.9	0.015	0.0092	0	0	0.00052	0	0	3e-05	0	0.008	0.008	6	0.16
527	0.051	0.067	0	0.0008	0	0.0008	0.71	0.00055	0.059	0	0	0.0011	0	0.00073	0.0034	0	0.051	0.051	6	0.16
528	0.06	0.23	0.0023	0.00098	0.0023	0.00098	0.32	0.00067	0.069	0	0.0023	0.00068	0	0.14	0.057	0	0.06	0.06	6	0.16
529	0.031	0.36	0.0015	0	0.0015	0	0.0052	0	0.035	0	0.0015	7.3e-05	0	0.34	0.17	0	0.031	0.031	1	0.11
530	3.5e-05	2e-06	0	0.34	0	0.34	0.084	0.23	4e-05	0	0	1.1e-05	0	0	0	0	3.5e-05	3.5e-05	3	0.24
531	0.054	0.16	0.001	0.006	0.001	0.006	0.5	0.0041	0.062	0	0.001	0.0008	0	0.065	0.032	0	0.054	0.054	6	0.16
532	0.022	0.018	0	0.009	0	0.009	0.86	0.0061	0.026	0	0	0.0008	0	7.3e-05	0.00055	0	0.022	0.022	6	0.16
