SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0
372	0.012	0.012	0	0	0.78	0	0	0.012	0	0	0	0.011	0.012	0.16	0.005	5.5e-05	0	4	0.16
373	0.12	0.12	0.0021	0	0.0038	0.27	0	0.12	0	0	0	0.12	0.12	0.07	0.00021	0.042	0	5	0.071
374	0.00065	0.00065	0	0	0.9	0	0	0.00065	0.032	0	0.032	0.00063	0.00065	0.014	0.0015	5e-06	0.021	4	0.16
375	0.1	0.1	0.0048	0	0.15	0.17	0	0.1	2.3e-05	0	2.3e-05	0.098	0.1	0.15	0.0016	0.021	1.5e-05	5	0.071
376	4.2e-06	4.2e-06	0	0	0.44	0	0	4.2e-06	0.21	0	0.21	4.1e-06	4.2e-06	0.00055	0.00024	0	0.14	4	0.16
377	0.036	0.036	0.00011	0	0.67	0.01	0	0.036	0.0036	0	0.0036	0.035	0.036	0.12	0.0032	0.0031	0.0023	4	0.16
378	0.029	0.029	0.0011	0	0.66	0.026	0	0.029	0.029	0	0.029	0.028	0.029	0.089	0.0025	0.0038	0.019	4	0.16
379	0.05	0.05	0.0046	0	2.4e-05	0.59	0	0.05	0.04	0	0.04	0.048	0.05	0.0075	4.8e-06	0.048	0.025	5	0.071
380	0.00039	0.00039	0.4	0	0	0.6	0	0.00039	0	0	0	0.00038	0.00039	1.6e-05	0	0.0026	0	5	0.071
381	0	0	0	0	0.16	0	0	0	0.32	0	0.32	0	0	2.5e-05	3.5e-05	0	0.2	8	0.24
382	0.074	0.074	0	0	0.31	0.00039	0	0.074	0	0	0	0.071	0.074	0.32	0.0047	0.0019	0	13	0.12
383	0.072	0.072	0.022	0	0.0047	0.54	0	0.072	0	0	0	0.07	0.072	0.041	0.00016	0.035	0	5	0.071
384	0.12	0.12	4.7e-05	0	0.14	0.023	0	0.12	0	0	0	0.12	0.12	0.23	0.0022	0.012	0	13	0.12
385	0.018	0.018	5.5e-06	0	0.8	0.0015	0	0.018	0.005	0	0.005	0.018	0.018	0.093	0.0031	0.00096	0.0032	4	0.16
386	0.038	0.038	0	0	0.52	3e-05	0	0.038	0	0	0	0.037	0.038	0.28	0.0062	0.00043	0	4	0.16
387	0.074	0.074	0.0019	0	0.38	0.075	0	0.074	0.00056	0	0.00056	0.072	0.074	0.16	0.0027	0.012	0.00036	4	0.16
388	0.04	0.04	0.06	0	0.0017	0.69	0	0.04	0	0	0	0.039	0.04	0.018	6.2e-05	0.027	0	5	0.071
389	0.092	0.092	0.012	0	0.01	0.42	0	0.092	0	0	0	0.089	0.092	0.064	0.0003	0.036	0	5	0.071
390	0.065	0.065	0.00091	0	0.46	0.046	0	0.065	0.00087	0	0.00087	0.063	0.065	0.16	0.0029	0.0087	0.00056	4	0.16
391	0.0045	0.0045	0	0	0.91	3.8e-05	0	0.0045	0.0083	0	0.0083	0.0044	0.0045	0.045	0.0025	9.2e-05	0.0053	4	0.16
392	0.014	0.014	0.13	0	0.00012	0.78	0	0.014	0	0	0	0.013	0.014	0.0036	7.2e-06	0.017	0	5	0.071
393	0.15	0.15	0	0	0.0016	7.1e-05	0	0.15	0	0	0	0.15	0.15	0.23	0.00042	0.003	0	13	0.12
394	0.046	0.046	0.049	0	0.002	0.67	0	0.046	0	0	0	0.044	0.046	0.021	7.4e-05	0.029	0	5	0.071
395	0.006	0.006	0	0	0.9	6.1e-05	0	0.006	0.0054	0	0.0054	0.0058	0.006	0.054	0.0028	0.00013	0.0035	4	0.16
396	7.3e-05	7.3e-05	0	0	0.76	0	0	7.3e-05	0.088	0	0.088	7.1e-05	7.3e-05	0.0034	0.00069	0	0.056	4	0.16
397	0	0	0	0	0.97	0	0	0	0.0095	0	0.0095	0	0	0	0	0	0.0061	4	0.16
398	7.8e-06	7.8e-06	0	0	0.81	0	0	7.8e-06	0.072	0	0.072	7.5e-06	7.8e-06	9.9e-05	9.5e-06	0	0.046	4	0.16
399	0.023	0.023	0.11	0	0.0007	0.74	0	0.023	0	0	0	0.022	0.023	0.0087	2.7e-05	0.02	0	5	0.071
400	0.084	0.084	0.0048	0	0.26	0.14	0	0.084	0.0089	0	0.0089	0.081	0.084	0.15	0.0021	0.016	0.0057	4	0.16
401	0.0079	0.0079	0	0	0.88	0.00013	0	0.0079	0.0052	0	0.0052	0.0076	0.0079	0.063	0.0029	0.00021	0.0033	4	0.16
402	0.045	0.045	1.7e-05	0	0.6	0.0052	0	0.045	0.00035	0	0.00035	0.044	0.045	0.16	0.0037	0.003	0.00023	4	0.16
403	0.013	0.013	0	0	0.75	1.7e-06	0	0.013	0	0	0	0.013	0.013	0.18	0.0061	6.9e-05	0	4	0.16
404	0.12	0.12	0.0018	0	0.0033	0.27	0	0.12	0	0	0	0.12	0.12	0.068	0.00019	0.042	0	5	0.071
405	0.13	0.13	0.00074	0	0.058	0.1	0	0.13	0	0	0	0.13	0.13	0.16	0.0012	0.024	0	13	0.12
406	0.073	0.073	0.038	0	0.078	0.42	0	0.073	3.2e-05	0	3.2e-05	0.07	0.073	0.083	0.00083	0.024	2.1e-05	5	0.071
407	0.041	0.041	5.8e-05	0	0.64	0.0085	0	0.041	0.0014	0	0.0014	0.039	0.041	0.14	0.0034	0.0033	0.00088	4	0.16
408	0.001	0.001	0.37	0	0	0.62	0	0.001	0	0	0	0.00099	0.001	8.4e-05	0	0.004	0	5	0.071
409	0.15	0.15	8.4e-05	0	0.032	0.045	0	0.15	0	0	0	0.14	0.15	0.17	0.00099	0.02	0	13	0.12
410	0.033	0.033	0.00012	0	0.69	0.01	0	0.033	0.0053	0	0.0053	0.032	0.033	0.12	0.0031	0.0029	0.0034	4	0.16
411	0.0045	0.0045	0	0	0.91	2.8e-05	0	0.0045	0.0056	0	0.0056	0.0044	0.0045	0.047	0.0026	8.2e-05	0.0036	4	0.16
412	0.059	0.059	1e-06	0	0.47	0.0017	0	0.059	1.1e-05	0	1.1e-05	0.057	0.059	0.23	0.0043	0.0025	7e-06	4	0.16
413	0.05	0.05	0	0	0.52	0.0008	0	0.05	9.6e-06	0	9.6e-06	0.048	0.05	0.23	0.0046	0.0017	6.2e-06	4	0.16
414	0.027	0.027	9.6e-06	0	0.73	0.0027	0	0.027	0.0018	0	0.0018	0.027	0.027	0.12	0.0035	0.0016	0.0012	4	0.16
415	0	0	0	0	0.031	0	0	0	0.37	0	0.37	0	0	2.7e-05	1.2e-05	0	0.24	8	0.24
416	0.081	0.081	0.0078	0	0.27	0.17	0	0.081	0.00038	0	0.00038	0.078	0.081	0.14	0.002	0.017	0.00024	4	0.16
417	0.025	0.025	2e-05	0	0.75	0.0035	0	0.025	0.0041	0	0.0041	0.025	0.025	0.11	0.0032	0.0017	0.0026	4	0.16
418	0.12	0.12	0.002	0	0.004	0.27	0	0.12	0	0	0	0.12	0.12	0.071	0.00021	0.041	0	5	0.071
419	0.12	0.12	0.0024	0	0.0062	0.26	0	0.12	0	0	0	0.12	0.12	0.078	0.00027	0.039	0	5	0.071
420	0.053	0.053	0.0061	0	0.49	0.098	0	0.053	0.0073	0	0.0073	0.051	0.053	0.12	0.0024	0.0096	0.0047	4	0.16
421	0.029	0.029	0	0	0.65	6.8e-05	0	0.029	4.6e-06	0	4.6e-06	0.028	0.029	0.21	0.0054	0.00046	3e-06	4	0.16
422	0.091	0.091	0.016	0	0.047	0.36	0	0.091	1.9e-06	0	1.9e-06	0.088	0.091	0.092	0.00072	0.029	1.2e-06	5	0.071
423	0	0	0	0	0.018	0	0	0	0.37	0	0.37	0	0	1e-05	5.9e-06	0	0.24	8	0.24
424	0.023	0.023	0.00025	0	0.72	0.011	0	0.023	0.028	0	0.028	0.022	0.023	0.082	0.0026	0.0023	0.018	4	0.16
425	0.00039	0.00039	0.43	0	0	0.53	0	0.00039	0.015	0	0.015	0.00037	0.00039	2e-05	0	0.0023	0.0097	5	0.071
426	0.11	0.11	0.0019	0	0.14	0.13	0	0.11	0.0094	0	0.0094	0.1	0.11	0.15	0.0013	0.021	0.006	13	0.12
427	0.0014	0.0014	0.064	0	0	0.83	0	0.0014	0.033	0	0.033	0.0014	0.0014	3.5e-05	0	0.0088	0.021	5	0.071
428	5.6e-05	5.6e-05	0.32	0	0	0.63	0	5.6e-05	0.017	0	0.017	5.5e-05	5.6e-05	0	0	0.0014	0.011	5	0.071
429	0.014	0.014	0.12	0	0.00027	0.71	0	0.014	0.03	0	0.03	0.014	0.014	0.0041	9.4e-06	0.016	0.019	5	0.071
430	2.8e-06	2.8e-06	0.63	0	0	0.35	0	2.8e-06	0.0067	0	0.0067	2.7e-06	2.8e-06	0	0	0.00023	0.0043	2	0.053
431	0.044	0.044	0.08	0	0.027	0.55	0	0.044	0.026	0	0.026	0.043	0.044	0.036	0.00026	0.021	0.017	5	0.071
432	0.0011	0.0011	0.34	0	0	0.6	0	0.0011	0.019	0	0.019	0.001	0.0011	9.1e-05	0	0.004	0.012	5	0.071
433	0.0096	0.0096	0.16	0	0.00012	0.7	0	0.0096	0.028	0	0.028	0.0092	0.0096	0.0024	4.8e-06	0.013	0.018	5	0.071
434	0.042	0.042	0.075	0	0.014	0.58	0	0.042	0.028	0	0.028	0.04	0.042	0.029	0.00017	0.022	0.018	5	0.071
435	0.0064	0.0064	0.12	0	8.7e-06	0.76	0	0.0064	0.031	0	0.031	0.0062	0.0064	0.00089	0	0.012	0.02	5	0.071
436	0.086	0.086	0.012	0	0.11	0.28	0	0.086	0.017	0	0.017	0.083	0.086	0.1	0.00094	0.024	0.011	5	0.071
437	0.057	0.057	0.00015	0	0.54	0.019	0	0.057	0.0017	0	0.0017	0.055	0.057	0.15	0.0027	0.0059	0.0011	4	0.16
438	0.14	0.14	0.00032	0	0.026	0.093	0	0.14	0.0083	0	0.0083	0.14	0.14	0.13	0.00062	0.027	0.0053	0	0.11
439	0.083	0.083	0.008	0	0.22	0.19	0	0.083	0.012	0	0.012	0.08	0.083	0.12	0.0014	0.019	0.0076	4	0.16
440	0.061	0.061	0	0	0.25	3.9e-06	0	0.061	1.8e-06	0	1.8e-06	0.059	0.061	0.44	0.0054	0.00034	1.2e-06	13	0.12
441	0.097	0.097	0.0082	0	0.062	0.28	0	0.097	0.017	0	0.017	0.094	0.097	0.098	0.00072	0.028	0.011	5	0.071
442	0.0071	0.0071	0.089	0	5.6e-06	0.77	0	0.0071	0.033	0	0.033	0.0069	0.0071	0.00088	0	0.014	0.021	5	0.071
443	0.0017	0.0017	0.11	0	0	0.79	0	0.0017	0.03	0	0.03	0.0017	0.0017	7.5e-05	0	0.008	0.019	5	0.071
444	0.087	0.087	0.0093	0	0.15	0.23	0	0.087	0.014	0	0.014	0.085	0.087	0.11	0.0012	0.022	0.009	5	0.071
445	0.014	0.014	0.18	0	0.00079	0.67	0	0.014	0.027	0	0.027	0.013	0.014	0.0052	1.7e-05	0.013	0.017	5	0.071
446	0.01	0.01	0.18	0	0.00023	0.68	0	0.01	0.027	0	0.027	0.0098	0.01	0.0029	7.2e-06	0.012	0.017	5	0.071
447	0.004	0.004	0.23	0	1.4e-05	0.68	0	0.004	0.024	0	0.024	0.0039	0.004	0.00066	0	0.008	0.016	5	0.071
448	0.00052	0.00052	0.4	0	0	0.56	0	0.00052	0.016	0	0.016	0.0005	0.00052	3e-05	0	0.0027	0.01	5	0.071
449	0.0006	0.0006	0.51	0	0	0.45	0	0.0006	0.013	0	0.013	0.00058	0.0006	6e-05	0	0.0023	0.0083	2	0.053
450	0.029	0.029	0.098	0	0.0035	0.65	0	0.029	0.029	0	0.029	0.028	0.029	0.015	6.2e-05	0.02	0.019	5	0.071
451	4.8e-06	4.8e-06	0.58	0	0	0.4	0	4.8e-06	0.008	0	0.008	4.7e-06	4.8e-06	0	0	0.00032	0.0051	2	0.053
452	0.07	0.07	0.00091	0	0.43	0.054	0	0.07	0.0041	0	0.0041	0.068	0.07	0.15	0.0023	0.01	0.0026	4	0.16
453	0.042	0.042	0.056	0	0.0055	0.6	0	0.042	0.03	0	0.03	0.041	0.042	0.023	0.0001	0.025	0.019	5	0.071
454	0.0012	0.0012	0.4	0	0	0.55	0	0.0012	0.017	0	0.017	0.0011	0.0012	0.00014	0	0.0037	0.011	5	0.071
455	0.15	0.15	7.3e-05	0	0.022	0.05	0	0.15	0.0051	0	0.0051	0.15	0.15	0.15	0.00063	0.023	0.0033	0	0.11
456	0.032	0.032	0.082	0	0.004	0.64	0	0.032	0.03	0	0.03	0.031	0.032	0.017	7.2e-05	0.021	0.019	5	0.071
457	0.0051	0.0051	0.15	0	7.9e-06	0.74	0	0.0051	0.029	0	0.029	0.0049	0.0051	0.00071	0	0.011	0.018	5	0.071
458	0.01	0.01	0.19	0	0.00031	0.67	0	0.01	0.027	0	0.027	0.01	0.01	0.0033	8.7e-06	0.012	0.017	5	0.071
459	0.068	0.068	0.0084	0	0.00071	0.51	0	0.068	0.032	0	0.032	0.065	0.068	0.023	4.1e-05	0.041	0.021	5	0.071
460	0.0004	0.0004	0.29	0	0	0.66	0	0.0004	0.02	0	0.02	0.00038	0.0004	1.2e-05	0	0.0031	0.013	5	0.071
461	0.0098	0.0098	0.069	0	1e-05	0.77	0	0.0098	0.034	0	0.034	0.0095	0.0098	0.0014	0	0.017	0.022	5	0.071
462	0.03	0.03	0.0016	0	0.69	0.035	0	0.03	0.014	0	0.014	0.029	0.03	0.081	0.002	0.0045	0.0087	4	0.16
463	0.089	0.089	5.1e-05	0	0.32	0.017	0	0.089	0.0017	0	0.0017	0.086	0.089	0.2	0.0026	0.0084	0.0011	4	0.16
464	0.045	0.045	0.045	0	0.0041	0.6	0	0.045	0.031	0	0.031	0.043	0.045	0.023	8.8e-05	0.027	0.02	5	0.071
465	0.0029	0.0029	1.1e-06	0	0.61	0.0002	0	0.0029	0.13	0	0.13	0.0029	0.0029	0.022	0.0013	0.00012	0.085	4	0.16
466	1.4e-05	1.4e-05	0	0	0.81	0	0	1.4e-05	0.07	0	0.07	1.4e-05	1.4e-05	0.0017	0.00058	0	0.045	4	0.16
467	0.036	0.036	0.00011	0	0.67	0.011	0	0.036	0.0034	0	0.0034	0.035	0.036	0.12	0.0032	0.0032	0.0022	4	0.16
468	0.00011	0.00011	0	0	0.99	0	0	0.00011	0.0011	0	0.0011	0.00011	0.00011	0.0082	0.0015	0	0.00069	4	0.16
469	0.0013	0.0013	0	0	0.96	0	0	0.0013	0.0031	0	0.0031	0.0013	0.0013	0.027	0.0023	8.9e-06	0.002	4	0.16
470	0.056	0.056	0.039	0	0.0038	0.62	0	0.056	0	0	0	0.054	0.056	0.03	0.00012	0.031	0	5	0.071
471	0.0011	0.0011	0	0	0.92	1.6e-06	0	0.0011	0.02	0	0.02	0.0011	0.0011	0.02	0.0018	1e-05	0.013	4	0.16
472	0.083	0.083	0.00043	0	0.35	0.041	0	0.083	0.00011	0	0.00011	0.08	0.083	0.19	0.0029	0.01	7e-05	4	0.16
473	0.13	0.13	6.3e-06	0	0.099	0.0096	0	0.13	0	0	0	0.12	0.13	0.25	0.0022	0.0096	0	13	0.12
474	0.00011	0.00011	0	0	0.87	0	0	0.00011	0.048	0	0.048	0.00011	0.00011	0.0042	0.00068	0	0.031	4	0.16
475	0.022	0.022	6.7e-05	0	0.79	0.006	0	0.022	0.0053	0	0.0053	0.021	0.022	0.08	0.0023	0.0019	0.0034	4	0.16
476	0.00011	0.00011	0	0	0.98	0	0	0.00011	0.0051	0	0.0051	0.00011	0.00011	0.0057	0.00093	0	0.0033	4	0.16
477	0.048	0.048	0.0051	0	0.53	0.089	0	0.048	0.0084	0	0.0084	0.046	0.048	0.1	0.002	0.0089	0.0054	4	0.16
478	0.013	0.013	5.7e-05	0	0.82	0.0038	0	0.013	0.022	0	0.022	0.012	0.013	0.054	0.0018	0.0011	0.014	4	0.16
479	0.062	0.062	6.8e-06	0	0.49	0.0047	0	0.062	0.00055	0	0.00055	0.06	0.062	0.19	0.0032	0.0039	0.00035	4	0.16
480	0.013	0.013	0.036	0	5.7e-06	0.78	0	0.013	0.038	0	0.038	0.013	0.013	0.0015	0	0.022	0.024	5	0.071
481	3e-06	3e-06	0	0	0.23	0	0	3e-06	0.29	0	0.29	2.9e-06	3e-06	0.00031	0.00012	0	0.19	8	0.24
482	0.00083	0.00083	0	0	0.97	0	0	0.00083	0.0022	0	0.0022	0.0008	0.00083	0.022	0.0021	3.7e-06	0.0014	4	0.16
483	0.049	0.049	0.073	0	0.049	0.5	0	0.049	0.024	0	0.024	0.048	0.049	0.046	0.0004	0.021	0.015	5	0.071
484	1.2e-05	1.2e-05	0	0	0.47	0	0	1.2e-05	0.2	0	0.2	1.1e-05	1.2e-05	0.001	0.00032	0	0.13	4	0.16
485	0.0033	0.0033	0	0	0.66	0.0002	0	0.0033	0.11	0	0.11	0.0032	0.0033	0.025	0.0014	0.00013	0.072	4	0.16
486	0.067	0.067	0.021	0	0.0023	0.57	0	0.067	0	0	0	0.065	0.067	0.032	0.0001	0.036	0	5	0.071
487	0.061	0.061	0	0	0.37	0.00017	0	0.061	0	0	0	0.059	0.061	0.32	0.0053	0.0012	0	4	0.16
488	0.0024	0.0024	0	0	0.92	1e-05	0	0.0024	0.014	0	0.014	0.0023	0.0024	0.031	0.0021	3.6e-05	0.0091	4	0.16
489	0.069	0.069	0.044	0	0.061	0.45	0	0.069	1.9e-05	0	1.9e-05	0.067	0.069	0.074	0.0007	0.025	1.2e-05	5	0.071
490	0.0099	0.0099	1.9e-05	0	0.75	0.0017	0	0.0099	0.056	0	0.056	0.0096	0.0099	0.051	0.0021	0.00064	0.036	4	0.16
491	0.038	0.038	1.4e-06	0	0.63	0.0014	0	0.038	0.00012	0	0.00012	0.037	0.038	0.17	0.0042	0.0016	7.9e-05	4	0.16
492	0.026	0.026	0	0	0.73	0.00059	0	0.026	0.00025	0	0.00025	0.025	0.026	0.14	0.0041	0.00089	0.00016	4	0.16
493	0.051	0.051	0.0016	0	0.54	0.049	0	0.051	0.0043	0	0.0043	0.05	0.051	0.13	0.0028	0.0073	0.0028	4	0.16
494	0.0091	0.0091	0	0	0.84	6.5e-06	0	0.0091	3.1e-05	0	3.1e-05	0.0088	0.0091	0.11	0.0045	8.3e-05	2e-05	4	0.16
495	0.06	0.06	0.028	0	0.0024	0.61	0	0.06	0	0	0	0.058	0.06	0.029	9.5e-05	0.034	0	5	0.071
496	0.00077	0.00077	0.27	0	0	0.73	0	0.00077	0	0	0	0.00074	0.00077	3.3e-05	0	0.0044	0	5	0.071
497	0.041	0.041	0.00037	0	0.63	0.021	0	0.041	0.0045	0	0.0045	0.04	0.041	0.13	0.003	0.0045	0.0029	4	0.16
498	0.17	0.17	1.8e-05	0	0.0011	0.045	0	0.17	0	0	0	0.16	0.17	0.089	0.00015	0.031	0	0	0.11
499	0.0077	0.0077	0	0	0.86	0.00026	0	0.0077	0.015	0	0.015	0.0075	0.0077	0.055	0.0026	0.00027	0.0093	4	0.16
500	0.14	0.14	0	0	0.036	0.0041	0	0.14	0	0	0	0.14	0.14	0.24	0.0014	0.0086	0	13	0.12
501	0.015	0.015	0	0	0.83	0.00032	0	0.015	0.0015	0	0.0015	0.014	0.015	0.094	0.0035	0.00047	0.00094	4	0.16
502	0.12	0.12	1.6e-06	0	0.11	0.0048	0	0.12	0	0	0	0.12	0.12	0.27	0.0024	0.0072	0	13	0.12
503	0.084	0.084	0.011	0	0.21	0.21	0	0.084	0.00019	0	0.00019	0.081	0.084	0.13	0.0018	0.019	0.00012	5	0.071
504	0.046	0.046	2.3e-06	0	0.58	0.002	0	0.046	7.4e-05	0	7.4e-05	0.044	0.046	0.19	0.0042	0.0022	4.7e-05	4	0.16
505	0.033	0.033	4.5e-06	0	0.68	0.0022	0	0.033	0.00051	0	0.00051	0.032	0.033	0.14	0.0038	0.0017	0.00032	4	0.16
506	0.066	0.066	1.4e-06	0	0.42	0.0023	0	0.066	7e-06	0	7e-06	0.064	0.066	0.24	0.0042	0.0031	4.5e-06	4	0.16
507	0.023	0.023	0.00046	0	0.69	0.015	0	0.023	0.038	0	0.038	0.022	0.023	0.078	0.0024	0.0025	0.025	4	0.16
508	0.033	0.033	6.4e-05	0	0.7	0.0075	0	0.033	0.0036	0	0.0036	0.032	0.033	0.12	0.0032	0.0026	0.0023	4	0.16
509	0.076	0.076	0.0085	0	0.3	0.16	0	0.076	0.00066	0	0.00066	0.074	0.076	0.14	0.0021	0.016	0.00042	4	0.16
510	0.0024	0.0024	0	0	0.93	7.6e-06	0	0.0024	0.0096	0	0.0096	0.0023	0.0024	0.033	0.0022	3.2e-05	0.0062	4	0.16
511	0.024	0.024	0.13	0	0.0013	0.72	0	0.024	0	0	0	0.024	0.024	0.011	4.1e-05	0.019	0	5	0.071
512	0.073	0.073	0	0	0.35	0.0011	0	0.073	0	0	0	0.071	0.073	0.28	0.0044	0.0026	0	4	0.16
513	0.1	0.1	0.0038	0	0.15	0.16	0	0.1	1.7e-05	0	1.7e-05	0.1	0.1	0.15	0.0017	0.021	1.1e-05	5	0.071
514	0.028	0.028	0	0	0.65	4.8e-05	0	0.028	3.2e-06	0	3.2e-06	0.027	0.028	0.21	0.0055	0.0004	2.1e-06	4	0.16
515	0.088	0.088	0.017	0	0.017	0.43	0	0.088	0	0	0	0.085	0.088	0.068	0.00038	0.033	0	5	0.071
516	0.045	0.045	1.3e-05	0	0.6	0.0045	0	0.045	0.00029	0	0.00029	0.044	0.045	0.17	0.0038	0.0028	0.00019	4	0.16
517	0.01	0.01	0	0	0.79	0	0	0.01	0	0	0	0.0098	0.01	0.16	0.006	4.4e-05	0	4	0.16
518	0.006	0.006	0	0	0.9	3.5e-05	0	0.006	0.0023	0	0.0023	0.0058	0.006	0.059	0.003	0.00011	0.0015	4	0.16
519	0.11	0.11	0.0049	0	0.0081	0.33	0	0.11	0	0	0	0.11	0.11	0.073	0.00029	0.038	0	5	0.071
520	0.17	0.17	7.2e-06	0	0.00046	0.036	0	0.17	0	0	0	0.17	0.17	0.077	9.7e-05	0.032	0	0	0.11
521	0.035	0.035	0	0	0.62	0.0003	0	0.035	1.6e-05	0	1.6e-05	0.034	0.035	0.2	0.0048	0.00091	1.1e-05	4	0.16
522	4.7e-06	4.7e-06	0.71	0	0	0.29	0	4.7e-06	0	0	0	4.5e-06	4.7e-06	0	0	0.00023	0	2	0.053
523	0.033	0.033	0.031	0	0.00011	0.76	0	0.033	0	0	0	0.032	0.033	0.0078	1.1e-05	0.032	0	5	0.071
524	0.089	0.089	0.011	0	0.16	0.24	0	0.089	7.8e-05	0	7.8e-05	0.086	0.089	0.13	0.0015	0.022	5e-05	5	0.071
525	0.016	0.016	0.041	0	6.8e-06	0.85	0	0.016	0	0	0	0.015	0.016	0.002	1.5e-06	0.025	0	5	0.071
526	0.00089	0.00089	0	0	0.92	0	0	0.00089	0.022	0	0.022	0.00086	0.00089	0.018	0.0017	7.5e-06	0.014	4	0.16
527	0.022	0.022	0	0	0.76	0.00077	0	0.022	0.00081	0	0.00081	0.021	0.022	0.12	0.0037	0.00087	0.00052	4	0.16
528	0.073	0.073	0.0068	0	0.34	0.14	0	0.073	0.00096	0	0.00096	0.07	0.073	0.14	0.0023	0.014	0.00062	4	0.16
529	0.11	0.11	0.0042	0	0.0052	0.33	0	0.11	0	0	0	0.11	0.11	0.066	0.00023	0.04	0	5	0.071
530	0	0	0	0	0.09	0	0	0	0.34	0	0.34	0	0	8.1e-05	3.9e-05	0	0.22	8	0.24
531	0.051	0.051	0.003	0	0.52	0.068	0	0.051	0.0059	0	0.0059	0.05	0.051	0.12	0.0026	0.0082	0.0038	4	0.16
532	0.0057	0.0057	0	0	0.9	7.4e-05	0	0.0057	0.0087	0	0.0087	0.0055	0.0057	0.05	0.0026	0.00014	0.0056	4	0.16
533	0.097	0.097	0.0033	0	0.2	0.13	0	0.097	5.2e-05	0	5.2e-05	0.094	0.097	0.16	0.002	0.018	3.3e-05	4	0.16
534	0.16	0.16	1.6e-06	0	0.011	0.009	0	0.16	0	0	0	0.15	0.16	0.18	0.0007	0.014	0	13	0.12
535	0.0077	0.0077	0.2	0	4.3e-05	0.75	0	0.0077	0	0	0	0.0074	0.0077	0.0017	2.9e-06	0.012	0	5	0.071
536	0.0075	0.0075	0.11	0	5e-06	0.84	0	0.0075	0	0	0	0.0073	0.0075	0.00097	0	0.015	0	5	0.071
537	0.054	0.054	0	0	0.47	0.00056	0	0.054	2.9e-06	0	2.9e-06	0.052	0.054	0.25	0.0048	0.0016	1.9e-06	4	0.16
538	0.058	0.058	7.9e-05	0	0.52	0.013	0	0.058	0.00032	0	0.00032	0.056	0.058	0.17	0.0035	0.005	0.00021	4	0.16
539	0.058	0.058	0.012	0	0.41	0.15	0	0.058	0.0051	0	0.0051	0.056	0.058	0.12	0.0022	0.012	0.0033	4	0.16
540	0.0033	0.0033	0.042	0	0	0.93	0	0.0033	0	0	0	0.0032	0.0033	0.00011	0	0.015	0	5	0.071
541	0.076	0.076	2.3e-05	0	0.4	0.01	0	0.076	0.0011	0	0.0011	0.074	0.076	0.2	0.0029	0.006	0.00068	4	0.16
542	0.012	0.012	0	0	0.86	0.00019	0	0.012	0.00042	0	0.00042	0.012	0.012	0.079	0.0027	0.00035	0.00027	4	0.16
543	0.07	0.07	0.00048	0	0.44	0.04	0	0.07	0.0032	0	0.0032	0.068	0.07	0.15	0.0024	0.0091	0.002	4	0.16
544	0.091	0.091	0.0024	0	0.0004	0.39	0	0.091	0.029	0	0.029	0.088	0.091	0.027	3.6e-05	0.049	0.019	5	0.071
545	0.024	0.024	8.4e-05	0	0.77	0.0073	0	0.024	0.0045	0	0.0045	0.023	0.024	0.085	0.0023	0.0021	0.0029	4	0.16
546	0.094	0.094	2.6e-05	0	0.29	0.013	0	0.094	0.0014	0	0.0014	0.091	0.094	0.21	0.0026	0.008	0.0009	4	0.16
547	0.054	0.054	0.039	0	0.0096	0.55	0	0.054	0.029	0	0.029	0.052	0.054	0.034	0.00016	0.027	0.018	5	0.071
548	0.098	0.098	0	0	0.12	0.00011	0	0.098	0	0	0	0.095	0.098	0.39	0.0037	0.0016	0	13	0.12
549	0.021	0.021	0.089	0	0.00022	0.78	0	0.021	0	0	0	0.02	0.021	0.0061	1.3e-05	0.021	0	5	0.071
550	0.032	0.032	0.00097	0	0.65	0.027	0	0.032	0.02	0	0.02	0.031	0.032	0.097	0.0026	0.0041	0.013	4	0.16
551	0.01	0.01	0.19	0	0.00012	0.75	0	0.01	0	0	0	0.01	0.01	0.0028	6.1e-06	0.013	0	5	0.071
552	0.083	0.083	0.00058	0	0.35	0.047	0	0.083	0.00013	0	0.00013	0.08	0.083	0.18	0.0028	0.011	8.5e-05	4	0.16
553	0.0084	0.0084	0.14	0	1.7e-05	0.81	0	0.0084	0	0	0	0.0081	0.0084	0.0014	1.7e-06	0.014	0	5	0.071
554	0.00045	0.00045	0	0	0.93	0	0	0.00045	0.021	0	0.021	0.00044	0.00045	0.0099	0.001	3.4e-06	0.014	4	0.16
555	0.062	0.062	0.0052	0	0.43	0.1	0	0.062	0.0028	0	0.0028	0.06	0.062	0.13	0.0025	0.011	0.0018	4	0.16
556	0.051	0.051	0.00061	0	0.56	0.031	0	0.051	0.0025	0	0.0025	0.049	0.051	0.14	0.003	0.0061	0.0016	4	0.16
557	0.083	0.083	0.021	0	0.021	0.44	0	0.083	0	0	0	0.08	0.083	0.068	0.00042	0.031	0	5	0.071
558	4.9e-06	4.9e-06	0	0	0.9	0	0	4.9e-06	0.036	0	0.036	4.7e-06	4.9e-06	0.0011	0.00054	0	0.023	4	0.16
559	0.1	0.1	0	0	0.2	0.0012	0	0.1	0.00022	0	0.00022	0.097	0.1	0.29	0.003	0.0038	0.00014	13	0.12
