SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0
400	0.081	0.081	0.081	0.012	0.0024	0.081	0.15	0	0.14	0.017	0.16	0.0024	0.012	0.11	0.081	10	0.12
401	0.0076	0.0076	0.0076	0.0069	0	0.0076	0.52	0	0.00013	0.00022	0.068	0	0.0069	0.36	0.0076	6	0.16
402	0.044	0.044	0.044	0.00047	8.6e-06	0.044	0.35	0	0.0052	0.0031	0.18	8.6e-06	0.00047	0.25	0.044	6	0.16
403	0.013	0.013	0.013	1e-06	0	0.013	0.44	0	1.7e-06	7.1e-05	0.19	0	1e-06	0.31	0.013	6	0.16
404	0.12	0.12	0.12	0	0.00092	0.12	0.0019	0	0.27	0.044	0.074	0.00092	0	0.0014	0.12	8	0.071
405	0.13	0.13	0.13	0	0.00037	0.13	0.034	0	0.1	0.025	0.17	0.00037	0	0.024	0.13	10	0.12
406	0.071	0.071	0.071	4.2e-05	0.019	0.071	0.045	0	0.42	0.025	0.09	0.019	4.2e-05	0.032	0.071	8	0.071
407	0.039	0.039	0.039	0.0018	2.9e-05	0.039	0.37	0	0.0085	0.0034	0.15	2.9e-05	0.0018	0.26	0.039	6	0.16
408	0.00099	0.00099	0.00099	0	0.18	0.00099	0	0	0.62	0.0041	9.1e-05	0.18	0	0	0.00099	8	0.071
409	0.14	0.14	0.14	0	4.2e-05	0.14	0.019	0	0.045	0.021	0.19	4.2e-05	0	0.013	0.14	10	0.12
410	0.032	0.032	0.032	0.007	5.8e-05	0.032	0.4	0	0.01	0.003	0.12	5.8e-05	0.007	0.29	0.032	6	0.16
411	0.0044	0.0044	0.0044	0.0074	0	0.0044	0.53	0	2.9e-05	8.5e-05	0.051	0	0.0074	0.38	0.0044	6	0.16
412	0.057	0.057	0.057	1.4e-05	0	0.057	0.27	0	0.0017	0.0026	0.25	0	1.4e-05	0.19	0.057	6	0.16
413	0.048	0.048	0.048	1.3e-05	0	0.048	0.3	0	0.0008	0.0017	0.24	0	1.3e-05	0.21	0.048	6	0.16
414	0.027	0.027	0.027	0.0024	4.8e-06	0.027	0.43	0	0.0027	0.0016	0.13	4.8e-06	0.0024	0.3	0.027	6	0.16
415	0	0	0	0.48	0	0	0.018	0	0	0	2.9e-05	0	0.48	0.013	0	3	0.24
416	0.078	0.078	0.078	0.0005	0.0039	0.078	0.16	0	0.17	0.017	0.15	0.0039	0.0005	0.11	0.078	8	0.071
417	0.025	0.025	0.025	0.0054	9.8e-06	0.025	0.44	0	0.0035	0.0017	0.12	9.8e-06	0.0054	0.31	0.025	6	0.16
418	0.12	0.12	0.12	0	0.001	0.12	0.0023	0	0.27	0.043	0.077	0.001	0	0.0017	0.12	8	0.071
419	0.12	0.12	0.12	0	0.0012	0.12	0.0036	0	0.27	0.041	0.085	0.0012	0	0.0026	0.12	8	0.071
420	0.051	0.051	0.051	0.0096	0.0031	0.051	0.28	0	0.098	0.0098	0.13	0.0031	0.0096	0.2	0.051	6	0.16
421	0.028	0.028	0.028	6.1e-06	0	0.028	0.38	0	6.8e-05	0.00047	0.22	0	6.1e-06	0.27	0.028	6	0.16
422	0.089	0.089	0.089	2.5e-06	0.0082	0.089	0.027	0	0.36	0.03	0.1	0.0082	2.5e-06	0.019	0.089	8	0.071
423	0	0	0	0.49	0	0	0.01	0	0	0	1.1e-05	0	0.49	0.0073	0	3	0.24
424	0.022	0.022	0.022	0.037	0.00012	0.022	0.42	0	0.011	0.0023	0.089	0.00012	0.037	0.3	0.022	6	0.16
425	0.00037	0.00037	0.00037	0.02	0.21	0.00037	0	0	0.53	0.0024	2.2e-05	0.21	0.02	0	0.00037	8	0.071
426	0.11	0.11	0.11	0.012	0.00096	0.11	0.08	0	0.13	0.022	0.16	0.00096	0.012	0.057	0.11	10	0.12
427	0.0014	0.0014	0.0014	0.044	0.032	0.0014	0	0	0.83	0.0091	3.8e-05	0.032	0.044	0	0.0014	8	0.071
428	5.5e-05	5.5e-05	5.5e-05	0.022	0.16	5.5e-05	0	0	0.63	0.0014	0	0.16	0.022	0	5.5e-05	8	0.071
429	0.014	0.014	0.014	0.04	0.061	0.014	0.00015	0	0.71	0.016	0.0045	0.061	0.04	0.00011	0.014	8	0.071
430	2.7e-06	2.7e-06	2.7e-06	0.0089	0.32	2.7e-06	0	0	0.35	0.00023	0	0.32	0.0089	0	2.7e-06	8	0.071
431	0.043	0.043	0.043	0.034	0.04	0.043	0.016	0	0.55	0.022	0.039	0.04	0.034	0.011	0.043	8	0.071
432	0.001	0.001	0.001	0.025	0.17	0.001	0	0	0.6	0.0041	9.9e-05	0.17	0.025	0	0.001	8	0.071
433	0.0092	0.0092	0.0092	0.037	0.079	0.0092	7.2e-05	0	0.7	0.013	0.0026	0.079	0.037	5.1e-05	0.0092	8	0.071
434	0.04	0.04	0.04	0.037	0.038	0.04	0.0079	0	0.58	0.023	0.031	0.038	0.037	0.0056	0.04	8	0.071
435	0.0062	0.0062	0.0062	0.041	0.058	0.0062	5.1e-06	0	0.76	0.013	0.00096	0.058	0.041	3.6e-06	0.0062	8	0.071
436	0.084	0.084	0.084	0.022	0.0062	0.084	0.064	0	0.28	0.025	0.11	0.0062	0.022	0.046	0.084	8	0.071
437	0.055	0.055	0.055	0.0023	7.2e-05	0.055	0.31	0	0.019	0.006	0.16	7.2e-05	0.0023	0.22	0.055	6	0.16
438	0.14	0.14	0.14	0.011	0.00016	0.14	0.015	0	0.093	0.028	0.14	0.00016	0.011	0.011	0.14	10	0.12
439	0.08	0.08	0.08	0.016	0.004	0.08	0.13	0	0.19	0.02	0.13	0.004	0.016	0.09	0.08	8	0.071
440	0.058	0.058	0.058	2.4e-06	0	0.058	0.14	0	3.8e-06	0.00034	0.47	0	2.4e-06	0.1	0.058	10	0.12
441	0.094	0.094	0.094	0.023	0.0041	0.094	0.036	0	0.28	0.029	0.11	0.0041	0.023	0.026	0.094	8	0.071
442	0.0069	0.0069	0.0069	0.043	0.044	0.0069	3.3e-06	0	0.78	0.015	0.00095	0.044	0.043	0	0.0069	8	0.071
443	0.0017	0.0017	0.0017	0.04	0.054	0.0017	0	0	0.8	0.0082	8.1e-05	0.054	0.04	0	0.0017	8	0.071
444	0.085	0.085	0.085	0.019	0.0046	0.085	0.089	0	0.23	0.023	0.12	0.0046	0.019	0.063	0.085	8	0.071
445	0.013	0.013	0.013	0.036	0.088	0.013	0.00046	0	0.67	0.014	0.0056	0.088	0.036	0.00033	0.013	8	0.071
446	0.0098	0.0098	0.0098	0.036	0.089	0.0098	0.00013	0	0.69	0.013	0.0032	0.089	0.036	9.5e-05	0.0098	8	0.071
447	0.0039	0.0039	0.0039	0.032	0.12	0.0039	8.4e-06	0	0.68	0.0082	0.00071	0.12	0.032	5.9e-06	0.0039	8	0.071
448	0.0005	0.0005	0.0005	0.022	0.2	0.0005	0	0	0.56	0.0028	3.3e-05	0.2	0.022	0	0.0005	8	0.071
449	0.00058	0.00058	0.00058	0.017	0.25	0.00058	0	0	0.46	0.0024	6.5e-05	0.25	0.017	0	0.00058	8	0.071
450	0.028	0.028	0.028	0.039	0.049	0.028	0.002	0	0.65	0.02	0.016	0.049	0.039	0.0014	0.028	8	0.071
451	4.7e-06	4.7e-06	4.7e-06	0.011	0.29	4.7e-06	0	0	0.4	0.00033	0	0.29	0.011	0	4.7e-06	8	0.071
452	0.068	0.068	0.068	0.0054	0.00045	0.068	0.25	0	0.054	0.01	0.16	0.00045	0.0054	0.18	0.068	6	0.16
453	0.041	0.041	0.041	0.04	0.028	0.041	0.0032	0	0.6	0.026	0.025	0.028	0.04	0.0023	0.041	8	0.071
454	0.0011	0.0011	0.0011	0.022	0.2	0.0011	0	0	0.55	0.0038	0.00015	0.2	0.022	0	0.0011	8	0.071
455	0.15	0.15	0.15	0.0069	3.7e-05	0.15	0.013	0	0.05	0.024	0.16	3.7e-05	0.0069	0.009	0.15	10	0.12
456	0.031	0.031	0.031	0.039	0.041	0.031	0.0023	0	0.64	0.022	0.018	0.041	0.039	0.0016	0.031	8	0.071
457	0.0049	0.0049	0.0049	0.038	0.075	0.0049	4.6e-06	0	0.74	0.011	0.00076	0.075	0.038	3.2e-06	0.0049	8	0.071
458	0.01	0.01	0.01	0.035	0.093	0.01	0.00018	0	0.68	0.012	0.0035	0.093	0.035	0.00013	0.01	8	0.071
459	0.066	0.066	0.066	0.043	0.0042	0.066	0.00042	0	0.51	0.042	0.025	0.0042	0.043	0.0003	0.066	8	0.071
460	0.00038	0.00038	0.00038	0.026	0.14	0.00038	0	0	0.66	0.0032	1.3e-05	0.14	0.026	0	0.00038	8	0.071
461	0.0095	0.0095	0.0095	0.045	0.034	0.0095	6e-06	0	0.77	0.017	0.0015	0.034	0.045	4.3e-06	0.0095	8	0.071
462	0.029	0.029	0.029	0.018	0.00081	0.029	0.4	0	0.035	0.0046	0.088	0.00081	0.018	0.29	0.029	6	0.16
463	0.086	0.086	0.086	0.0023	2.6e-05	0.086	0.19	0	0.017	0.0086	0.22	2.6e-05	0.0023	0.13	0.086	10	0.12
464	0.043	0.043	0.043	0.04	0.022	0.043	0.0024	0	0.6	0.027	0.025	0.022	0.04	0.0017	0.043	8	0.071
465	0.0029	0.0029	0.0029	0.18	0	0.0029	0.36	0	0.0002	0.00013	0.024	0	0.18	0.25	0.0029	6	0.16
466	1.4e-05	1.4e-05	1.4e-05	0.093	0	1.4e-05	0.48	0	0	0	0.0018	0	0.093	0.34	1.4e-05	6	0.16
467	0.035	0.035	0.035	0.0045	5.5e-05	0.035	0.39	0	0.011	0.0033	0.13	5.5e-05	0.0045	0.28	0.035	6	0.16
468	0.00011	0.00011	0.00011	0.0014	0	0.00011	0.58	0	0	0	0.0089	0	0.0014	0.41	0.00011	6	0.16
469	0.0013	0.0013	0.0013	0.0041	0	0.0013	0.56	0	0	9.1e-06	0.029	0	0.0041	0.4	0.0013	6	0.16
470	0.054	0.054	0.054	0	0.02	0.054	0.0022	0	0.62	0.032	0.033	0.02	0	0.0016	0.054	8	0.071
471	0.0011	0.0011	0.0011	0.026	0	0.0011	0.54	0	1.6e-06	1.1e-05	0.022	0	0.026	0.38	0.0011	6	0.16
472	0.08	0.08	0.08	0.00014	0.00021	0.08	0.2	0	0.041	0.01	0.2	0.00021	0.00014	0.14	0.08	6	0.16
473	0.12	0.12	0.12	0	3.1e-06	0.12	0.058	0	0.0096	0.0098	0.27	3.1e-06	0	0.041	0.12	10	0.12
474	0.00011	0.00011	0.00011	0.063	0	0.00011	0.51	0	0	0	0.0046	0	0.063	0.36	0.00011	6	0.16
475	0.021	0.021	0.021	0.007	3.4e-05	0.021	0.46	0	0.0061	0.0019	0.087	3.4e-05	0.007	0.33	0.021	6	0.16
476	0.00011	0.00011	0.00011	0.0068	0	0.00011	0.57	0	0	0	0.0061	0	0.0068	0.41	0.00011	6	0.16
477	0.047	0.047	0.047	0.011	0.0026	0.047	0.31	0	0.09	0.0092	0.11	0.0026	0.011	0.22	0.047	6	0.16
478	0.012	0.012	0.012	0.029	2.8e-05	0.012	0.48	0	0.0038	0.0011	0.058	2.8e-05	0.029	0.34	0.012	6	0.16
479	0.059	0.059	0.059	0.00072	3.4e-06	0.059	0.29	0	0.0047	0.004	0.21	3.4e-06	0.00072	0.2	0.059	6	0.16
480	0.013	0.013	0.013	0.05	0.018	0.013	3.3e-06	0	0.78	0.023	0.0016	0.018	0.05	0	0.013	8	0.071
481	2.9e-06	2.9e-06	2.9e-06	0.39	0	2.9e-06	0.13	0	0	0	0.00033	0	0.39	0.094	2.9e-06	3	0.24
482	0.00081	0.00081	0.00081	0.003	0	0.00081	0.57	0	0	3.8e-06	0.024	0	0.003	0.4	0.00081	6	0.16
483	0.048	0.048	0.048	0.032	0.036	0.048	0.029	0	0.5	0.022	0.05	0.036	0.032	0.02	0.048	8	0.071
484	1.1e-05	1.1e-05	1.1e-05	0.26	0	1.1e-05	0.28	0	0	0	0.0011	0	0.26	0.2	1.1e-05	6	0.16
485	0.0032	0.0032	0.0032	0.15	0	0.0032	0.39	0	0.0002	0.00014	0.027	0	0.15	0.27	0.0032	6	0.16
486	0.065	0.065	0.065	0	0.01	0.065	0.0013	0	0.58	0.037	0.035	0.01	0	0.00095	0.065	8	0.071
487	0.059	0.059	0.059	0	0	0.059	0.21	0	0.00017	0.0012	0.34	0	0	0.15	0.059	10	0.12
488	0.0023	0.0023	0.0023	0.019	0	0.0023	0.54	0	1e-05	3.7e-05	0.034	0	0.019	0.38	0.0023	6	0.16
489	0.067	0.067	0.067	2.5e-05	0.022	0.067	0.035	0	0.45	0.025	0.08	0.022	2.5e-05	0.025	0.067	8	0.071
490	0.0096	0.0096	0.0096	0.074	9.3e-06	0.0096	0.44	0	0.0018	0.00066	0.055	9.3e-06	0.074	0.31	0.0096	6	0.16
491	0.037	0.037	0.037	0.00016	0	0.037	0.37	0	0.0014	0.0017	0.18	0	0.00016	0.26	0.037	6	0.16
492	0.025	0.025	0.025	0.00033	0	0.025	0.42	0	0.00059	0.00092	0.15	0	0.00033	0.3	0.025	6	0.16
493	0.05	0.05	0.05	0.0057	0.00079	0.05	0.32	0	0.05	0.0075	0.14	0.00079	0.0057	0.22	0.05	6	0.16
494	0.0088	0.0088	0.0088	4.1e-05	0	0.0088	0.49	0	6.5e-06	8.6e-05	0.12	0	4.1e-05	0.35	0.0088	6	0.16
495	0.058	0.058	0.058	0	0.014	0.058	0.0014	0	0.61	0.035	0.031	0.014	0	0.00099	0.058	8	0.071
496	0.00074	0.00074	0.00074	0	0.13	0.00074	0	0	0.73	0.0045	3.6e-05	0.13	0	0	0.00074	8	0.071
497	0.04	0.04	0.04	0.006	0.00018	0.04	0.37	0	0.021	0.0047	0.14	0.00018	0.006	0.26	0.04	6	0.16
498	0.16	0.16	0.16	0	8.8e-06	0.16	0.00067	0	0.045	0.033	0.098	8.8e-06	0	0.00047	0.16	0	0.11
499	0.0075	0.0075	0.0075	0.019	0	0.0075	0.51	0	0.00026	0.00028	0.06	0	0.019	0.36	0.0075	6	0.16
500	0.14	0.14	0.14	0	0	0.14	0.021	0	0.0041	0.0088	0.26	0	0	0.015	0.14	10	0.12
501	0.014	0.014	0.014	0.0019	0	0.014	0.48	0	0.00032	0.00048	0.1	0	0.0019	0.34	0.014	6	0.16
502	0.12	0.12	0.12	0	0	0.12	0.063	0	0.0048	0.0074	0.29	0	0	0.045	0.12	10	0.12
503	0.082	0.082	0.082	0.00026	0.0054	0.082	0.12	0	0.21	0.02	0.14	0.0054	0.00026	0.086	0.082	8	0.071
504	0.044	0.044	0.044	9.7e-05	1.1e-06	0.044	0.34	0	0.002	0.0022	0.2	1.1e-06	9.7e-05	0.24	0.044	6	0.16
505	0.032	0.032	0.032	0.00067	2.3e-06	0.032	0.4	0	0.0022	0.0018	0.16	2.3e-06	0.00067	0.28	0.032	6	0.16
506	0.064	0.064	0.064	9.1e-06	0	0.064	0.24	0	0.0023	0.0032	0.26	0	9.1e-06	0.17	0.064	10	0.12
507	0.022	0.022	0.022	0.051	0.00023	0.022	0.4	0	0.015	0.0026	0.085	0.00023	0.051	0.28	0.022	6	0.16
508	0.032	0.032	0.032	0.0047	3.2e-05	0.032	0.41	0	0.0075	0.0027	0.13	3.2e-05	0.0047	0.29	0.032	6	0.16
509	0.074	0.074	0.074	0.00087	0.0042	0.074	0.17	0	0.16	0.016	0.15	0.0042	0.00087	0.12	0.074	6	0.16
510	0.0023	0.0023	0.0023	0.013	0	0.0023	0.54	0	7.6e-06	3.3e-05	0.035	0	0.013	0.38	0.0023	6	0.16
511	0.024	0.024	0.024	0	0.062	0.024	0.00079	0	0.72	0.02	0.012	0.062	0	0.00056	0.024	8	0.071
512	0.07	0.07	0.07	1.2e-06	0	0.07	0.2	0	0.0011	0.0027	0.3	0	1.2e-06	0.14	0.07	10	0.12
513	0.1	0.1	0.1	2.2e-05	0.0019	0.1	0.085	0	0.16	0.022	0.16	0.0019	2.2e-05	0.06	0.1	10	0.12
514	0.027	0.027	0.027	4.2e-06	0	0.027	0.38	0	4.8e-05	0.00041	0.22	0	4.2e-06	0.27	0.027	6	0.16
515	0.085	0.085	0.085	0	0.0083	0.085	0.0098	0	0.43	0.034	0.074	0.0083	0	0.0069	0.085	8	0.071
516	0.044	0.044	0.044	0.00038	6.3e-06	0.044	0.35	0	0.0045	0.0029	0.18	6.3e-06	0.00038	0.25	0.044	6	0.16
517	0.0097	0.0097	0.0097	1.1e-06	0	0.0097	0.46	0	0	4.5e-05	0.17	0	1.1e-06	0.32	0.0097	6	0.16
518	0.0059	0.0059	0.0059	0.0031	0	0.0059	0.53	0	3.5e-05	0.00011	0.064	0	0.0031	0.37	0.0059	6	0.16
519	0.11	0.11	0.11	0	0.0024	0.11	0.0048	0	0.33	0.039	0.08	0.0024	0	0.0034	0.11	8	0.071
520	0.17	0.17	0.17	0	3.7e-06	0.17	0.00028	0	0.036	0.034	0.084	3.7e-06	0	0.00019	0.17	0	0.11
521	0.034	0.034	0.034	2.2e-05	0	0.034	0.36	0	0.0003	0.00093	0.21	0	2.2e-05	0.26	0.034	6	0.16
522	4.5e-06	4.5e-06	4.5e-06	0	0.35	4.5e-06	0	0	0.29	0.00024	0	0.35	0	0	4.5e-06	4	0.053
523	0.032	0.032	0.032	0	0.016	0.032	6.2e-05	0	0.77	0.033	0.0085	0.016	0	4.4e-05	0.032	8	0.071
524	0.086	0.086	0.086	0.0001	0.0057	0.086	0.094	0	0.24	0.022	0.14	0.0057	0.0001	0.067	0.086	8	0.071
525	0.015	0.015	0.015	0	0.021	0.015	4e-06	0	0.86	0.026	0.0022	0.021	0	2.8e-06	0.015	8	0.071
526	0.00087	0.00087	0.00087	0.029	0	0.00087	0.54	0	0	7.7e-06	0.019	0	0.029	0.38	0.00087	6	0.16
527	0.021	0.021	0.021	0.0011	0	0.021	0.45	0	0.00077	0.0009	0.13	0	0.0011	0.32	0.021	6	0.16
528	0.071	0.071	0.071	0.0013	0.0034	0.071	0.2	0	0.14	0.015	0.15	0.0034	0.0013	0.14	0.071	6	0.16
529	0.11	0.11	0.11	0	0.0021	0.11	0.0031	0	0.33	0.042	0.072	0.0021	0	0.0022	0.11	8	0.071
530	0	0	0	0.45	0	0	0.053	0	0	0	8.7e-05	0	0.45	0.037	0	3	0.24
531	0.05	0.05	0.05	0.0079	0.0015	0.05	0.31	0	0.068	0.0084	0.13	0.0015	0.0079	0.22	0.05	6	0.16
532	0.0055	0.0055	0.0055	0.012	0	0.0055	0.52	0	7.5e-05	0.00014	0.055	0	0.012	0.37	0.0055	6	0.16
533	0.094	0.094	0.094	6.8e-05	0.0016	0.094	0.12	0	0.13	0.019	0.17	0.0016	6.8e-05	0.083	0.094	10	0.12
534	0.15	0.15	0.15	0	0	0.15	0.0066	0	0.009	0.014	0.2	0	0	0.0047	0.15	10	0.12
535	0.0074	0.0074	0.0074	0	0.098	0.0074	2.5e-05	0	0.75	0.012	0.0018	0.098	0	1.8e-05	0.0074	8	0.071
536	0.0073	0.0073	0.0073	0	0.053	0.0073	2.9e-06	0	0.84	0.015	0.0011	0.053	0	2.1e-06	0.0073	8	0.071
537	0.052	0.052	0.052	3.8e-06	0	0.052	0.27	0	0.00055	0.0016	0.27	0	3.8e-06	0.19	0.052	6	0.16
538	0.056	0.056	0.056	0.00043	3.9e-05	0.056	0.3	0	0.013	0.0052	0.19	3.9e-05	0.00043	0.21	0.056	6	0.16
539	0.056	0.056	0.056	0.0068	0.0058	0.056	0.24	0	0.15	0.012	0.13	0.0058	0.0068	0.17	0.056	6	0.16
540	0.0032	0.0032	0.0032	0	0.021	0.0032	0	0	0.93	0.015	0.00012	0.021	0	0	0.0032	8	0.071
541	0.073	0.073	0.073	0.0014	1.1e-05	0.073	0.23	0	0.01	0.0062	0.21	1.1e-05	0.0014	0.17	0.073	6	0.16
542	0.012	0.012	0.012	0.00055	0	0.012	0.5	0	0.00019	0.00036	0.085	0	0.00055	0.35	0.012	6	0.16
543	0.068	0.068	0.068	0.0042	0.00024	0.068	0.26	0	0.04	0.0093	0.17	0.00024	0.0042	0.18	0.068	6	0.16
544	0.089	0.089	0.089	0.038	0.0012	0.089	0.00024	0	0.39	0.051	0.029	0.0012	0.038	0.00017	0.089	8	0.071
545	0.023	0.023	0.023	0.0059	4.2e-05	0.023	0.45	0	0.0073	0.0022	0.092	4.2e-05	0.0059	0.32	0.023	6	0.16
546	0.091	0.091	0.091	0.0018	1.3e-05	0.091	0.17	0	0.013	0.0082	0.23	1.3e-05	0.0018	0.12	0.091	10	0.12
547	0.053	0.053	0.053	0.038	0.019	0.053	0.0056	0	0.55	0.028	0.037	0.019	0.038	0.004	0.053	8	0.071
548	0.094	0.094	0.094	0	0	0.094	0.067	0	0.00011	0.0016	0.42	0	0	0.047	0.094	10	0.12
549	0.02	0.02	0.02	0	0.044	0.02	0.00013	0	0.78	0.022	0.0066	0.044	0	9.2e-05	0.02	8	0.071
550	0.031	0.031	0.031	0.027	0.00048	0.031	0.38	0	0.027	0.0042	0.11	0.00048	0.027	0.27	0.031	6	0.16
551	0.01	0.01	0.01	0	0.092	0.01	6.7e-05	0	0.75	0.014	0.003	0.092	0	4.8e-05	0.01	8	0.071
552	0.08	0.08	0.08	0.00018	0.00029	0.08	0.2	0	0.047	0.011	0.2	0.00029	0.00018	0.14	0.08	6	0.16
553	0.0081	0.0081	0.0081	0	0.067	0.0081	9.6e-06	0	0.81	0.014	0.0015	0.067	0	6.8e-06	0.0081	8	0.071
554	0.00044	0.00044	0.00044	0.028	0	0.00044	0.54	0	0	3.5e-06	0.011	0	0.028	0.39	0.00044	6	0.16
555	0.06	0.06	0.06	0.0038	0.0026	0.06	0.25	0	0.1	0.011	0.14	0.0026	0.0038	0.18	0.06	6	0.16
556	0.049	0.049	0.049	0.0034	0.0003	0.049	0.33	0	0.031	0.0063	0.15	0.0003	0.0034	0.23	0.049	6	0.16
557	0.081	0.081	0.081	0	0.011	0.081	0.013	0	0.45	0.032	0.074	0.011	0	0.0089	0.081	8	0.071
558	4.8e-06	4.8e-06	4.8e-06	0.048	0	4.8e-06	0.53	0	0	0	0.0012	0	0.048	0.37	4.8e-06	6	0.16
559	0.096	0.096	0.096	0.00028	0	0.096	0.12	0	0.0012	0.0039	0.31	0	0.00028	0.084	0.096	10	0.12
560	0.022	0.022	0.022	6.5e-06	0	0.022	0.4	0	1.9e-05	0.00026	0.2	0	6.5e-06	0.28	0.022	6	0.16
561	0.023	0.023	0.023	0	0	0.023	0.39	0	1.2e-05	0.00023	0.22	0	0	0.28	0.023	6	0.16
562	0.002	0.002	0.002	7.1e-05	0	0.002	0.55	0	0	1e-05	0.043	0	7.1e-05	0.39	0.002	6	0.16
563	0.12	0.12	0.12	0	0	0.12	0.057	0	0.0023	0.0061	0.29	0	0	0.04	0.12	10	0.12
564	0.0026	0.0026	0.0026	0	0.064	0.0026	0	0	0.85	0.0098	0.00018	0.064	0	0	0.0026	8	0.071
565	0.017	0.017	0.017	8.5e-05	0	0.017	0.47	0	0.00016	0.00044	0.12	0	8.5e-05	0.33	0.017	6	0.16
566	0.028	0.028	0.028	5.9e-06	0	0.028	0.39	0	0.00016	0.00068	0.18	0	5.9e-06	0.28	0.028	6	0.16
567	0	0	0	0.0056	0	0	0.58	0	0	0	0.00013	0	0.0056	0.41	0	6	0.16
568	0.051	0.051	0.051	0.0003	0.038	0.051	0.081	0	0.44	0.02	0.069	0.038	0.0003	0.057	0.051	8	0.071
569	0.0062	0.0062	0.0062	0	0.19	0.0062	0.00026	0	0.58	0.0075	0.0028	0.19	0	0.00018	0.0062	8	0.071
570	0.00084	0.00084	0.00084	0.21	0	0.00084	0.33	0	1.1e-05	1.8e-05	0.012	0	0.21	0.24	0.00084	6	0.16
571	0.052	0.052	0.052	0	0.026	0.052	0.0038	0	0.62	0.029	0.035	0.026	0	0.0027	0.052	8	0.071
572	0.024	0.024	0.024	0	0.034	0.024	0.00013	0	0.78	0.025	0.0076	0.034	0	8.9e-05	0.024	8	0.071
573	0.11	0.11	0.11	1.8e-06	6.2e-05	0.11	0.091	0	0.034	0.014	0.23	6.2e-05	1.8e-06	0.064	0.11	10	0.12
574	4.7e-05	4.7e-05	4.7e-05	0.25	0	4.7e-05	0.29	0	0	0	0.0024	0	0.25	0.21	4.7e-05	6	0.16
575	0.0015	0.0015	0.0015	0.032	0.11	0.0015	0	0	0.71	0.0062	0.00012	0.11	0.032	0	0.0015	8	0.071
576	0.081	0.081	0.081	0.035	0.0048	0.081	0.0036	0	0.42	0.037	0.051	0.0048	0.035	0.0026	0.081	8	0.071
577	0.087	0.087	0.087	4.5e-05	0.00084	0.087	0.17	0	0.094	0.016	0.17	0.00084	4.5e-05	0.12	0.087	10	0.12
578	0	0	0	0.34	0	0	0.19	0	0	0	0	0	0.34	0.13	0	3	0.24
579	0.025	0.025	0.025	0.017	0.00043	0.025	0.43	0	0.023	0.0035	0.081	0.00043	0.017	0.3	0.025	6	0.16
580	2.3e-05	2.3e-05	2.3e-05	0.08	0	2.3e-05	0.49	0	0	0	0.0019	0	0.08	0.35	2.3e-05	6	0.16
581	6.4e-06	6.4e-06	6.4e-06	0.07	0	6.4e-06	0.5	0	0	0	0.00016	0	0.07	0.36	6.4e-06	6	0.16
582	0.012	0.012	0.012	4.7e-05	0	0.012	0.49	0	3.6e-05	0.0002	0.11	0	4.7e-05	0.35	0.012	6	0.16
583	0.08	0.08	0.08	5.8e-06	0.011	0.08	0.045	0	0.38	0.028	0.092	0.011	5.8e-06	0.032	0.08	8	0.071
584	0.066	0.066	0.066	0.0022	5e-05	0.066	0.27	0	0.018	0.007	0.18	5e-05	0.0022	0.19	0.066	6	0.16
585	0.0063	0.0063	0.0063	0.027	0	0.0063	0.51	0	0.00051	0.00032	0.042	0	0.027	0.36	0.0063	6	0.16
586	0.069	0.069	0.069	0.00012	0.00019	0.069	0.26	0	0.036	0.0091	0.17	0.00019	0.00012	0.18	0.069	6	0.16
587	3.3e-05	3.3e-05	3.3e-05	0.00041	0	3.3e-05	0.58	0	0	0	0.0043	0	0.00041	0.41	3.3e-05	6	0.16
588	0.096	0.096	0.096	1.2e-06	0.0057	0.096	0.025	0	0.33	0.031	0.11	0.0057	1.2e-06	0.018	0.096	8	0.071
589	0.13	0.13	0.13	0	0.00054	0.13	0.0011	0	0.24	0.047	0.069	0.00054	0	0.00076	0.13	8	0.071
590	0.034	0.034	0.034	0	0.031	0.034	0.00054	0	0.72	0.027	0.015	0.031	0	0.00038	0.034	8	0.071
591	0	0	0	0.092	0	0	0.48	0	0	0	5e-05	0	0.092	0.34	0	6	0.16
592	0.0024	0.0024	0.0024	0.11	0	0.0024	0.44	0	5.8e-05	7.1e-05	0.026	0	0.11	0.31	0.0024	6	0.16
593	0.038	0.038	0.038	0.017	0.00075	0.038	0.36	0	0.039	0.0056	0.12	0.00075	0.017	0.25	0.038	6	0.16
594	0.043	0.043	0.043	0.00013	1.4e-06	0.043	0.34	0	0.0022	0.0022	0.2	1.4e-06	0.00013	0.24	0.043	6	0.16
595	0.06	0.06	0.06	1.6e-06	0.026	0.06	0.013	0	0.55	0.028	0.055	0.026	1.6e-06	0.009	0.06	8	0.071
596	0.011	0.011	0.011	0.00087	0	0.011	0.5	0	8.8e-05	0.00025	0.097	0	0.00087	0.35	0.011	6	0.16
597	0.13	0.13	0.13	0	0.00059	0.13	0.016	0	0.15	0.031	0.14	0.00059	0	0.011	0.13	8	0.071
598	0.00025	0.00025	0.00025	0.00017	0	0.00025	0.57	0	0	0	0.017	0	0.00017	0.41	0.00025	6	0.16
599	0.061	0.061	0.061	0	0	0.061	0.15	0	1.5e-05	0.00055	0.45	0	0	0.1	0.061	10	0.12
