SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0
361	5.2e-05	0.078	5.2e-05	0.43	0.078	0.14	0.14	0	0	0.0024	5.2e-05	5e-05	5.2e-05	5.2e-05	5.2e-05	0.14	3	0.16
362	0.013	0.01	0.013	0.0015	0.01	0.018	0.018	0.69	0.14	0.0074	0.013	0.012	0.013	0.013	0.013	0.018	7	0.071
363	0.011	0.011	0.011	0.00042	0.011	0.019	0.019	0.72	0.12	0.0049	0.011	0.011	0.011	0.011	0.011	0.019	7	0.071
364	0.00025	0.0066	0.00025	0	0.0066	0.012	0.012	0.64	0.31	1.1e-05	0.00025	0.00025	0.00025	0.00025	0.00025	0.012	7	0.071
365	0.052	0.00044	0.052	0.33	0.00044	0.00078	0.00078	0.16	0.0082	0.13	0.052	0.051	0.052	0.052	0.052	0.00078	3	0.16
366	0.024	4.7e-05	0.024	0.69	4.7e-05	8.2e-05	8.2e-05	0.00075	0	0.15	0.024	0.023	0.024	0.024	0.024	8.2e-05	3	0.16
367	0.091	0.00015	0.091	0.096	0.00015	0.00026	0.00026	0.0026	0	0.26	0.091	0.089	0.091	0.091	0.091	0.00026	9	0.12
368	0.038	0.0024	0.038	0.53	0.0024	0.0041	0.0041	0.077	0.003	0.11	0.038	0.037	0.038	0.038	0.038	0.0041	3	0.16
369	0.00013	0.0063	0.00013	0.95	0.0063	0.011	0.011	0	0	0.006	0.00013	0.00012	0.00013	0.00013	0.00013	0.011	3	0.16
370	0.032	0.011	0.032	0.0024	0.011	0.02	0.02	0.63	0.037	0.02	0.032	0.031	0.032	0.032	0.032	0.02	7	0.071
371	0.05	0.00019	0.05	0.44	0.00019	0.00034	0.00034	0.0045	4.6e-06	0.2	0.05	0.049	0.05	0.05	0.05	0.00034	3	0.16
372	0.0087	0	0.0087	0.78	0	0	0	0	0	0.16	0.0087	0.0084	0.0087	0.0087	0.0087	0	3	0.16
373	0.092	0	0.092	0.0039	0	0	0	0.28	0.002	0.07	0.092	0.09	0.092	0.092	0.092	0	7	0.071
374	0.00048	0.012	0.00048	0.9	0.012	0.02	0.02	0	0	0.014	0.00048	0.00047	0.00048	0.00048	0.00048	0.02	3	0.16
375	0.075	8.4e-06	0.075	0.15	8.4e-06	1.5e-05	1.5e-05	0.18	0.0045	0.15	0.075	0.073	0.075	0.075	0.075	1.5e-05	7	0.071
376	3.1e-06	0.077	3.1e-06	0.44	0.077	0.14	0.14	0	0	0.00055	3.1e-06	3e-06	3.1e-06	3.1e-06	3.1e-06	0.14	3	0.16
377	0.026	0.0013	0.026	0.67	0.0013	0.0023	0.0023	0.011	9.8e-05	0.12	0.026	0.026	0.026	0.026	0.026	0.0023	3	0.16
378	0.021	0.011	0.021	0.66	0.011	0.019	0.019	0.027	0.00099	0.088	0.021	0.021	0.021	0.021	0.021	0.019	3	0.16
379	0.037	0.015	0.037	2.4e-05	0.015	0.026	0.026	0.62	0.0044	0.0075	0.037	0.036	0.037	0.037	0.037	0.026	7	0.071
380	0.00029	0	0.00029	0	0	0	0	0.63	0.37	1.6e-05	0.00029	0.00028	0.00029	0.00029	0.00029	0	7	0.071
381	0	0.12	0	0.16	0.12	0.2	0.2	0	0	2.5e-05	0	0	0	0	0	0.2	5	0.24
382	0.054	0	0.054	0.31	0	0	0	0.00041	0	0.31	0.054	0.053	0.054	0.054	0.054	0	9	0.12
383	0.054	0	0.054	0.0047	0	0	0	0.56	0.02	0.041	0.054	0.052	0.054	0.054	0.054	0	7	0.071
384	0.089	0	0.089	0.13	0	0	0	0.023	4.3e-05	0.22	0.089	0.087	0.089	0.089	0.089	0	9	0.12
385	0.014	0.0018	0.014	0.8	0.0018	0.0032	0.0032	0.0016	5.1e-06	0.092	0.014	0.013	0.014	0.014	0.014	0.0032	3	0.16
386	0.028	0	0.028	0.53	0	0	0	3.1e-05	0	0.28	0.028	0.027	0.028	0.028	0.028	0	3	0.16
387	0.055	0.0002	0.055	0.38	0.0002	0.00035	0.00035	0.078	0.0018	0.16	0.055	0.053	0.055	0.055	0.055	0.00035	3	0.16
388	0.03	0	0.03	0.0017	0	0	0	0.72	0.056	0.018	0.03	0.029	0.03	0.03	0.03	0	7	0.071
389	0.069	0	0.069	0.01	0	0	0	0.44	0.011	0.063	0.069	0.067	0.069	0.069	0.069	0	7	0.071
390	0.048	0.00032	0.048	0.46	0.00032	0.00055	0.00055	0.048	0.00085	0.15	0.048	0.047	0.048	0.048	0.048	0.00055	3	0.16
391	0.0033	0.003	0.0033	0.91	0.003	0.0053	0.0053	4e-05	0	0.045	0.0033	0.0033	0.0033	0.0033	0.0033	0.0053	3	0.16
392	0.01	0	0.01	0.00012	0	0	0	0.8	0.12	0.0035	0.01	0.0099	0.01	0.01	0.01	0	7	0.071
393	0.11	0	0.11	0.0016	0	0	0	7.2e-05	0	0.22	0.11	0.11	0.11	0.11	0.11	0	9	0.12
394	0.034	0	0.034	0.002	0	0	0	0.7	0.045	0.021	0.034	0.033	0.034	0.034	0.034	0	7	0.071
395	0.0044	0.002	0.0044	0.9	0.002	0.0034	0.0034	6.3e-05	0	0.054	0.0044	0.0043	0.0044	0.0044	0.0044	0.0034	3	0.16
396	5.4e-05	0.032	5.4e-05	0.76	0.032	0.056	0.056	0	0	0.0034	5.4e-05	5.3e-05	5.4e-05	5.4e-05	5.4e-05	0.056	3	0.16
397	0	0.0034	0	0.98	0.0034	0.006	0.006	0	0	0	0	0	0	0	0	0.006	3	0.16
398	5.7e-06	0.026	5.7e-06	0.81	0.026	0.046	0.046	0	0	9.7e-05	5.7e-06	5.6e-06	5.7e-06	5.7e-06	5.7e-06	0.046	3	0.16
399	0.017	0	0.017	0.00069	0	0	0	0.77	0.11	0.0085	0.017	0.016	0.017	0.017	0.017	0	7	0.071
400	0.062	0.0032	0.062	0.26	0.0032	0.0057	0.0057	0.14	0.0045	0.14	0.062	0.06	0.062	0.062	0.062	0.0057	3	0.16
401	0.0058	0.0019	0.0058	0.88	0.0019	0.0033	0.0033	0.00013	0	0.062	0.0058	0.0057	0.0058	0.0058	0.0058	0.0033	3	0.16
402	0.033	0.00013	0.033	0.6	0.00013	0.00023	0.00023	0.0054	1.6e-05	0.16	0.033	0.033	0.033	0.033	0.033	0.00023	3	0.16
403	0.0096	0	0.0096	0.76	0	0	0	1.8e-06	0	0.17	0.0096	0.0094	0.0096	0.0096	0.0096	0	3	0.16
404	0.093	0	0.093	0.0033	0	0	0	0.28	0.0017	0.068	0.093	0.091	0.093	0.093	0.093	0	7	0.071
405	0.097	0	0.097	0.058	0	0	0	0.11	0.00069	0.16	0.097	0.094	0.097	0.097	0.097	0	9	0.12
406	0.054	1.2e-05	0.054	0.078	1.2e-05	2e-05	2e-05	0.43	0.036	0.082	0.054	0.052	0.054	0.054	0.054	2e-05	7	0.071
407	0.03	0.0005	0.03	0.64	0.0005	0.00088	0.00088	0.0088	5.5e-05	0.14	0.03	0.029	0.03	0.03	0.03	0.00088	3	0.16
408	0.00076	0	0.00076	0	0	0	0	0.65	0.35	8.3e-05	0.00076	0.00074	0.00076	0.00076	0.00076	0	7	0.071
409	0.11	0	0.11	0.032	0	0	0	0.046	7.8e-05	0.17	0.11	0.1	0.11	0.11	0.11	0	9	0.12
410	0.024	0.0019	0.024	0.69	0.0019	0.0034	0.0034	0.01	0.00011	0.11	0.024	0.024	0.024	0.024	0.024	0.0034	3	0.16
411	0.0033	0.002	0.0033	0.92	0.002	0.0036	0.0036	3e-05	0	0.047	0.0033	0.0032	0.0033	0.0033	0.0033	0.0036	3	0.16
412	0.043	3.9e-06	0.043	0.47	3.9e-06	6.9e-06	6.9e-06	0.0018	0	0.23	0.043	0.042	0.043	0.043	0.043	6.9e-06	3	0.16
413	0.037	3.5e-06	0.037	0.52	3.5e-06	6.1e-06	6.1e-06	0.00083	0	0.22	0.037	0.036	0.037	0.037	0.037	6.1e-06	3	0.16
414	0.02	0.00067	0.02	0.73	0.00067	0.0012	0.0012	0.0028	9e-06	0.12	0.02	0.02	0.02	0.02	0.02	0.0012	3	0.16
415	0	0.13	0	0.031	0.13	0.23	0.23	0	0	2.7e-05	0	0	0	0	0	0.23	5	0.24
416	0.06	0.00014	0.06	0.27	0.00014	0.00024	0.00024	0.17	0.0073	0.14	0.06	0.058	0.06	0.06	0.06	0.00024	3	0.16
417	0.019	0.0015	0.019	0.75	0.0015	0.0026	0.0026	0.0037	1.8e-05	0.11	0.019	0.018	0.019	0.019	0.019	0.0026	3	0.16
418	0.092	0	0.092	0.004	0	0	0	0.28	0.0019	0.07	0.092	0.09	0.092	0.092	0.092	0	7	0.071
419	0.091	0	0.091	0.0062	0	0	0	0.28	0.0022	0.078	0.091	0.089	0.091	0.091	0.091	0	7	0.071
420	0.039	0.0026	0.039	0.49	0.0026	0.0046	0.0046	0.1	0.0057	0.12	0.039	0.038	0.039	0.039	0.039	0.0046	3	0.16
421	0.021	1.7e-06	0.021	0.65	1.7e-06	2.9e-06	2.9e-06	7.1e-05	0	0.2	0.021	0.021	0.021	0.021	0.021	2.9e-06	3	0.16
422	0.068	0	0.068	0.047	0	1.2e-06	1.2e-06	0.38	0.015	0.091	0.068	0.066	0.068	0.068	0.068	1.2e-06	7	0.071
423	0	0.14	0	0.018	0.14	0.24	0.24	0	0	1e-05	0	0	0	0	0	0.24	5	0.24
424	0.017	0.01	0.017	0.72	0.01	0.018	0.018	0.011	0.00023	0.081	0.017	0.016	0.017	0.017	0.017	0.018	3	0.16
425	0.00029	0.0055	0.00029	0	0.0055	0.0097	0.0097	0.56	0.4	2e-05	0.00029	0.00028	0.00029	0.00029	0.00029	0.0097	7	0.071
426	0.08	0.0034	0.08	0.14	0.0034	0.006	0.006	0.13	0.0018	0.14	0.08	0.078	0.08	0.08	0.08	0.006	9	0.12
427	0.001	0.012	0.001	0	0.012	0.021	0.021	0.85	0.059	3.4e-05	0.001	0.00099	0.001	0.001	0.001	0.021	7	0.071
428	4.2e-05	0.006	4.2e-05	0	0.006	0.011	0.011	0.66	0.3	0	4.2e-05	4.1e-05	4.2e-05	4.2e-05	4.2e-05	0.011	7	0.071
429	0.01	0.011	0.01	0.00026	0.011	0.019	0.019	0.73	0.11	0.0041	0.01	0.01	0.01	0.01	0.01	0.019	7	0.071
430	2.1e-06	0.0025	2.1e-06	0	0.0025	0.0044	0.0044	0.37	0.61	0	2.1e-06	2.1e-06	2.1e-06	2.1e-06	2.1e-06	0.0044	8	0.053
431	0.033	0.0094	0.033	0.027	0.0094	0.017	0.017	0.57	0.075	0.036	0.033	0.032	0.033	0.033	0.033	0.017	7	0.071
432	0.00079	0.0069	0.00079	0	0.0069	0.012	0.012	0.63	0.32	9.1e-05	0.00079	0.00077	0.00079	0.00079	0.00079	0.012	7	0.071
433	0.007	0.01	0.007	0.00012	0.01	0.018	0.018	0.73	0.15	0.0024	0.007	0.0068	0.007	0.007	0.007	0.018	7	0.071
434	0.031	0.01	0.031	0.014	0.01	0.018	0.018	0.6	0.07	0.028	0.031	0.03	0.031	0.031	0.031	0.018	7	0.071
435	0.0047	0.011	0.0047	8.6e-06	0.011	0.019	0.019	0.78	0.11	0.00087	0.0047	0.0046	0.0047	0.0047	0.0047	0.019	7	0.071
436	0.064	0.006	0.064	0.11	0.006	0.011	0.011	0.29	0.012	0.1	0.064	0.062	0.064	0.064	0.064	0.011	7	0.071
437	0.042	0.00063	0.042	0.54	0.00063	0.0011	0.0011	0.019	0.00014	0.15	0.042	0.041	0.042	0.042	0.042	0.0011	3	0.16
438	0.1	0.003	0.1	0.026	0.003	0.0053	0.0053	0.096	0.0003	0.13	0.1	0.1	0.1	0.1	0.1	0.0053	9	0.12
439	0.061	0.0043	0.061	0.22	0.0043	0.0076	0.0076	0.2	0.0075	0.12	0.061	0.059	0.061	0.061	0.061	0.0076	3	0.16
440	0.045	0	0.045	0.25	0	1.2e-06	1.2e-06	4e-06	0	0.44	0.045	0.044	0.045	0.045	0.045	1.2e-06	9	0.12
441	0.072	0.0064	0.072	0.062	0.0064	0.011	0.011	0.29	0.0077	0.097	0.072	0.07	0.072	0.072	0.072	0.011	7	0.071
442	0.0052	0.012	0.0052	5.6e-06	0.012	0.021	0.021	0.8	0.082	0.00086	0.0052	0.0051	0.0052	0.0052	0.0052	0.021	7	0.071
443	0.0013	0.011	0.0013	0	0.011	0.019	0.019	0.81	0.1	7.3e-05	0.0013	0.0012	0.0013	0.0013	0.0013	0.019	7	0.071
444	0.065	0.0051	0.065	0.15	0.0051	0.009	0.009	0.24	0.0087	0.11	0.065	0.063	0.065	0.065	0.065	0.009	7	0.071
445	0.01	0.0098	0.01	0.00079	0.0098	0.017	0.017	0.69	0.16	0.0051	0.01	0.0098	0.01	0.01	0.01	0.017	7	0.071
446	0.0074	0.0098	0.0074	0.00023	0.0098	0.017	0.017	0.71	0.17	0.0029	0.0074	0.0072	0.0074	0.0074	0.0074	0.017	7	0.071
447	0.0029	0.0088	0.0029	1.4e-05	0.0088	0.016	0.016	0.7	0.22	0.00065	0.0029	0.0029	0.0029	0.0029	0.0029	0.016	7	0.071
448	0.00038	0.006	0.00038	0	0.006	0.01	0.01	0.58	0.37	3e-05	0.00038	0.00037	0.00038	0.00038	0.00038	0.01	7	0.071
449	0.00045	0.0048	0.00045	0	0.0048	0.0084	0.0084	0.48	0.48	6e-05	0.00045	0.00044	0.00045	0.00045	0.00045	0.0084	8	0.053
450	0.021	0.011	0.021	0.0035	0.011	0.019	0.019	0.67	0.091	0.014	0.021	0.02	0.021	0.021	0.021	0.019	7	0.071
451	3.6e-06	0.003	3.6e-06	0	0.003	0.0052	0.0052	0.42	0.56	0	3.6e-06	3.5e-06	3.6e-06	3.6e-06	3.6e-06	0.0052	8	0.053
452	0.052	0.0015	0.052	0.43	0.0015	0.0026	0.0026	0.056	0.00085	0.14	0.052	0.05	0.052	0.052	0.052	0.0026	3	0.16
453	0.031	0.011	0.031	0.0055	0.011	0.019	0.019	0.62	0.052	0.023	0.031	0.03	0.031	0.031	0.031	0.019	7	0.071
454	0.00087	0.0062	0.00087	0	0.0062	0.011	0.011	0.57	0.38	0.00013	0.00087	0.00085	0.00087	0.00087	0.00087	0.011	7	0.071
455	0.11	0.0019	0.11	0.022	0.0019	0.0033	0.0033	0.051	6.8e-05	0.14	0.11	0.11	0.11	0.11	0.11	0.0033	9	0.12
456	0.024	0.011	0.024	0.004	0.011	0.019	0.019	0.66	0.077	0.017	0.024	0.023	0.024	0.024	0.024	0.019	7	0.071
457	0.0037	0.01	0.0037	7.8e-06	0.01	0.018	0.018	0.76	0.14	0.00069	0.0037	0.0036	0.0037	0.0037	0.0037	0.018	7	0.071
458	0.0076	0.0096	0.0076	0.00031	0.0096	0.017	0.017	0.7	0.18	0.0032	0.0076	0.0074	0.0076	0.0076	0.0076	0.017	7	0.071
459	0.05	0.012	0.05	0.00072	0.012	0.021	0.021	0.53	0.0079	0.023	0.05	0.049	0.05	0.05	0.05	0.021	7	0.071
460	0.00029	0.0072	0.00029	0	0.0072	0.013	0.013	0.68	0.27	1.2e-05	0.00029	0.00028	0.00029	0.00029	0.00029	0.013	7	0.071
461	0.0072	0.012	0.0072	1e-05	0.012	0.022	0.022	0.79	0.064	0.0013	0.0072	0.007	0.0072	0.0072	0.0072	0.022	7	0.071
462	0.022	0.0049	0.022	0.69	0.0049	0.0086	0.0086	0.037	0.0015	0.08	0.022	0.022	0.022	0.022	0.022	0.0086	3	0.16
463	0.065	0.00062	0.065	0.32	0.00062	0.0011	0.0011	0.018	4.8e-05	0.2	0.065	0.064	0.065	0.065	0.065	0.0011	3	0.16
464	0.033	0.011	0.033	0.0041	0.011	0.019	0.019	0.62	0.042	0.023	0.033	0.032	0.033	0.033	0.033	0.019	7	0.071
465	0.0022	0.048	0.0022	0.61	0.048	0.085	0.085	0.00021	1.1e-06	0.022	0.0022	0.0021	0.0022	0.0022	0.0022	0.085	3	0.16
466	1.1e-05	0.025	1.1e-05	0.81	0.025	0.045	0.045	0	0	0.0016	1.1e-05	1e-05	1.1e-05	1.1e-05	1.1e-05	0.045	3	0.16
467	0.027	0.0012	0.027	0.67	0.0012	0.0022	0.0022	0.011	0.0001	0.12	0.027	0.026	0.027	0.027	0.027	0.0022	3	0.16
468	8.1e-05	0.00039	8.1e-05	0.99	0.00039	0.00069	0.00069	0	0	0.0081	8.1e-05	7.9e-05	8.1e-05	8.1e-05	8.1e-05	0.00069	3	0.16
469	0.00098	0.0011	0.00098	0.96	0.0011	0.002	0.002	0	0	0.027	0.00098	0.00096	0.00098	0.00098	0.00098	0.002	3	0.16
470	0.041	0	0.041	0.0038	0	0	0	0.64	0.037	0.03	0.041	0.04	0.041	0.041	0.041	0	7	0.071
471	0.00081	0.0072	0.00081	0.92	0.0072	0.013	0.013	1.6e-06	0	0.02	0.00081	0.00079	0.00081	0.00081	0.00081	0.013	3	0.16
472	0.061	4e-05	0.061	0.35	4e-05	7e-05	7e-05	0.042	0.0004	0.18	0.061	0.059	0.061	0.061	0.061	7e-05	3	0.16
473	0.093	0	0.093	0.098	0	0	0	0.0099	5.9e-06	0.24	0.093	0.091	0.093	0.093	0.093	0	9	0.12
474	8.4e-05	0.017	8.4e-05	0.87	0.017	0.03	0.03	0	0	0.0042	8.4e-05	8.2e-05	8.4e-05	8.4e-05	8.4e-05	0.03	3	0.16
475	0.016	0.0019	0.016	0.79	0.0019	0.0033	0.0033	0.0063	6.3e-05	0.079	0.016	0.016	0.016	0.016	0.016	0.0033	3	0.16
476	8.4e-05	0.0019	8.4e-05	0.98	0.0019	0.0033	0.0033	0	0	0.0056	8.4e-05	8.2e-05	8.4e-05	8.4e-05	8.4e-05	0.0033	3	0.16
477	0.035	0.003	0.035	0.53	0.003	0.0053	0.0053	0.093	0.0048	0.1	0.035	0.035	0.035	0.035	0.035	0.0053	3	0.16
478	0.0095	0.0079	0.0095	0.82	0.0079	0.014	0.014	0.0039	5.3e-05	0.053	0.0095	0.0093	0.0095	0.0095	0.0095	0.014	3	0.16
479	0.045	0.0002	0.045	0.49	0.0002	0.00035	0.00035	0.0049	6.3e-06	0.19	0.045	0.044	0.045	0.045	0.045	0.00035	3	0.16
480	0.0096	0.014	0.0096	5.7e-06	0.014	0.024	0.024	0.8	0.033	0.0015	0.0096	0.0093	0.0096	0.0096	0.0096	0.024	7	0.071
481	2.2e-06	0.11	2.2e-06	0.23	0.11	0.19	0.19	0	0	0.0003	2.2e-06	2.2e-06	2.2e-06	2.2e-06	2.2e-06	0.19	3	0.16
482	0.00061	0.00081	0.00061	0.97	0.00081	0.0014	0.0014	0	0	0.022	0.00061	0.0006	0.00061	0.00061	0.00061	0.0014	3	0.16
483	0.036	0.0088	0.036	0.049	0.0088	0.015	0.015	0.52	0.068	0.045	0.036	0.035	0.036	0.036	0.036	0.015	7	0.071
484	8.7e-06	0.072	8.7e-06	0.47	0.072	0.13	0.13	0	0	0.00099	8.7e-06	8.5e-06	8.7e-06	8.7e-06	8.7e-06	0.13	3	0.16
485	0.0024	0.041	0.0024	0.66	0.041	0.072	0.072	0.00021	0	0.024	0.0024	0.0023	0.0024	0.0024	0.0024	0.072	3	0.16
486	0.05	0	0.05	0.0023	0	0	0	0.6	0.019	0.032	0.05	0.049	0.05	0.05	0.05	0	7	0.071
487	0.045	0	0.045	0.37	0	0	0	0.00018	0	0.31	0.045	0.044	0.045	0.045	0.045	0	3	0.16
488	0.0018	0.0051	0.0018	0.92	0.0051	0.009	0.009	1e-05	0	0.031	0.0018	0.0017	0.0018	0.0018	0.0018	0.009	3	0.16
489	0.051	6.8e-06	0.051	0.061	6.8e-06	1.2e-05	1.2e-05	0.47	0.041	0.073	0.051	0.05	0.051	0.051	0.051	1.2e-05	7	0.071
490	0.0073	0.02	0.0073	0.75	0.02	0.036	0.036	0.0018	1.7e-05	0.05	0.0073	0.0071	0.0073	0.0073	0.0073	0.036	3	0.16
491	0.028	4.5e-05	0.028	0.64	4.5e-05	7.9e-05	7.9e-05	0.0014	1.3e-06	0.17	0.028	0.027	0.028	0.028	0.028	7.9e-05	3	0.16
492	0.019	9e-05	0.019	0.73	9e-05	0.00016	0.00016	0.00061	0	0.14	0.019	0.019	0.019	0.019	0.019	0.00016	3	0.16
493	0.038	0.0016	0.038	0.54	0.0016	0.0027	0.0027	0.051	0.0015	0.13	0.038	0.037	0.038	0.038	0.038	0.0027	3	0.16
494	0.0067	1.1e-05	0.0067	0.85	1.1e-05	2e-05	2e-05	6.8e-06	0	0.11	0.0067	0.0066	0.0067	0.0067	0.0067	2e-05	3	0.16
495	0.044	0	0.044	0.0024	0	0	0	0.63	0.027	0.028	0.044	0.043	0.044	0.044	0.044	0	7	0.071
496	0.00056	0	0.00056	0	0	0	0	0.75	0.25	3.3e-05	0.00056	0.00055	0.00056	0.00056	0.00056	0	7	0.071
497	0.031	0.0016	0.031	0.63	0.0016	0.0029	0.0029	0.021	0.00034	0.12	0.031	0.03	0.031	0.031	0.031	0.0029	3	0.16
498	0.12	0	0.12	0.0011	0	0	0	0.046	1.6e-05	0.088	0.12	0.12	0.12	0.12	0.12	0	0	0.11
499	0.0057	0.0053	0.0057	0.87	0.0053	0.0092	0.0092	0.00027	0	0.055	0.0057	0.0056	0.0057	0.0057	0.0057	0.0092	3	0.16
500	0.1	0	0.1	0.035	0	0	0	0.0042	0	0.24	0.1	0.1	0.1	0.1	0.1	0	9	0.12
501	0.011	0.00053	0.011	0.83	0.00053	0.00093	0.00093	0.00033	0	0.093	0.011	0.01	0.011	0.011	0.011	0.00093	3	0.16
502	0.089	0	0.089	0.11	0	0	0	0.0049	1.5e-06	0.27	0.089	0.087	0.089	0.089	0.089	0	9	0.12
503	0.062	7e-05	0.062	0.21	7e-05	0.00012	0.00012	0.22	0.01	0.13	0.062	0.061	0.062	0.062	0.062	0.00012	7	0.071
504	0.034	2.7e-05	0.034	0.58	2.7e-05	4.7e-05	4.7e-05	0.0021	2.1e-06	0.19	0.034	0.033	0.034	0.034	0.034	4.7e-05	3	0.16
505	0.025	0.00018	0.025	0.68	0.00018	0.00032	0.00032	0.0023	4.2e-06	0.14	0.025	0.024	0.025	0.025	0.025	0.00032	3	0.16
506	0.049	2.5e-06	0.049	0.42	2.5e-06	4.4e-06	4.4e-06	0.0023	1.3e-06	0.24	0.049	0.048	0.049	0.049	0.049	4.4e-06	3	0.16
507	0.017	0.014	0.017	0.69	0.014	0.024	0.024	0.015	0.00043	0.077	0.017	0.016	0.017	0.017	0.017	0.024	3	0.16
508	0.024	0.0013	0.024	0.7	0.0013	0.0023	0.0023	0.0077	5.9e-05	0.12	0.024	0.024	0.024	0.024	0.024	0.0023	3	0.16
509	0.056	0.00024	0.056	0.3	0.00024	0.00042	0.00042	0.17	0.0079	0.13	0.056	0.055	0.056	0.056	0.056	0.00042	3	0.16
510	0.0018	0.0035	0.0018	0.93	0.0035	0.0061	0.0061	7.9e-06	0	0.032	0.0018	0.0017	0.0018	0.0018	0.0018	0.0061	3	0.16
511	0.018	0	0.018	0.0013	0	0	0	0.75	0.12	0.011	0.018	0.017	0.018	0.018	0.018	0	7	0.071
512	0.054	0	0.054	0.35	0	0	0	0.0011	0	0.27	0.054	0.052	0.054	0.054	0.054	0	3	0.16
513	0.077	6.1e-06	0.077	0.15	6.1e-06	1.1e-05	1.1e-05	0.17	0.0036	0.15	0.077	0.075	0.077	0.077	0.077	1.1e-05	7	0.071
514	0.02	1.2e-06	0.02	0.65	1.2e-06	2.1e-06	2.1e-06	5e-05	0	0.21	0.02	0.02	0.02	0.02	0.02	2.1e-06	3	0.16
515	0.065	0	0.065	0.017	0	0	0	0.45	0.016	0.067	0.065	0.063	0.065	0.065	0.065	0	7	0.071
516	0.033	0.00011	0.033	0.6	0.00011	0.00018	0.00018	0.0047	1.2e-05	0.16	0.033	0.032	0.033	0.033	0.033	0.00018	3	0.16
517	0.0075	0	0.0075	0.79	0	0	0	0	0	0.16	0.0075	0.0073	0.0075	0.0075	0.0075	0	3	0.16
518	0.0045	0.00085	0.0045	0.9	0.00085	0.0015	0.0015	3.6e-05	0	0.059	0.0045	0.0043	0.0045	0.0045	0.0045	0.0015	3	0.16
519	0.082	0	0.082	0.0082	0	0	0	0.34	0.0046	0.073	0.082	0.08	0.082	0.082	0.082	0	7	0.071
520	0.13	0	0.13	0.00047	0	0	0	0.037	6.8e-06	0.076	0.13	0.12	0.13	0.13	0.13	0	0	0.11
521	0.026	6e-06	0.026	0.62	6e-06	1e-05	1e-05	0.00031	0	0.2	0.026	0.025	0.026	0.026	0.026	1e-05	3	0.16
522	3.6e-06	0	3.6e-06	0	0	0	0	0.31	0.69	0	3.6e-06	3.5e-06	3.6e-06	3.6e-06	3.6e-06	0	8	0.053
523	0.025	0	0.025	0.00011	0	0	0	0.79	0.029	0.0078	0.025	0.024	0.025	0.025	0.025	0	7	0.071
524	0.066	2.8e-05	0.066	0.16	2.8e-05	4.9e-05	4.9e-05	0.24	0.011	0.13	0.066	0.064	0.066	0.066	0.066	4.9e-05	7	0.071
525	0.011	0	0.011	6.8e-06	0	0	0	0.88	0.038	0.002	0.011	0.011	0.011	0.011	0.011	0	7	0.071
526	0.00066	0.0079	0.00066	0.92	0.0079	0.014	0.014	0	0	0.017	0.00066	0.00064	0.00066	0.00066	0.00066	0.014	3	0.16
527	0.016	0.00029	0.016	0.77	0.00029	0.00052	0.00052	0.0008	0	0.12	0.016	0.016	0.016	0.016	0.016	0.00052	3	0.16
528	0.054	0.00035	0.054	0.34	0.00035	0.00061	0.00061	0.14	0.0064	0.14	0.054	0.052	0.054	0.054	0.054	0.00061	3	0.16
529	0.083	0	0.083	0.0053	0	0	0	0.35	0.0039	0.066	0.083	0.081	0.083	0.083	0.083	0	7	0.071
530	0	0.13	0	0.091	0.13	0.22	0.22	0	0	8e-05	0	0	0	0	0	0.22	5	0.24
531	0.038	0.0022	0.038	0.53	0.0022	0.0038	0.0038	0.07	0.0028	0.12	0.038	0.037	0.038	0.038	0.038	0.0038	3	0.16
532	0.0042	0.0032	0.0042	0.9	0.0032	0.0056	0.0056	7.7e-05	0	0.05	0.0042	0.0041	0.0042	0.0042	0.0042	0.0056	3	0.16
533	0.072	1.9e-05	0.072	0.2	1.9e-05	3.3e-05	3.3e-05	0.14	0.0031	0.16	0.072	0.07	0.072	0.072	0.072	3.3e-05	3	0.16
534	0.11	0	0.11	0.011	0	0	0	0.0092	1.5e-06	0.18	0.11	0.11	0.11	0.11	0.11	0	9	0.12
535	0.0056	0	0.0056	4.3e-05	0	0	0	0.78	0.18	0.0016	0.0056	0.0055	0.0056	0.0056	0.0056	0	7	0.071
536	0.0055	0	0.0055	4.9e-06	0	0	0	0.86	0.099	0.00095	0.0055	0.0054	0.0055	0.0055	0.0055	0	7	0.071
537	0.04	1.1e-06	0.04	0.47	1.1e-06	1.9e-06	1.9e-06	0.00058	0	0.25	0.04	0.039	0.04	0.04	0.04	1.9e-06	3	0.16
538	0.043	0.00012	0.043	0.52	0.00012	0.00021	0.00021	0.014	7.3e-05	0.17	0.043	0.042	0.043	0.043	0.043	0.00021	3	0.16
539	0.043	0.0019	0.043	0.41	0.0019	0.0033	0.0033	0.15	0.011	0.11	0.043	0.042	0.043	0.043	0.043	0.0033	3	0.16
540	0.0024	0	0.0024	0	0	0	0	0.94	0.038	0.00011	0.0024	0.0023	0.0024	0.0024	0.0024	0	7	0.071
541	0.056	0.00038	0.056	0.4	0.00038	0.00067	0.00067	0.01	2.1e-05	0.19	0.056	0.055	0.056	0.056	0.056	0.00067	3	0.16
542	0.0089	0.00015	0.0089	0.86	0.00015	0.00027	0.00027	0.0002	0	0.078	0.0089	0.0087	0.0089	0.0089	0.0089	0.00027	3	0.16
