SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0
293	0	0.00068	0	0.47	0.00067	0.47	0.00068	0.00068	0	0	0	0.00068	0.00068	0	0.00068	0.061	0	0.00068	0.00068	0.00068	3	0.16
294	0.015	0.0055	0.0072	0.42	0.0054	0.42	0.0055	0.0055	0.0072	0.0072	0.0072	0.0055	0.0055	2.1e-06	0.0055	0.052	0.00064	0.0055	0.0055	0.0055	3	0.16
295	0.00017	0.044	7.9e-05	0.093	0.043	0.093	0.044	0.044	7.9e-05	7.9e-05	7.9e-05	0.044	0.044	0.015	0.044	0.1	0.26	0.044	0.044	0.044	16	0.071
296	0	0.0084	0	5.4e-06	0.0083	5.4e-06	0.0084	0.0084	0	0	0	0.0084	0.0084	0.046	0.0084	0.0019	0.87	0.0084	0.0084	0.0084	16	0.071
297	0.024	0.011	0.011	0.37	0.011	0.37	0.011	0.011	0.011	0.011	0.011	0.011	0.011	0.00015	0.011	0.069	0.0085	0.011	0.011	0.011	3	0.16
298	0	0.041	0	6.5e-05	0.041	6.5e-05	0.041	0.041	0	0	0	0.041	0.041	0.0047	0.041	0.015	0.57	0.041	0.041	0.041	16	0.071
299	2.8e-06	0.037	1.3e-06	0.017	0.037	0.017	0.037	0.037	1.3e-06	1.3e-06	1.3e-06	0.037	0.037	0.04	0.037	0.054	0.5	0.037	0.037	0.037	16	0.071
300	0.11	0.00012	0.052	0.34	0.00011	0.34	0.00012	0.00012	0.052	0.052	0.052	0.00012	0.00012	0	0.00012	0.005	0	0.00012	0.00012	0.00012	3	0.16
301	0	0.062	0	0.023	0.061	0.023	0.062	0.062	0	0	0	0.062	0.062	0.0042	0.062	0.1	0.23	0.062	0.062	0.062	16	0.071
302	0.0006	0.038	0.00028	0.22	0.037	0.22	0.038	0.038	0.00028	0.00028	0.00028	0.038	0.038	0.0011	0.038	0.14	0.056	0.038	0.038	0.038	3	0.16
303	0.13	0.00088	0.059	0.31	0.00087	0.31	0.00088	0.00088	0.059	0.059	0.059	0.00088	0.00088	0	0.00088	0.014	4.4e-05	0.00088	0.00088	0.00088	3	0.16
304	9e-05	0.049	4.2e-05	0.13	0.049	0.13	0.049	0.049	4.2e-05	4.2e-05	4.2e-05	0.049	0.049	0.0023	0.049	0.14	0.11	0.049	0.049	0.049	15	0.12
305	0	0.034	0	0.0074	0.033	0.0074	0.034	0.034	0	0	0	0.034	0.034	0.042	0.034	0.04	0.56	0.034	0.034	0.034	16	0.071
306	0.045	0.0013	0.021	0.42	0.0012	0.42	0.0013	0.0013	0.021	0.021	0.021	0.0013	0.0013	0	0.0013	0.022	2.8e-05	0.0013	0.0013	0.0013	3	0.16
307	0	0.01	0	0.36	0.0099	0.36	0.01	0.01	0	0	0	0.01	0.01	0	0.01	0.18	5.1e-06	0.01	0.01	0.01	3	0.16
308	5e-05	0.046	2.3e-05	0.063	0.045	0.063	0.046	0.046	2.3e-05	2.3e-05	2.3e-05	0.046	0.046	0.017	0.046	0.095	0.3	0.046	0.046	0.046	16	0.071
309	9.3e-06	0.055	4.3e-06	0.12	0.055	0.12	0.055	0.055	4.3e-06	4.3e-06	4.3e-06	0.055	0.055	0.00021	0.055	0.18	0.039	0.055	0.055	0.055	15	0.12
310	0.35	0	0.16	0.00051	0	0.00051	0	0	0.16	0.16	0.16	0	0	0	0	0	0	0	0	0	0	0.24
311	0	0.062	0	0.027	0.062	0.027	0.062	0.062	0	0	0	0.062	0.062	0	0.062	0.32	0.0001	0.062	0.062	0.062	15	0.12
312	0.0044	0.03	0.0021	0.24	0.03	0.24	0.03	0.03	0.0021	0.0021	0.0021	0.03	0.03	0.0052	0.03	0.11	0.1	0.03	0.03	0.03	3	0.16
313	0.00014	0.044	6.4e-05	0.18	0.043	0.18	0.044	0.044	6.4e-05	6.4e-05	6.4e-05	0.044	0.044	0.00051	0.044	0.15	0.046	0.044	0.044	0.044	3	0.16
314	6.1e-05	0.042	2.9e-05	0.2	0.041	0.2	0.042	0.042	2.9e-05	2.9e-05	2.9e-05	0.042	0.042	9.9e-05	0.042	0.17	0.02	0.042	0.042	0.042	3	0.16
315	3.1e-06	0.06	1.5e-06	0.047	0.059	0.047	0.06	0.06	1.5e-06	1.5e-06	1.5e-06	0.06	0.06	0.0035	0.06	0.12	0.18	0.06	0.06	0.06	16	0.071
316	0.049	0.0043	0.023	0.39	0.0043	0.39	0.0043	0.0043	0.023	0.023	0.023	0.0043	0.0043	6.3e-06	0.0043	0.039	0.00093	0.0043	0.0043	0.0043	3	0.16
317	0	0.0034	0	0.00023	0.0034	0.00023	0.0034	0.0034	0	0	0	0.0034	0.0034	0.37	0.0034	0.0022	0.59	0.0034	0.0034	0.0034	16	0.071
318	0	0.075	0	0.022	0.074	0.022	0.075	0.075	0	0	0	0.075	0.075	0.00013	0.075	0.15	0.053	0.075	0.075	0.075	15	0.12
319	0.00014	0.00088	6.3e-05	0.48	0.00087	0.48	0.00088	0.00088	6.3e-05	6.3e-05	6.3e-05	0.00088	0.00088	0	0.00088	0.034	0	0.00088	0.00088	0.00088	3	0.16
320	0	0.076	0	0.023	0.075	0.023	0.076	0.076	0	0	0	0.076	0.076	6.6e-06	0.076	0.19	0.013	0.076	0.076	0.076	15	0.12
321	1.5e-06	0.055	0	0.12	0.054	0.12	0.055	0.055	0	0	0	0.055	0.055	1.4e-05	0.055	0.21	0.011	0.055	0.055	0.055	15	0.12
322	0	0.053	0	0.017	0.053	0.017	0.053	0.053	0	0	0	0.053	0.053	0.01	0.053	0.079	0.34	0.053	0.053	0.053	16	0.071
323	0	0.013	0	1.3e-05	0.013	1.3e-05	0.013	0.013	0	0	0	0.013	0.013	0.033	0.013	0.0035	0.84	0.013	0.013	0.013	16	0.071
324	0.00019	0.046	8.9e-05	0.14	0.046	0.14	0.046	0.046	8.9e-05	8.9e-05	8.9e-05	0.046	0.046	0.0033	0.046	0.13	0.12	0.046	0.046	0.046	3	0.16
325	0.00015	0.022	6.8e-05	0.32	0.022	0.32	0.022	0.022	6.8e-05	6.8e-05	6.8e-05	0.022	0.022	2.9e-06	0.022	0.15	0.0022	0.022	0.022	0.022	3	0.16
326	0.0047	0.031	0.0022	0.21	0.031	0.21	0.031	0.031	0.0022	0.0022	0.0022	0.031	0.031	0.011	0.031	0.098	0.15	0.031	0.031	0.031	3	0.16
327	7.4e-05	0.00022	3.4e-05	0.49	0.00022	0.49	0.00022	0.00022	3.4e-05	3.4e-05	3.4e-05	0.00022	0.00022	0	0.00022	0.018	0	0.00022	0.00022	0.00022	3	0.16
328	3.1e-05	0.036	1.4e-05	0.23	0.036	0.23	0.036	0.036	1.4e-05	1.4e-05	1.4e-05	0.036	0.036	1.1e-05	0.036	0.18	0.0061	0.036	0.036	0.036	3	0.16
329	2.2e-06	0.063	1e-06	0.065	0.063	0.065	0.063	0.063	1e-06	1e-06	1e-06	0.063	0.063	0.00065	0.063	0.16	0.081	0.063	0.063	0.063	15	0.12
330	4e-05	0.0049	1.9e-05	0.44	0.0048	0.44	0.0049	0.0049	1.9e-05	1.9e-05	1.9e-05	0.0049	0.0049	0	0.0049	0.072	1.9e-05	0.0049	0.0049	0.0049	3	0.16
331	0.00075	0.00037	0.00035	0.49	0.00037	0.49	0.00037	0.00037	0.00035	0.00035	0.00035	0.00037	0.00037	0	0.00037	0.015	0	0.00037	0.00037	0.00037	3	0.16
332	0.0014	0.064	0.00064	0.075	0.063	0.075	0.064	0.064	0.00064	0.00064	0.00064	0.064	0.064	1.3e-05	0.064	0.19	0.013	0.064	0.064	0.064	15	0.12
333	0.0013	0.013	0.00061	0.39	0.013	0.39	0.013	0.013	0.00061	0.00061	0.00061	0.013	0.013	1.3e-05	0.013	0.081	0.0031	0.013	0.013	0.013	3	0.16
334	0.022	0.0031	0.01	3.6e-05	0.003	3.6e-05	0.0031	0.0031	0.01	0.01	0.01	0.0031	0.0031	0.23	0.0031	0.0011	0.67	0.0031	0.0031	0.0031	16	0.071
335	0.028	0.00033	0.013	0	0.00032	0	0.00033	0.00033	0.013	0.013	0.013	0.00033	0.00033	0.07	0.00033	7.3e-06	0.85	0.00033	0.00033	0.00033	16	0.071
336	1.9e-05	0.0027	8.7e-06	0.46	0.0026	0.46	0.0027	0.0027	8.7e-06	8.7e-06	8.7e-06	0.0027	0.0027	0	0.0027	0.057	2.2e-06	0.0027	0.0027	0.0027	3	0.16
337	0.011	0.038	0.005	0.14	0.038	0.14	0.038	0.038	0.005	0.005	0.005	0.038	0.038	0.011	0.038	0.094	0.2	0.038	0.038	0.038	16	0.071
338	0.00057	0.00022	0.00027	0.49	0.00022	0.49	0.00022	0.00022	0.00027	0.00027	0.00027	0.00022	0.00022	0	0.00022	0.012	0	0.00022	0.00022	0.00022	3	0.16
339	0.0012	0.03	0.00057	0.27	0.03	0.27	0.03	0.03	0.00057	0.00057	0.00057	0.03	0.03	7.3e-05	0.03	0.13	0.014	0.03	0.03	0.03	3	0.16
340	0.01	6.2e-05	0.0047	0.48	6.1e-05	0.48	6.2e-05	6.2e-05	0.0047	0.0047	0.0047	6.2e-05	6.2e-05	0	6.2e-05	0.0044	0	6.2e-05	6.2e-05	6.2e-05	3	0.16
341	0.00025	0.026	0.00012	0.3	0.025	0.3	0.026	0.026	0.00012	0.00012	0.00012	0.026	0.026	0	0.026	0.15	0.0021	0.026	0.026	0.026	3	0.16
342	0.00042	0.021	0.00019	0.33	0.021	0.33	0.021	0.021	0.00019	0.00019	0.00019	0.021	0.021	6.6e-06	0.021	0.12	0.0033	0.021	0.021	0.021	3	0.16
343	0.27	0	0.13	0.11	0	0.11	0	0	0.13	0.13	0.13	0	0	0	0	6.1e-05	0	0	0	0	0	0.24
344	0.0022	0.00018	0.001	0.49	0.00018	0.49	0.00018	0.00018	0.001	0.001	0.001	0.00018	0.00018	0	0.00018	0.0091	0	0.00018	0.00018	0.00018	3	0.16
345	0.012	0.017	0.0054	0.35	0.017	0.35	0.017	0.017	0.0054	0.0054	0.0054	0.017	0.017	0.00034	0.017	0.087	0.017	0.017	0.017	0.017	3	0.16
346	0	0.013	0	1.6e-06	0.013	1.6e-06	0.013	0.013	0	0	0	0.013	0.013	0.014	0.013	0.0021	0.85	0.013	0.013	0.013	16	0.071
347	0	0.074	0	0.025	0.073	0.025	0.074	0.074	0	0	0	0.074	0.074	2.3e-06	0.074	0.2	0.0075	0.074	0.074	0.074	15	0.12
348	0.016	0.0029	0.0073	0.44	0.0028	0.44	0.0029	0.0029	0.0073	0.0073	0.0073	0.0029	0.0029	0	0.0029	0.038	0.00011	0.0029	0.0029	0.0029	3	0.16
349	0.00038	0.0078	0.00018	0.42	0.0077	0.42	0.0078	0.0078	0.00018	0.00018	0.00018	0.0078	0.0078	0	0.0078	0.09	0.00014	0.0078	0.0078	0.0078	3	0.16
350	0.0078	0.02	0.0037	0.33	0.02	0.33	0.02	0.02	0.0037	0.0037	0.0037	0.02	0.02	0.00051	0.02	0.096	0.023	0.02	0.02	0.02	3	0.16
351	0.00012	0.012	5.7e-05	0.38	0.012	0.38	0.012	0.012	5.7e-05	5.7e-05	5.7e-05	0.012	0.012	0	0.012	0.12	0.00028	0.012	0.012	0.012	3	0.16
352	0.025	0.003	0.012	0.43	0.003	0.43	0.003	0.003	0.012	0.012	0.012	0.003	0.003	0	0.003	0.037	0.00018	0.003	0.003	0.003	3	0.16
353	0.0091	0.016	0.0042	0.36	0.016	0.36	0.016	0.016	0.0042	0.0042	0.0042	0.016	0.016	0.00016	0.016	0.088	0.011	0.016	0.016	0.016	3	0.16
354	0.0015	0.037	0.00071	0.19	0.036	0.19	0.037	0.037	0.00071	0.00071	0.00071	0.037	0.037	0.007	0.037	0.11	0.14	0.037	0.037	0.037	3	0.16
355	0.00019	0.017	8.8e-05	0.35	0.017	0.35	0.017	0.017	8.8e-05	8.8e-05	8.8e-05	0.017	0.017	0	0.017	0.13	0.00097	0.017	0.017	0.017	3	0.16
356	0.00023	0.045	0.00011	0.12	0.044	0.12	0.045	0.045	0.00011	0.00011	0.00011	0.045	0.045	0.0091	0.045	0.11	0.2	0.045	0.045	0.045	16	0.071
357	0	0.013	0	1.6e-06	0.013	1.6e-06	0.013	0.013	0	0	0	0.013	0.013	0.014	0.013	0.0022	0.85	0.013	0.013	0.013	16	0.071
358	0	0.043	0	0.012	0.042	0.012	0.043	0.043	0	0	0	0.043	0.043	0.024	0.043	0.056	0.47	0.043	0.043	0.043	16	0.071
359	0.19	1.4e-06	0.089	0.23	1.3e-06	0.23	1.4e-06	1.4e-06	0.089	0.089	0.089	1.4e-06	1.4e-06	0	1.4e-06	0.00036	0	1.4e-06	1.4e-06	1.4e-06	3	0.16
360	0	0.071	0	0.038	0.07	0.038	0.071	0.071	0	0	0	0.071	0.071	0.00023	0.071	0.16	0.059	0.071	0.071	0.071	15	0.12
361	0.2	3.8e-05	0.091	0.22	3.7e-05	0.22	3.8e-05	3.8e-05	0.091	0.091	0.091	3.8e-05	3.8e-05	0	3.8e-05	0.002	0	3.8e-05	3.8e-05	3.8e-05	3	0.16
362	0.025	0.0093	0.012	0.00074	0.0092	0.00074	0.0093	0.0093	0.012	0.012	0.012	0.0093	0.0093	0.15	0.0093	0.0063	0.68	0.0093	0.0093	0.0093	16	0.071
363	0.027	0.0083	0.013	0.00021	0.0082	0.00021	0.0083	0.0083	0.013	0.013	0.013	0.0083	0.0083	0.12	0.0083	0.0042	0.72	0.0083	0.0083	0.0083	16	0.071
364	0.017	0.00019	0.0077	0	0.00018	0	0.00019	0.00019	0.0077	0.0077	0.0077	0.00019	0.00019	0.32	0.00019	9.6e-06	0.63	0.00019	0.00019	0.00019	16	0.071
365	0.0011	0.038	0.00052	0.17	0.038	0.17	0.038	0.038	0.00052	0.00052	0.00052	0.038	0.038	0.0084	0.038	0.11	0.16	0.038	0.038	0.038	3	0.16
366	0.00012	0.017	5.5e-05	0.35	0.017	0.35	0.017	0.017	5.5e-05	5.5e-05	5.5e-05	0.017	0.017	0	0.017	0.13	0.00074	0.017	0.017	0.017	3	0.16
367	0.00038	0.067	0.00018	0.049	0.066	0.049	0.067	0.067	0.00018	0.00018	0.00018	0.067	0.067	0	0.067	0.23	0.0026	0.067	0.067	0.067	15	0.12
368	0.006	0.027	0.0028	0.27	0.027	0.27	0.027	0.027	0.0028	0.0028	0.0028	0.027	0.027	0.0031	0.027	0.093	0.076	0.027	0.027	0.027	3	0.16
369	0.016	9.1e-05	0.0073	0.47	9e-05	0.47	9.1e-05	9.1e-05	0.0073	0.0073	0.0073	9.1e-05	9.1e-05	0	9.1e-05	0.0051	0	9.1e-05	9.1e-05	9.1e-05	3	0.16
370	0.029	0.024	0.013	0.0012	0.023	0.0012	0.024	0.024	0.013	0.013	0.013	0.024	0.024	0.038	0.024	0.017	0.63	0.024	0.024	0.024	16	0.071
371	0.00049	0.037	0.00023	0.23	0.036	0.23	0.037	0.037	0.00023	0.00023	0.00023	0.037	0.037	4.7e-06	0.037	0.17	0.0045	0.037	0.037	0.037	3	0.16
372	0	0.0064	0	0.4	0.0063	0.4	0.0064	0.0064	0	0	0	0.0064	0.0064	0	0.0064	0.14	0	0.0064	0.0064	0.0064	3	0.16
373	0	0.066	0	0.0019	0.065	0.0019	0.066	0.066	0	0	0	0.066	0.066	0.002	0.066	0.059	0.28	0.066	0.066	0.066	16	0.071
374	0.029	0.00035	0.014	0.45	0.00035	0.45	0.00035	0.00035	0.014	0.014	0.014	0.00035	0.00035	0	0.00035	0.012	0	0.00035	0.00035	0.00035	3	0.16
375	2.1e-05	0.054	9.8e-06	0.075	0.054	0.075	0.054	0.054	9.8e-06	9.8e-06	9.8e-06	0.054	0.054	0.0046	0.054	0.12	0.18	0.054	0.054	0.054	16	0.071
376	0.19	2.3e-06	0.09	0.22	2.2e-06	0.22	2.3e-06	2.3e-06	0.09	0.09	0.09	2.3e-06	2.3e-06	0	2.3e-06	0.00047	0	2.3e-06	2.3e-06	2.3e-06	3	0.16
377	0.0033	0.019	0.0015	0.34	0.019	0.34	0.019	0.019	0.0015	0.0015	0.0015	0.019	0.019	0.0001	0.019	0.1	0.01	0.019	0.019	0.019	3	0.16
378	0.027	0.016	0.013	0.33	0.015	0.33	0.016	0.016	0.013	0.013	0.013	0.016	0.016	0.001	0.016	0.075	0.027	0.016	0.016	0.016	3	0.16
379	0.037	0.027	0.017	1.2e-05	0.027	1.2e-05	0.027	0.027	0.017	0.017	0.017	0.027	0.027	0.0045	0.027	0.0064	0.61	0.027	0.027	0.027	16	0.071
380	0	0.00021	0	0	0.00021	0	0.00021	0.00021	0	0	0	0.00021	0.00021	0.38	0.00021	1.4e-05	0.62	0.00021	0.00021	0.00021	16	0.071
381	0.29	0	0.14	0.08	0	0.08	0	0	0.14	0.14	0.14	0	0	0	0	2.1e-05	0	0	0	0	0	0.24
382	0	0.041	0	0.16	0.04	0.16	0.041	0.041	0	0	0	0.041	0.041	0	0.041	0.27	0.00041	0.041	0.041	0.041	15	0.12
383	0	0.039	0	0.0024	0.038	0.0024	0.039	0.039	0	0	0	0.039	0.039	0.021	0.039	0.035	0.55	0.039	0.039	0.039	16	0.071
384	0	0.065	0	0.068	0.064	0.068	0.065	0.065	0	0	0	0.065	0.065	4.4e-05	0.065	0.19	0.023	0.065	0.065	0.065	15	0.12
385	0.0046	0.01	0.0021	0.4	0.0098	0.4	0.01	0.01	0.0021	0.0021	0.0021	0.01	0.01	5.2e-06	0.01	0.079	0.0015	0.01	0.01	0.01	3	0.16
386	0	0.021	0	0.27	0.021	0.27	0.021	0.021	0	0	0	0.021	0.021	0	0.021	0.25	3.2e-05	0.021	0.021	0.021	3	0.16
387	0.00051	0.04	0.00024	0.19	0.04	0.19	0.04	0.04	0.00024	0.00024	0.00024	0.04	0.04	0.0018	0.04	0.13	0.077	0.04	0.04	0.04	3	0.16
388	0	0.022	0	0.00087	0.021	0.00087	0.022	0.022	0	0	0	0.022	0.022	0.057	0.022	0.015	0.71	0.022	0.022	0.022	16	0.071
389	0	0.05	0	0.0052	0.049	0.0052	0.05	0.05	0	0	0	0.05	0.05	0.011	0.05	0.054	0.43	0.05	0.05	0.05	16	0.071
390	0.0008	0.035	0.00037	0.23	0.035	0.23	0.035	0.035	0.00037	0.00037	0.00037	0.035	0.035	0.00087	0.035	0.13	0.048	0.035	0.035	0.035	3	0.16
391	0.0076	0.0024	0.0035	0.46	0.0024	0.46	0.0024	0.0024	0.0035	0.0035	0.0035	0.0024	0.0024	0	0.0024	0.038	3.9e-05	0.0024	0.0024	0.0024	3	0.16
392	0	0.0074	0	6e-05	0.0073	6e-05	0.0074	0.0074	0	0	0	0.0074	0.0074	0.13	0.0074	0.003	0.8	0.0074	0.0074	0.0074	16	0.071
393	0	0.081	0	0.00079	0.08	0.00079	0.081	0.081	0	0	0	0.081	0.081	0	0.081	0.19	7.1e-05	0.081	0.081	0.081	15	0.12
394	0	0.025	0	0.001	0.024	0.001	0.025	0.025	0	0	0	0.025	0.025	0.047	0.025	0.018	0.69	0.025	0.025	0.025	16	0.071
395	0.0049	0.0032	0.0023	0.45	0.0032	0.45	0.0032	0.0032	0.0023	0.0023	0.0023	0.0032	0.0032	0	0.0032	0.046	6.2e-05	0.0032	0.0032	0.0032	3	0.16
396	0.08	3.9e-05	0.037	0.38	3.9e-05	0.38	3.9e-05	3.9e-05	0.037	0.037	0.037	3.9e-05	3.9e-05	0	3.9e-05	0.0029	0	3.9e-05	3.9e-05	3.9e-05	3	0.16
397	0.0086	0	0.004	0.49	0	0.49	0	0	0.004	0.004	0.004	0	0	0	0	0	0	0	0	0	3	0.16
398	0.065	4.2e-06	0.03	0.41	4.1e-06	0.41	4.2e-06	4.2e-06	0.03	0.03	0.03	4.2e-06	4.2e-06	0	4.2e-06	8.3e-05	0	4.2e-06	4.2e-06	4.2e-06	3	0.16
399	0	0.012	0	0.00035	0.012	0.00035	0.012	0.012	0	0	0	0.012	0.012	0.11	0.012	0.0074	0.76	0.012	0.012	0.012	16	0.071
400	0.0081	0.045	0.0038	0.13	0.044	0.13	0.045	0.045	0.0038	0.0038	0.0038	0.045	0.045	0.0046	0.045	0.12	0.14	0.045	0.045	0.045	16	0.071
401	0.0048	0.0042	0.0022	0.45	0.0042	0.45	0.0042	0.0042	0.0022	0.0022	0.0022	0.0042	0.0042	0	0.0042	0.053	0.00013	0.0042	0.0042	0.0042	3	0.16
402	0.00033	0.025	0.00015	0.3	0.024	0.3	0.025	0.025	0.00015	0.00015	0.00015	0.025	0.025	1.7e-05	0.025	0.14	0.0054	0.025	0.025	0.025	3	0.16
403	0	0.0071	0	0.39	0.007	0.39	0.0071	0.0071	0	0	0	0.0071	0.0071	0	0.0071	0.15	1.8e-06	0.0071	0.0071	0.0071	3	0.16
404	0	0.067	0	0.0017	0.066	0.0017	0.067	0.067	0	0	0	0.067	0.067	0.0017	0.067	0.057	0.27	0.067	0.067	0.067	16	0.071
405	0	0.07	0	0.029	0.069	0.029	0.07	0.07	0	0	0	0.07	0.07	0.0007	0.07	0.14	0.11	0.07	0.07	0.07	15	0.12
406	2.9e-05	0.039	1.4e-05	0.039	0.039	0.039	0.039	0.039	1.4e-05	1.4e-05	1.4e-05	0.039	0.039	0.036	0.039	0.07	0.42	0.039	0.039	0.039	16	0.071
407	0.0013	0.022	0.00059	0.32	0.022	0.32	0.022	0.022	0.00059	0.00059	0.00059	0.022	0.022	5.6e-05	0.022	0.12	0.0088	0.022	0.022	0.022	3	0.16
408	0	0.00055	0	0	0.00054	0	0.00055	0.00055	0	0	0	0.00055	0.00055	0.35	0.00055	7.2e-05	0.64	0.00055	0.00055	0.00055	16	0.071
409	0	0.078	0	0.016	0.077	0.016	0.078	0.078	0	0	0	0.078	0.078	7.9e-05	0.078	0.15	0.045	0.078	0.078	0.078	15	0.12
410	0.0048	0.018	0.0023	0.35	0.018	0.35	0.018	0.018	0.0023	0.0023	0.0023	0.018	0.018	0.00011	0.018	0.098	0.01	0.018	0.018	0.018	3	0.16
411	0.0051	0.0024	0.0024	0.46	0.0024	0.46	0.0024	0.0024	0.0024	0.0024	0.0024	0.0024	0.0024	0	0.0024	0.04	2.9e-05	0.0024	0.0024	0.0024	3	0.16
412	1e-05	0.032	4.7e-06	0.24	0.032	0.24	0.032	0.032	4.7e-06	4.7e-06	4.7e-06	0.032	0.032	0	0.032	0.2	0.0018	0.032	0.032	0.032	3	0.16
413	8.9e-06	0.027	4.2e-06	0.27	0.027	0.27	0.027	0.027	4.2e-06	4.2e-06	4.2e-06	0.027	0.027	0	0.027	0.19	0.00083	0.027	0.027	0.027	3	0.16
414	0.0017	0.015	0.00079	0.37	0.015	0.37	0.015	0.015	0.00079	0.00079	0.00079	0.015	0.015	9.2e-06	0.015	0.1	0.0027	0.015	0.015	0.015	3	0.16
415	0.34	0	0.16	0.016	0	0.016	0	0	0.16	0.16	0.16	0	0	0	0	2.3e-05	0	0	0	0	0	0.24
416	0.00034	0.043	0.00016	0.13	0.043	0.13	0.043	0.043	0.00016	0.00016	0.00016	0.043	0.043	0.0075	0.043	0.12	0.17	0.043	0.043	0.043	16	0.071
417	0.0037	0.014	0.0017	0.38	0.014	0.38	0.014	0.014	0.0017	0.0017	0.0017	0.014	0.014	1.9e-05	0.014	0.092	0.0036	0.014	0.014	0.014	3	0.16
418	0	0.066	0	0.002	0.065	0.002	0.066	0.066	0	0	0	0.066	0.066	0.0019	0.066	0.06	0.27	0.066	0.066	0.066	16	0.071
419	0	0.066	0	0.0031	0.065	0.0031	0.066	0.066	0	0	0	0.066	0.066	0.0023	0.066	0.066	0.27	0.066	0.066	0.066	16	0.071
420	0.0066	0.028	0.0031	0.25	0.028	0.25	0.028	0.028	0.0031	0.0031	0.0031	0.028	0.028	0.0059	0.028	0.1	0.1	0.028	0.028	0.028	3	0.16
421	4.3e-06	0.016	2e-06	0.33	0.016	0.33	0.016	0.016	2e-06	2e-06	2e-06	0.016	0.016	0	0.016	0.18	7.1e-05	0.016	0.016	0.016	3	0.16
422	1.7e-06	0.049	0	0.023	0.048	0.023	0.049	0.049	0	0	0	0.049	0.049	0.016	0.049	0.078	0.37	0.049	0.049	0.049	16	0.071
423	0.34	0	0.16	0.009	0	0.009	0	0	0.16	0.16	0.16	0	0	0	0	8.9e-06	0	0	0	0	0	0.24
424	0.025	0.012	0.012	0.36	0.012	0.36	0.012	0.012	0.012	0.012	0.012	0.012	0.012	0.00023	0.012	0.07	0.011	0.012	0.012	0.012	3	0.16
425	0.014	0.00021	0.0065	0	0.00021	0	0.00021	0.00021	0.0065	0.0065	0.0065	0.00021	0.00021	0.41	0.00021	1.7e-05	0.55	0.00021	0.00021	0.00021	16	0.071
426	0.0086	0.058	0.004	0.069	0.057	0.069	0.058	0.058	0.004	0.004	0.004	0.058	0.058	0.0018	0.058	0.12	0.13	0.058	0.058	0.058	16	0.071
427	0.03	0.00075	0.014	0	0.00074	0	0.00075	0.00075	0.014	0.014	0.014	0.00075	0.00075	0.061	0.00075	3e-05	0.85	0.00075	0.00075	0.00075	16	0.071
428	0.015	3e-05	0.0071	0	3e-05	0	3e-05	3e-05	0.0071	0.0071	0.0071	3e-05	3e-05	0.31	3e-05	0	0.65	3e-05	3e-05	3e-05	16	0.071
429	0.027	0.0076	0.013	0.00013	0.0075	0.00013	0.0076	0.0076	0.013	0.013	0.013	0.0076	0.0076	0.12	0.0076	0.0035	0.73	0.0076	0.0076	0.0076	16	0.071
430	0.0062	0	0.0029	0	0	0	0	0	0.0029	0.0029	0.0029	0	0	0.62	0	0	0.36	0	0	0	13	0.053
431	0.024	0.024	0.011	0.014	0.024	0.014	0.024	0.024	0.011	0.011	0.011	0.024	0.024	0.076	0.024	0.031	0.56	0.024	0.024	0.024	16	0.071
432	0.017	0.00058	0.0081	0	0.00057	0	0.00058	0.00058	0.0081	0.0081	0.0081	0.00058	0.00058	0.33	0.00058	7.8e-05	0.62	0.00058	0.00058	0.00058	16	0.071
433	0.026	0.0051	0.012	6.2e-05	0.0051	6.2e-05	0.0051	0.0051	0.012	0.012	0.012	0.0051	0.0051	0.15	0.0051	0.002	0.72	0.0051	0.0051	0.0051	16	0.071
434	0.025	0.022	0.012	0.0068	0.022	0.0068	0.022	0.022	0.012	0.012	0.012	0.022	0.022	0.072	0.022	0.024	0.59	0.022	0.022	0.022	16	0.071
435	0.028	0.0034	0.013	4.4e-06	0.0034	4.4e-06	0.0034	0.0034	0.013	0.013	0.013	0.0034	0.0034	0.11	0.0034	0.00075	0.77	0.0034	0.0034	0.0034	16	0.071
436	0.015	0.046	0.0071	0.056	0.046	0.056	0.046	0.046	0.0071	0.0071	0.0071	0.046	0.046	0.012	0.046	0.086	0.28	0.046	0.046	0.046	16	0.071
437	0.0016	0.031	0.00074	0.27	0.03	0.27	0.031	0.031	0.00074	0.00074	0.00074	0.031	0.031	0.00014	0.031	0.13	0.019	0.031	0.031	0.031	3	0.16
438	0.0075	0.075	0.0035	0.013	0.074	0.013	0.075	0.075	0.0035	0.0035	0.0035	0.075	0.075	0.00031	0.075	0.11	0.094	0.075	0.075	0.075	15	0.12
439	0.011	0.044	0.0051	0.11	0.044	0.11	0.044	0.044	0.0051	0.0051	0.0051	0.044	0.044	0.0076	0.044	0.1	0.2	0.044	0.044	0.044	16	0.071
440	1.8e-06	0.034	0	0.13	0.034	0.13	0.034	0.034	0	0	0	0.034	0.034	0	0.034	0.39	4.1e-06	0.034	0.034	0.034	15	0.12
441	0.016	0.052	0.0074	0.031	0.051	0.031	0.052	0.052	0.0074	0.0074	0.0074	0.052	0.052	0.0078	0.052	0.083	0.28	0.052	0.052	0.052	16	0.071
