SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0
671	0.37	4.5e-05	0.0056	5.3e-05	0.18	0.055	0.23	0.16	0	0.11
672	0.14	0	0.08	0	0.69	0.063	0.029	0.0026	4	0.071
673	0.00035	0.035	0	0.041	0	0	0.0083	0.92	7	0.16
674	0.0069	0.045	0	0.053	9.9e-06	7.5e-05	0.037	0.86	7	0.16
675	0.28	0.00041	0.00074	0.00048	0.047	0.025	0.26	0.38	7	0.16
676	0.01	0.0087	0	0.01	7.6e-06	9e-05	0.055	0.92	7	0.16
677	2.7e-06	0	0.6	0	0.4	0.0004	0	0	2	0.053
678	0.082	0	0.028	0	0.81	0.077	0.0047	1e-05	4	0.071
679	0.35	1.6e-05	8.1e-05	1.8e-05	0.021	0.023	0.33	0.27	0	0.11
680	0.31	5.9e-05	0.026	7e-05	0.35	0.062	0.16	0.1	4	0.071
681	0.027	0.036	1e-06	0.043	0.00034	0.00071	0.075	0.82	7	0.16
682	0.61	0	2.6e-06	0	0.01	0.036	0.32	0.018	0	0.11
683	0.52	0	0.0017	0	0.23	0.1	0.14	0.0077	0	0.11
684	0.24	0.00021	8e-05	0.00024	0.014	0.015	0.28	0.45	7	0.16
685	0.28	0	0.014	0	0.55	0.1	0.05	0.0016	4	0.071
686	0.42	3.1e-06	0.006	3.7e-06	0.23	0.07	0.2	0.074	0	0.11
687	0.0082	0.0019	0	0.0022	1.5e-06	4.4e-05	0.058	0.93	7	0.16
688	0.012	0.00098	0	0.0012	3e-06	7.6e-05	0.076	0.91	7	0.16
689	0.11	0.0071	6.3e-05	0.0084	0.0067	0.0059	0.17	0.7	7	0.16
690	0.55	0	0.00023	0	0.065	0.057	0.28	0.049	0	0.11
691	0.16	0	0.069	0	0.66	0.067	0.038	0.0042	4	0.071
692	0.023	7.6e-05	0	8.9e-05	3.3e-06	0.00013	0.13	0.85	7	0.16
693	0.0021	0.036	0	0.042	0	9.5e-06	0.021	0.9	7	0.16
694	0.064	0.055	0.00013	0.065	0.0065	0.0039	0.1	0.7	7	0.16
695	0.0041	0.00056	0	0.00065	0	1e-05	0.046	0.95	7	0.16
696	0.14	0.0012	2.8e-05	0.0015	0.0057	0.007	0.22	0.62	7	0.16
697	0.16	0.00079	2.6e-05	0.00093	0.0059	0.0076	0.23	0.59	7	0.16
698	0.018	0.00028	0	0.00033	3.7e-06	0.00011	0.1	0.88	7	0.16
699	0.0029	0	0.17	0	0.81	0.014	3.4e-05	0	4	0.071
700	0.31	0	0.016	0	0.51	0.097	0.069	0.0042	4	0.071
701	0.18	0.0084	0.0017	0.0098	0.047	0.017	0.19	0.55	7	0.16
702	0.027	0.03	0	0.035	0.00029	0.00068	0.078	0.83	7	0.16
703	8.2e-05	0	0.33	0	0.66	0.0026	0	0	4	0.071
704	0.33	0	0.0035	0	0.49	0.14	0.035	0.00017	4	0.071
705	0.42	9.2e-06	0.00087	1.1e-05	0.081	0.046	0.29	0.16	0	0.11
706	0.023	0.0043	0	0.0051	4.7e-05	0.00032	0.09	0.88	7	0.16
707	0.46	2.4e-06	0.00053	2.8e-06	0.071	0.047	0.3	0.13	0	0.11
708	0.16	6.9e-06	0	8.1e-06	0.00033	0.0028	0.34	0.51	7	0.16
709	0.00014	0	0.45	0	0.54	0.0025	0	0	4	0.071
710	0.1	0	0.094	0	0.73	0.057	0.017	0.00085	4	0.071
711	0.41	0	0.0058	0	0.36	0.1	0.11	0.0064	0	0.11
712	0.46	0	0.0041	0	0.23	0.08	0.19	0.038	0	0.11
713	0.04	0.014	1.2e-06	0.016	0.00049	0.0011	0.1	0.83	7	0.16
714	0.038	0.0065	0	0.0076	0.00026	0.00085	0.11	0.84	7	0.16
715	0.52	0	0	0	0.0032	0.019	0.41	0.046	0	0.11
716	0.21	0	0.04	0	0.62	0.08	0.045	0.0034	4	0.071
717	0.24	0	0.012	0	0.61	0.11	0.028	0.00029	4	0.071
718	0.063	0	0.16	0	0.73	0.042	0.0093	0.00047	4	0.071
719	0.079	0.0073	1.3e-05	0.0085	0.0025	0.0033	0.15	0.75	7	0.16
720	0.0008	0.021	0	0.024	0	1.5e-06	0.014	0.94	7	0.16
721	0.44	4.8e-06	0.0025	5.7e-06	0.15	0.06	0.25	0.11	0	0.11
722	0.22	0.005	0.004	0.0058	0.084	0.025	0.2	0.46	7	0.16
723	0.00025	0.31	0	0.37	0	1.2e-06	0.003	0.31	3	0.24
724	0.0016	0.00083	0	0.00098	0	2.2e-06	0.027	0.97	7	0.16
725	0.026	0	0.15	0	0.79	0.032	0.0016	9.4e-06	4	0.071
726	0.64	0	0.00014	0	0.12	0.12	0.11	0.00085	0	0.11
727	0.19	0.0022	0.00031	0.0026	0.022	0.014	0.22	0.55	7	0.16
728	0.34	9e-06	3.1e-05	1.1e-05	0.013	0.019	0.35	0.28	6	0.12
729	0.015	0	0.14	0	0.82	0.028	0.00061	1e-06	4	0.071
730	0.42	0	0.007	0	0.31	0.087	0.15	0.026	0	0.11
731	0.08	0.0047	7.4e-06	0.0055	0.0019	0.003	0.16	0.75	7	0.16
732	0.34	2.8e-06	7.3e-06	3.2e-06	0.0066	0.015	0.38	0.26	6	0.12
733	0.33	0	0.018	0	0.45	0.087	0.1	0.015	4	0.071
734	0.28	0.00078	0.0026	0.00092	0.088	0.032	0.24	0.36	7	0.16
735	0.24	0.00035	0.00014	0.00041	0.018	0.016	0.27	0.46	7	0.16
736	0.28	0.00088	0.0024	0.001	0.083	0.031	0.24	0.37	7	0.16
737	0.14	0.0026	0.00016	0.003	0.013	0.009	0.19	0.64	7	0.16
738	0	0.028	0	0.033	0	0	0	0.94	7	0.16
739	0.37	2.3e-05	0.0059	2.7e-05	0.19	0.056	0.23	0.15	0	0.11
740	0.18	0.0012	0.00012	0.0014	0.014	0.012	0.23	0.55	7	0.16
741	0.00012	0.067	0	0.079	0	0	0.0039	0.85	7	0.16
742	0.00017	0.13	0	0.15	0	0	0.0015	0.72	7	0.16
743	0	0.24	0	0.28	0	0	0	0.48	7	0.16
744	0	0.048	0	0.057	0	0	0	0.89	7	0.16
745	0.0012	0.088	0	0.1	0	5.3e-06	0.014	0.79	7	0.16
746	0.037	0.011	0	0.012	0.00032	0.00088	0.1	0.84	7	0.16
747	0	0.42	0	0.49	0	0	0	0.091	3	0.24
748	0	0.037	0	0.044	0	0	0	0.92	7	0.16
749	0	0.084	0	0.099	0	0	0	0.82	7	0.16
750	0.026	0.037	6.7e-06	0.044	0.00087	0.001	0.058	0.83	7	0.16
751	0	0.045	0	0.053	0	0	2.4e-06	0.9	7	0.16
752	0	0.35	0	0.41	0	0	6.4e-05	0.23	3	0.24
753	0.19	0.0013	0.00087	0.0015	0.039	0.018	0.19	0.56	7	0.16
754	0.19	0.0045	0.011	0.0053	0.13	0.028	0.15	0.48	7	0.16
755	0.2	0	0.065	0	0.6	0.067	0.059	0.012	4	0.071
756	0.34	0	0.015	0	0.45	0.092	0.096	0.01	4	0.071
757	0.35	0.00012	0.0072	0.00015	0.18	0.051	0.22	0.19	0	0.11
758	0.0019	0.04	0	0.047	0	8.4e-06	0.02	0.89	7	0.16
759	0.45	0	0.0049	0	0.26	0.084	0.17	0.031	0	0.11
760	0	0.35	0	0.41	0	0	1.5e-05	0.23	3	0.24
761	0.12	0.016	0.00034	0.019	0.016	0.0084	0.16	0.67	7	0.16
762	0.5	0	0.00053	0	0.083	0.055	0.28	0.08	0	0.11
763	0.0012	0.31	0	0.37	4e-06	1.7e-05	0.0071	0.32	3	0.24
764	0.043	0.018	2.7e-06	0.021	0.00075	0.0014	0.1	0.81	7	0.16
765	0.34	1.3e-06	0.02	1.5e-06	0.4	0.078	0.13	0.035	4	0.071
766	0.00097	0	0.44	0	0.56	0.0053	1.4e-05	0	4	0.071
767	0.24	0	0.044	0	0.55	0.074	0.076	0.015	4	0.071
768	0.22	0.0048	0.00094	0.0056	0.043	0.02	0.23	0.48	7	0.16
769	0.51	0	0.0012	0	0.13	0.069	0.24	0.05	0	0.11
770	0	0.0086	0	0.01	0	0	0	0.98	7	0.16
771	0.25	1e-06	0.045	1.2e-06	0.53	0.072	0.084	0.021	4	0.071
772	0.041	0.019	2.4e-06	0.023	0.00068	0.0013	0.1	0.82	7	0.16
773	0.14	0	0.088	0	0.68	0.061	0.03	0.0031	4	0.071
774	0.0035	0	0.31	0	0.67	0.011	8.6e-05	0	4	0.071
775	0.089	0	0.1	0	0.74	0.054	0.014	0.00059	4	0.071
776	0.12	0.00079	5.8e-06	0.00093	0.0024	0.0045	0.21	0.65	7	0.16
777	0.46	1.4e-06	0.0021	1.6e-06	0.15	0.065	0.24	0.079	0	0.11
778	0.027	0.03	0	0.035	0.00029	0.00068	0.078	0.83	7	0.16
779	0.46	0	0.0028	0	0.31	0.11	0.1	0.0036	0	0.11
780	0.25	0	0.033	0	0.57	0.083	0.061	0.006	4	0.071
781	0.067	0.0043	2.8e-06	0.0051	0.0011	0.0021	0.15	0.77	7	0.16
782	0.0014	0.087	0	0.1	0	6.8e-06	0.015	0.79	7	0.16
783	0.067	1.9e-05	0	2.2e-05	3.2e-05	0.00063	0.23	0.7	7	0.16
784	0	0.1	0	0.12	0	0	0	0.77	7	0.16
785	0.0022	0.065	0	0.076	0	1.2e-05	0.019	0.84	7	0.16
786	0.0012	0.0035	0	0.0041	0	2e-06	0.021	0.97	7	0.16
787	0.58	0	0.0003	0	0.09	0.072	0.24	0.023	0	0.11
788	0.1	0	0.088	0	0.74	0.058	0.016	0.00066	4	0.071
789	0	0.1	0	0.12	0	0	0	0.77	7	0.16
790	0.23	0.0045	0.0099	0.0052	0.14	0.032	0.19	0.39	7	0.16
791	0.1	0.012	0.0001	0.014	0.0079	0.006	0.16	0.7	7	0.16
792	0.0042	0.0034	0	0.0039	0	1.8e-05	0.036	0.95	7	0.16
793	0.00079	0.024	0	0.028	0	0	0.012	0.93	7	0.16
794	0.13	0.00082	1.4e-05	0.00096	0.0041	0.0061	0.2	0.66	7	0.16
795	0.059	0.036	0.13	0.042	0.68	0.04	0.0083	0.00053	4	0.071
796	0.017	0.13	1.4e-05	0.15	0.00093	0.00076	0.037	0.67	7	0.16
797	0.19	9.2e-05	0	0.00011	0.00042	0.0037	0.35	0.45	7	0.16
798	0.13	0.0043	0.00024	0.0051	0.015	0.0094	0.16	0.68	7	0.16
799	0.12	0.033	0.12	0.039	0.6	0.048	0.033	0.012	4	0.071
800	0.23	0.0038	0.00055	0.0044	0.036	0.02	0.22	0.49	7	0.16
801	0.19	0.00013	0	0.00015	0.00062	0.0043	0.33	0.47	7	0.16
802	0.11	0.0079	0.00029	0.0093	0.014	0.0079	0.14	0.72	7	0.16
803	0.49	0.0014	4.5e-06	0.0017	0.0087	0.025	0.37	0.11	0	0.11
804	4.8e-05	6.5e-05	0.0013	7.6e-05	0.0016	4.4e-05	7.2e-06	1	7	0.16
805	0.00023	0.031	0.11	0.036	0.81	0.006	0	0	4	0.071
806	0.35	0.033	0.0055	0.039	0.4	0.11	0.067	0.0027	4	0.071
807	0.063	0.041	0.075	0.048	0.72	0.049	0.0062	0.00013	4	0.071
808	0.56	0.0025	1.1e-05	0.003	0.016	0.037	0.33	0.056	0	0.11
809	0.0028	4e-06	0	4.7e-06	0	2.4e-06	0.048	0.95	7	0.16
810	0.0022	0.037	0.088	0.043	0.81	0.015	1.4e-05	0	4	0.071
811	0	0.12	0	0.14	0	0	0.00029	0.75	7	0.16
812	0.0025	0.041	0	0.048	0	1.9e-05	0.018	0.89	7	0.16
813	0.012	0.036	0.14	0.042	0.75	0.024	0.00044	0	4	0.071
814	0.0037	0.22	0	0.25	4.5e-05	8.7e-05	0.014	0.51	7	0.16
815	0.001	0.0024	0	0.0029	0	0	0.015	0.98	7	0.16
816	0.15	0.035	0.074	0.042	0.59	0.058	0.039	0.0088	4	0.071
817	0.67	0.0011	0	0.0013	0.0052	0.035	0.28	0.0068	0	0.11
818	0.00053	0.00012	0	0.00014	0	0	0.015	0.98	7	0.16
819	0.027	0.0036	0	0.0042	0.00016	0.00057	0.079	0.89	7	0.16
820	0.17	0.0001	0	0.00012	0.00048	0.0035	0.31	0.51	7	0.16
821	0.25	0.018	0.022	0.021	0.26	0.047	0.15	0.23	4	0.071
822	0.41	0.0035	0.00011	0.0041	0.03	0.031	0.31	0.22	0	0.11
823	0.24	0.0054	0.0012	0.0064	0.057	0.025	0.21	0.45	7	0.16
824	0.014	0.1	4.2e-06	0.12	0.00047	0.00053	0.037	0.72	7	0.16
825	0.19	0.00013	0	0.00016	0.00067	0.0043	0.32	0.49	7	0.16
826	0.13	7.5e-05	0	8.9e-05	0.00034	0.0026	0.27	0.59	7	0.16
827	0.025	0.0074	0	0.0087	0.00021	0.0006	0.071	0.89	7	0.16
828	0.27	0.0024	0.00012	0.0028	0.021	0.019	0.27	0.41	7	0.16
829	0.086	0.00041	0	0.00048	0.0009	0.0025	0.17	0.74	7	0.16
830	0.0073	0.00042	0	0.00049	0	3.6e-05	0.051	0.94	7	0.16
831	0.51	0.011	0.00059	0.012	0.1	0.065	0.24	0.059	0	0.11
832	0.054	0.00074	0	0.00087	0.00039	0.0013	0.13	0.81	7	0.16
833	0.21	0.039	0.022	0.046	0.56	0.084	0.037	0.002	4	0.071
834	0.00016	0.021	0	0.025	0	0	0.0047	0.95	7	0.16
835	0.27	0.014	0.011	0.017	0.19	0.043	0.18	0.28	7	0.16
836	0.62	0.0093	0.00012	0.011	0.074	0.079	0.2	0.011	0	0.11
837	0.016	0.11	6.6e-06	0.13	0.00061	0.00062	0.037	0.71	7	0.16
838	0.09	0.00028	0	0.00032	0.00074	0.0025	0.18	0.73	7	0.16
839	0.0006	0.11	0	0.13	0	2.6e-06	0.0069	0.74	7	0.16
840	0.094	0.033	0.0019	0.038	0.033	0.0097	0.11	0.68	7	0.16
841	0.5	0.00094	0	0.0011	0.0051	0.022	0.39	0.085	0	0.11
842	0.76	0.0069	0	0.0081	0.034	0.12	0.069	3.6e-05	0	0.11
843	0.21	0.026	0.059	0.031	0.42	0.052	0.098	0.1	4	0.071
844	0.28	0.016	0.014	0.019	0.22	0.047	0.17	0.24	0	0.11
845	0.011	0.026	0	0.03	5.3e-05	0.0002	0.041	0.89	7	0.16
846	0.18	6e-05	0	7e-05	0.00025	0.003	0.36	0.46	7	0.16
847	0.16	0.0001	0	0.00012	0.00049	0.0034	0.3	0.53	7	0.16
848	0.24	0.034	0.029	0.04	0.5	0.076	0.067	0.013	4	0.071
849	0.11	0.0028	7.6e-05	0.0033	0.0082	0.0069	0.16	0.71	7	0.16
850	0.00047	0.015	0.49	0.018	0.47	0.0034	5e-06	0	2	0.053
851	0.01	0.023	0	0.027	4.2e-05	0.00017	0.04	0.9	7	0.16
852	0.39	0.0036	0.00013	0.0042	0.031	0.031	0.31	0.23	0	0.11
853	0.28	9.6e-05	0.028	0.00011	0.33	0.057	0.14	0.16	4	0.071
854	0.41	0	0.0056	0	0.37	0.11	0.098	0.0074	0	0.11
855	0	0.098	0	0.11	0	0	0	0.79	7	0.16
856	0.00096	0.0073	0	0.0085	0	2.3e-06	0.013	0.97	7	0.16
857	0	0.045	0	0.053	0	0	4.8e-06	0.9	7	0.16
858	0.026	0.0014	0	0.0017	7.4e-05	0.00043	0.085	0.89	7	0.16
859	0.026	0	0.082	0	0.85	0.04	0.001	0	4	0.071
860	0.28	0	0.027	0	0.52	0.084	0.077	0.014	4	0.071
861	0.0042	0.079	0	0.093	8.9e-05	0.00013	0.012	0.81	7	0.16
862	0	0.014	0	0.017	0	0	0	0.97	7	0.16
863	0.39	6.6e-06	0.00043	7.7e-06	0.056	0.038	0.28	0.23	0	0.11
864	0.067	0	0.14	0	0.74	0.044	0.0098	0.00068	4	0.071
865	0.32	2.1e-05	0.019	2.5e-05	0.33	0.064	0.15	0.12	4	0.071
866	0.54	0.0091	0.00033	0.011	0.082	0.064	0.24	0.048	0	0.11
867	0.11	0.00097	2.2e-05	0.0011	0.0044	0.0054	0.17	0.71	7	0.16
868	0	0.015	0	0.018	0	0	0	0.97	7	0.16
869	0	0.021	0	0.025	0	0	0	0.95	7	0.16
870	0.31	7.7e-05	0.00077	9.1e-05	0.056	0.03	0.25	0.36	7	0.16
871	0	0.028	0	0.033	0	0	0	0.94	7	0.16
872	0.0053	0.0094	0	0.011	3.3e-06	4.3e-05	0.032	0.94	7	0.16
873	0	0.026	0	0.031	0	0	0	0.94	7	0.16
874	0	0.45	0	0.53	0	0	0	0.025	3	0.24
875	0.11	0.0063	0.00032	0.0074	0.016	0.0084	0.14	0.71	7	0.16
876	0.0072	0	0	2e-06	0	9.5e-06	0.084	0.91	7	0.16
877	0.076	0.00091	2.9e-06	0.0011	0.0013	0.0026	0.14	0.77	7	0.16
878	0.088	0	0.0049	0	0.79	0.12	0.0021	0	4	0.071
879	0.16	0	0.042	0	0.69	0.079	0.025	0.0012	4	0.071
880	0.41	0	0.0051	2.2e-06	0.22	0.07	0.2	0.095	0	0.11
881	0.039	0.0017	0	0.002	0.00026	0.0009	0.1	0.85	7	0.16
882	0.18	0.0009	0.00029	0.0011	0.021	0.013	0.19	0.59	7	0.16
883	0	0.16	0	0.19	0	0	0	0.65	7	0.16
884	7e-06	0.069	0	0.081	0	0	0.00075	0.85	7	0.16
885	0.094	0.047	0.025	0.055	0.7	0.074	0.0068	4e-05	4	0.071
886	0.58	0	0.00059	0	0.15	0.095	0.17	0.0083	0	0.11
887	0.24	0	0.042	0	0.56	0.076	0.069	0.011	4	0.071
888	0.12	0.00032	1.8e-06	0.00037	0.0014	0.0038	0.23	0.64	7	0.16
889	0.00021	0.00073	0	0.00086	0	0	0.0097	0.99	7	0.16
890	0.42	2.5e-06	0.0065	3e-06	0.24	0.072	0.2	0.067	0	0.11
891	0.3	0.00064	0.0066	0.00076	0.15	0.041	0.22	0.29	0	0.11
892	0.27	0.00063	0.00085	0.00074	0.048	0.024	0.25	0.41	7	0.16
893	0.071	0.073	0.00044	0.085	0.012	0.0054	0.1	0.65	7	0.16
894	0.3	1.7e-05	0.029	2e-05	0.39	0.068	0.14	0.067	4	0.071
895	0.16	5.1e-05	0	6e-05	0.0012	0.0044	0.29	0.54	7	0.16
896	0.19	0.0059	0.0014	0.0069	0.045	0.018	0.2	0.54	7	0.16
897	0.36	0.0001	0.0039	0.00012	0.14	0.047	0.24	0.21	0	0.11
898	0.00029	0.053	0	0.063	0	0	0.0066	0.88	7	0.16
899	0.025	0	0.044	0	0.88	0.047	0.00067	0	4	0.071
900	0.089	0.00083	4e-06	0.00097	0.0017	0.0032	0.16	0.74	7	0.16
901	0.033	0.042	0.067	0.05	0.76	0.042	0.0017	5.9e-06	4	0.071
902	0.25	0.035	0.022	0.041	0.5	0.082	0.062	0.0077	4	0.071
903	0.16	0.04	0.041	0.046	0.61	0.071	0.028	0.0021	4	0.071
904	0.0003	0.022	0.29	0.026	0.66	0.0044	0	0	4	0.071
905	0.23	0.0015	0.0011	0.0018	0.048	0.022	0.23	0.46	7	0.16
906	0.21	0.011	0.008	0.013	0.13	0.03	0.16	0.44	7	0.16
907	0.022	0.025	0.33	0.03	0.57	0.019	0.0032	0.00035	4	0.071
908	0.31	0.0003	0.014	0.00036	0.23	0.051	0.2	0.2	0	0.11
909	0.062	0.0014	0	0.0017	0.00039	0.0014	0.16	0.78	7	0.16
910	0.3	0.00036	0.018	0.00042	0.25	0.051	0.18	0.19	0	0.11
911	0.24	0.0022	0.0031	0.0025	0.083	0.028	0.22	0.42	7	0.16
912	0.11	1.8e-05	0	2.1e-05	0.00017	0.0017	0.28	0.6	7	0.16
913	0.51	0.0096	0.00051	0.011	0.091	0.061	0.25	0.069	0	0.11
914	0.35	0.037	0.0021	0.044	0.39	0.13	0.038	0.00025	4	0.071
915	0.45	0.023	0.0031	0.027	0.26	0.093	0.13	0.015	0	0.11
916	0.37	0.0042	0.00023	0.0049	0.038	0.031	0.29	0.27	0	0.11
917	0.63	0.0026	5.2e-06	0.0031	0.016	0.044	0.28	0.018	0	0.11
918	0.26	0.0037	0.00044	0.0044	0.037	0.022	0.24	0.44	7	0.16
919	0.12	0.0032	0.00012	0.0037	0.011	0.008	0.16	0.69	7	0.16
920	0.04	0.04	0.09	0.047	0.74	0.041	0.0029	3e-05	4	0.071
921	0.27	0.012	0.0075	0.014	0.16	0.04	0.19	0.31	7	0.16
922	0.11	0.037	0.089	0.043	0.64	0.053	0.022	0.0029	4	0.071
