SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster	dcf0
569	0.032	0.41	2.7e-06	0	0.14	0.0025	0.00019	0	0	0	0.41	0	1	0.61
570	0	0	0	0	0	0	0.001	0	1	0.0016	0	0	8	0.13
571	0.0078	0.49	1.2e-05	0	0.012	0.00016	0.0037	0	0	0.00061	0.49	0	1	0.61
572	0.014	0.031	0	0	0.57	0.35	2.6e-06	0	0	0	0.031	0	4	0.47
573	0.0019	0.5	4.2e-06	0	0.00028	0	0.00046	0	0	0	0.5	0	1	0.61
574	0	0	0	0.99	0	0	0	0.0058	0	0	0	0	3	0
575	0.031	0.4	3e-06	0	0.17	0.0055	0.00024	0	0	0	0.4	0	1	0.61
576	0.06	0.24	0	0	0.45	0.0054	1.1e-05	0	0	0	0.24	0	4	0.47
577	0.02	0.4	5.7e-06	0	0.15	0.03	0.0012	0	0	0.00012	0.4	0	1	0.61
578	0.011	0.48	8e-06	0	0.019	0.00015	0.0015	0	0	2.8e-05	0.48	0	1	0.61
579	0.0014	0.0004	0	0	0.3	0.7	0	0	0	0	0.0004	0	5	0.39
580	0.012	0.46	1e-05	0	0.053	0.0052	0.0032	0	0	0.0013	0.46	1.1e-05	1	0.61
581	0.0096	0.48	1.1e-05	0	0.023	0.00074	0.0035	0	0	0.00085	0.48	2.3e-06	1	0.61
582	0.027	0.39	3.6e-06	0	0.18	0.012	0.0004	0	0	2.6e-06	0.39	0	1	0.61
583	0.012	0.46	1.1e-05	0	0.059	0.0098	0.0041	0	0	0.0041	0.46	0.00014	1	0.61
584	0	0	0	1	0	0	0	0.00017	0	0	0	0	3	0
585	0.051	0.37	1.3e-06	0	0.21	0.0012	3.8e-05	0	0	0	0.37	0	1	0.61
586	0.048	0.39	1.5e-06	0	0.17	0.00083	4.5e-05	0	0	0	0.39	0	1	0.61
587	0.013	0.48	7.3e-06	0	0.029	0.00036	0.0013	0	0	2.3e-05	0.48	0	1	0.61
588	0.013	0.4	9.5e-06	0	0.11	0.055	0.0037	0	0.00013	0.0067	0.4	0.00082	1	0.61
589	0.0048	0.49	1.6e-05	0	0.0041	2e-05	0.006	0	0	0.0016	0.49	2.1e-06	1	0.61
590	0.028	0.46	2.6e-06	0	0.046	6.7e-05	0.00012	0	0	0	0.46	0	1	0.61
591	0.027	0.24	1.8e-06	0	0.38	0.12	0.00019	0	0	1.6e-06	0.24	0	4	0.47
592	0.00082	0.00062	0	0	0.13	0.86	0	0	1.3e-06	0	0.00062	0	5	0.39
593	0	0.45	0	0.094	0	0	2.6e-05	0.0064	4.4e-05	0	0.45	0	1	0.61
594	0.0049	0.5	6.6e-06	0	0.00067	0	0.00058	0	0	0	0.5	0	1	0.61
595	0.002	0.5	8.8e-06	0	0.0016	1.7e-05	0.0037	0	0	0.00088	0.5	0	1	0.61
596	0	0	0.00013	0	0	0	0.009	0.99	0.0029	0	0	0	7	0.043
597	0.016	0.48	4.7e-06	0	0.019	3.2e-05	0.0004	0	0	0	0.48	0	1	0.61
598	0.0046	0.5	8.5e-06	0	0.00088	0	0.0011	0	0	0	0.5	0	1	0.61
599	0.0055	0.48	1.7e-05	0	0.008	0.00015	0.008	0	0	0.0083	0.48	0.00012	1	0.61
600	0	0	0	1	0	0	0	2.1e-05	0	0	0	0	3	0
601	0.0089	0.42	3.8e-06	0	0.081	0.073	0.0011	0	9.8e-06	0.00072	0.42	0.0049	1	0.61
602	0	0	4.5e-06	0	0	0	0.069	0.034	0.9	0.00024	0	0	8	0.13
603	0	0	9.5e-05	0	0	0	0.15	0.72	0.13	0	0	0	7	0.043
604	0.06	0.43	0	0	0.088	2.2e-05	1.1e-05	0	0	0	0.43	0	1	0.61
605	0.026	0.32	3.1e-06	0	0.27	0.065	0.00042	0	0	8.8e-06	0.32	0	1	0.61
606	0.0093	0.49	9.5e-06	0	0.014	0.00011	0.0021	0	0	9e-05	0.49	0	1	0.61
607	0.013	0.48	8e-06	0	0.029	0.0005	0.0016	0	0	5.5e-05	0.48	0	1	0.61
608	0.037	0.45	1.9e-06	0	0.071	9.6e-05	6.3e-05	0	0	0	0.45	0	1	0.61
609	0.036	0.39	2.3e-06	0	0.18	0.0037	0.00014	0	0	0	0.39	0	1	0.61
610	0.072	0.37	0	0	0.19	0.00016	8.7e-06	0	0	0	0.37	0	1	0.61
611	0.015	0.49	2.8e-06	0	0.0053	0	9.7e-05	0	0	0	0.49	0	1	0.61
612	0.0061	0.49	9.7e-06	0	0.0032	2.4e-06	0.0018	0	0	1.4e-05	0.49	0	1	0.61
613	0.0056	0.49	1.2e-05	0	0.0042	1e-05	0.0033	0	0	0.00018	0.49	0	1	0.61
614	0.0035	0.5	1.2e-05	0	0.00078	0	0.0025	0	0	1.6e-05	0.5	0	1	0.61
615	0.029	0.17	0	0	0.5	0.14	5.9e-05	0	0	0	0.17	0	4	0.47
616	0.024	0.005	0	0	0.96	0.0099	0	0	0	0	0.005	0	4	0.47
617	0.019	0.42	6.3e-06	0	0.12	0.015	0.0013	0	0	0.00011	0.42	0	1	0.61
618	0.0048	0.48	1.9e-05	0	0.0073	0.00018	0.011	0	0	0.024	0.48	0.0011	1	0.61
619	0.0091	0.0015	0	0	0.89	0.097	0	0	0	0	0.0015	0	4	0.47
620	0.061	0.21	0	0	0.51	0.0064	7.8e-06	0	0	0	0.21	0	4	0.47
621	0.016	0.082	0	0	0.44	0.38	3.5e-05	0	0	0	0.082	0	4	0.47
622	0.068	0.067	0	0	0.8	0.0032	0	0	0	0	0.067	0	4	0.47
623	0.024	0.47	3e-06	0	0.034	4.4e-05	0.00016	0	0	0	0.47	0	1	0.61
624	0.00059	0.5	7.3e-06	0	1.3e-05	0	0.0013	0	0	1e-06	0.5	0	1	0.61
625	0.003	0.49	9e-06	0	0.006	0.0005	0.005	0	0	0.014	0.49	0.0013	1	0.61
626	0.024	0.3	0	0	0.31	0.07	4.2e-05	0	0	0	0.3	0	4	0.47
627	0.051	0.17	0	0	0.58	0.019	9.5e-06	0	0	0	0.17	0	4	0.47
628	0.15	0.32	0	0	0.2	4.1e-06	0	0	0	0	0.32	0	1	0.61
629	0.0039	0.49	6e-06	0	0.0057	0.00012	0.0018	0	0	0.00032	0.49	0	1	0.61
630	0.043	0.17	0	0	0.57	0.037	1.7e-05	0	0	0	0.17	0	4	0.47
631	0.017	0.44	6.8e-06	0	0.091	0.0085	0.0014	0	0	0.00012	0.44	0	1	0.61
632	0.012	0.49	6.3e-06	0	0.013	2.9e-05	0.00079	0	0	2.1e-06	0.49	0	1	0.61
633	0.015	0.43	2.1e-06	0	0.11	0.021	0.00026	0	0	3.5e-06	0.43	0	1	0.61
634	0.017	0.43	7.5e-06	0	0.1	0.016	0.0019	0	0	0.00038	0.43	1.6e-06	1	0.61
635	0.0084	0.49	8e-06	0	0.0066	9.1e-06	0.0013	0	0	6.7e-06	0.49	0	1	0.61
636	0.016	0.39	7.6e-06	0	0.14	0.06	0.0023	0	3.2e-06	0.0016	0.39	5e-05	1	0.61
637	0.0077	0.49	1.3e-05	0	0.014	0.00026	0.0043	0	0	0.0012	0.49	3.3e-06	1	0.61
638	0.0089	0.49	7.5e-06	0	0.0067	7.7e-06	0.0011	0	0	3.5e-06	0.49	0	1	0.61
639	0.0023	0.5	1.4e-05	0	0.00025	0	0.0032	0	0	1.6e-05	0.5	0	1	0.61
640	0.002	0.5	8.5e-06	0	0.0013	7e-06	0.0034	0	0	0.0011	0.5	2.1e-06	1	0.61
641	0.009	0.49	2.8e-06	0	0.02	0.00032	0.00035	0	0	2e-06	0.49	0	1	0.61
642	0.022	0.36	4.6e-06	0	0.2	0.05	0.00083	0	0	5.7e-05	0.36	0	1	0.61
643	0.00051	0.49	3.2e-05	0	9.7e-06	0	0.015	0	0	0.00044	0.49	0	1	0.61
644	0.012	0.46	1e-05	0	0.05	0.0045	0.0032	0	0	0.0013	0.46	9.7e-06	1	0.61
645	0.033	0.45	2.3e-06	0	0.071	0.00016	9.5e-05	0	0	0	0.45	0	1	0.61
646	0.011	0.49	7.3e-06	0	0.015	5.6e-05	0.0011	0	0	8.3e-06	0.49	0	1	0.61
647	0.00033	0.47	4.8e-05	0	6.8e-06	0	0.041	0	0	0.019	0.47	3.2e-06	1	0.61
648	0.0067	0.0079	0	0	0.46	0.51	0	0	0	0	0.0079	0	5	0.39
649	0.038	0.37	2.1e-06	0	0.22	0.0056	0.00012	0	0	0	0.37	0	1	0.61
650	0.014	0.45	8.9e-06	0	0.079	0.012	0.0026	0	0	0.001	0.45	9.7e-06	1	0.61
651	0.0052	0.49	1.6e-05	0	0.006	5.9e-05	0.0069	0	0	0.0037	0.49	1.7e-05	1	0.61
652	0.017	0.44	7.4e-06	0	0.098	0.014	0.0018	0	0	0.0003	0.44	0	1	0.61
653	0.0011	0.5	2e-05	0	4.8e-05	0	0.0056	0	0	3.9e-05	0.5	0	1	0.61
654	0.007	0.49	1e-05	0	0.006	1.5e-05	0.0023	0	0	5.8e-05	0.49	0	1	0.61
655	0.0057	0.49	1.5e-05	0	0.0067	5.8e-05	0.0054	0	0	0.0016	0.49	3.3e-06	1	0.61
656	0.0055	0.48	1.7e-05	0	0.0092	0.00024	0.0088	0	0	0.014	0.48	0.0004	1	0.61
657	0.0042	0.44	2e-05	0	0.0074	0.00031	0.014	0	0	0.085	0.44	0.019	1	0.61
658	0.025	0.46	3.5e-06	0	0.057	0.00029	0.00025	0	0	0	0.46	0	1	0.61
659	0.014	0.47	7.1e-06	0	0.035	0.00056	0.0012	0	0	2.5e-05	0.47	0	1	0.61
660	0.019	0.43	6e-06	0	0.11	0.0095	0.0011	0	0	5.5e-05	0.43	0	1	0.61
661	0.0031	0.5	8.6e-06	0	0.00024	0	0.00093	0	0	0	0.5	0	1	0.61
662	0.0027	0.49	1.9e-05	0	0.00085	0	0.0079	0	0	0.0013	0.49	0	1	0.61
663	0.0014	0.48	2.9e-05	0	0.00026	0	0.019	0	0	0.015	0.48	2.9e-05	1	0.61
664	0	0	0	0	0	2.2e-06	0	0.00033	1	0	0	0	8	0.13
665	0	0.5	1.5e-05	0	0	0	0.0054	0	0	0.0011	0.5	2.5e-06	1	0.61
666	0.0093	0.47	3.5e-06	0	0.044	0.0056	0.00069	0	0	4.6e-05	0.47	0	1	0.61
667	0.014	0.4	2.3e-06	0	0.13	0.05	0.00035	0	0	1.4e-05	0.4	0	1	0.61
668	0	0	0	0.99	0	0	0	0.0093	0	0	0	0	3	0
669	0	0.5	3.7e-06	0	0	0	0.00027	0	0	0	0.5	0.00017	1	0.61
670	0.0019	0.5	7.1e-06	0	0.0007	0	0.002	0	0	9.7e-05	0.5	0	1	0.61
671	0.013	0.47	2.1e-06	0	0.037	0.00071	0.00019	0	0	0	0.47	0	1	0.61
672	0.019	0.47	1.1e-06	0	0.037	9.4e-05	3.9e-05	0	0	0	0.47	0	1	0.61
673	0	0.0053	0	0	0	0	0.0018	0	0	0.5	0.0053	0.49	9	0.83
674	0.015	0.16	0	0	0.34	0.32	3.3e-05	0	0	0	0.16	0	4	0.47
675	0.0092	0.2	1.1e-06	0	0.18	0.41	0.00021	0	0.00024	2.9e-05	0.2	0	5	0.39
676	1.3e-05	0.36	5.4e-05	0	0	0	0.11	0	0	0.18	0.36	3.4e-05	1	0.61
677	0.0069	0.48	4.5e-06	0	0.024	0.0024	0.0012	0	0	0.00018	0.48	0	1	0.61
678	0	0.5	8.4e-06	0	0	0	0.0015	0	0	1.5e-05	0.5	0	1	0.61
679	0.012	0.47	0	0	0.039	0.0034	0	0	0	0	0.47	0	1	0.61
680	0.0093	0.49	0	0	0.0067	1.1e-05	0	0	0	0	0.49	0	1	0.61
681	0.042	0.37	0	0	0.21	0.0054	0	0	0	0	0.37	0	1	0.61
682	0.02	0.45	0	0	0.069	0.0029	0	0	0	0	0.45	0	1	0.61
683	0.042	0.33	0	0	0.29	0.015	0	0	0	0	0.33	0	1	0.61
684	0.00063	0.48	1.6e-05	0	0.00011	0	0.012	0	0	0.02	0.48	0.00015	1	0.61
685	0.0064	0.49	4e-06	0	0.013	0.00028	0.00075	0	0	2.3e-05	0.49	0	1	0.61
686	0	0	0	0	0	0	0.0022	2.2e-06	0.79	0.21	0	1e-05	8	0.13
687	0	0	0	0.91	0	0	0	0.088	0.0014	0	0	0	3	0
688	0	0	0	0	0	0	0	0.012	0.99	0	0	0	8	0.13
689	0.014	0.27	1.2e-06	0	0.23	0.21	0.00015	0	0	3.8e-06	0.27	0	1	0.61
690	0.014	0.44	2.3e-06	0	0.089	0.014	0.00032	0	0	5.7e-06	0.44	0	1	0.61
691	0	0	0	0	0	0	0	0	1	0	0	0	8	0.13
692	0.015	0.48	1.5e-06	0	0.03	0.00014	8.3e-05	0	0	0	0.48	0	1	0.61
693	0	0.48	8.3e-06	0	0	0	0.0023	0	0	0.0073	0.48	0.025	1	0.61
694	0.0084	0.46	4.3e-06	0	0.054	0.021	0.0012	0	0	0.00045	0.46	5.4e-06	1	0.61
695	0.017	0.41	1.7e-06	0	0.14	0.024	0.00017	0	0	1.1e-06	0.41	0	1	0.61
696	0.011	0.14	0	0	0.26	0.44	5.6e-05	0	0	0	0.14	0	5	0.39
697	0	0	0	0	0	0	0	0.064	0.94	0	0	0	8	0.13
698	1.7e-06	0.012	1.6e-06	0	0	0	0.0049	0	0	0.57	0.012	0.4	9	0.83
699	0	0.5	9.5e-06	0	0	0	0.0025	0	0	0.00042	0.5	0	1	0.61
700	0.003	0.5	6.4e-06	0	0.0026	1.7e-05	0.0019	0	0	0.00023	0.5	0	1	0.61
701	0	0.00015	0	0	0	0	4.1e-05	0	0	0.051	0.00015	0.95	11	0.96
702	0	0.39	0	0	0	0	1.5e-06	0	0	0	0.39	0.23	1	0.61
703	0	0.022	0	0	0	0	1.1e-06	0	0	0.00058	0.022	0.95	11	0.96
704	0.017	0.46	1.6e-06	0	0.069	0.0019	0.00011	0	0	0	0.46	0	1	0.61
705	3e-05	0.4	4.4e-05	0	0	0	0.073	0	0	0.13	0.4	5.9e-05	1	0.61
706	0	0.49	5e-06	0	0	0	0.00067	0	0	0.00015	0.49	0.013	1	0.61
707	0.0012	0.013	0	0	0.05	0.38	7.2e-06	0.00071	0.54	0	0.013	0	8	0.13
708	0.012	0.49	1.7e-06	0	0.016	3.5e-05	9.7e-05	0	0	0	0.49	0	1	0.61
709	0.0013	0.5	6.5e-06	0	0.00015	0	0.0014	0	0	7.2e-06	0.5	0	1	0.61
710	0.0096	0.42	3.6e-06	0	0.084	0.058	0.00097	0	0	0.00037	0.42	5.8e-06	1	0.61
711	0.0035	0.49	7.7e-06	0	0.0071	0.00045	0.0034	0	0	0.0037	0.49	8.9e-05	1	0.61
712	0	0.5	8.9e-06	0	0	0	0.0018	0	0	2.9e-05	0.5	5.4e-06	1	0.61
713	0.001	0.49	1.3e-05	0	0.0003	0	0.0079	0	0	0.0081	0.49	4.8e-05	1	0.61
714	0.023	0.48	0	0	0.012	0	5.4e-06	0	0	0	0.48	0	1	0.61
715	0.0059	0.49	2.6e-06	0	0.0039	3.4e-06	0.00024	0	0	0	0.49	0	1	0.61
716	0.057	0.21	0	0	0.52	0.005	0	0	0	0	0.21	0	4	0.47
717	0.011	0.49	1.8e-06	0	0.013	2.3e-05	0.00011	0	0	0	0.49	0	1	0.61
718	0.015	0.35	1.7e-06	0	0.18	0.1	0.00022	0	0	5.6e-06	0.35	0	1	0.61
719	0.046	0.3	0	0	0.34	0.0046	5.1e-06	0	0	0	0.3	0	4	0.47
720	0.012	0.47	2.4e-06	0	0.038	0.0012	0.00028	0	0	1.6e-06	0.47	0	1	0.61
721	0.00083	0.00084	0	0	0.14	0.86	0	0	0	0	0.00084	0	5	0.39
722	0.013	0.31	1.6e-06	0	0.19	0.18	0.00025	0	0	1.5e-05	0.31	0	1	0.61
723	0.0066	0.49	4.1e-06	0	0.016	0.0005	0.00082	0	0	3.6e-05	0.49	0	1	0.61
724	0.0023	0.5	7.8e-06	0	0.0017	1.1e-05	0.0029	0	0	0.00068	0.5	0	1	0.61
725	0.01	0.46	3.3e-06	0	0.052	0.0078	0.00063	0	0	3.8e-05	0.46	0	1	0.61
726	0.0041	0.49	6.9e-06	0	0.0093	0.00066	0.0027	0	0	0.002	0.49	3e-05	1	0.61
727	0	0.5	2.3e-06	0	0	0	0.0001	0	0	0	0.5	0.0041	1	0.61
728	0	0.3	0	0	0	0	0	0	0	0	0.3	0.41	11	0.96
729	0	0	0	0	0	0	0	0	0	5.1e-06	0	1	11	0.96
730	0	0.45	2.2e-05	0	0	0	0.015	0	0	0.07	0.45	0.0052	1	0.61
731	0.0064	0.49	3.8e-06	0	0.012	0.00018	0.00067	0	0	1.5e-05	0.49	0	1	0.61
732	0	6.5e-06	0	0	0	0	3e-05	0	0	0.081	6.5e-06	0.92	11	0.96
733	0.036	0.47	0	0	0.021	0	2.2e-06	0	0	0	0.47	0	1	0.61
734	0.0061	0.47	1.7e-05	0	0.014	0.00081	0.0094	0	0	0.027	0.47	0.0024	1	0.61
735	0.013	0.45	9.8e-06	0	0.069	0.011	0.0032	0	0	0.0018	0.45	3e-05	1	0.61
736	0.01	0.49	4.2e-06	0	0.0033	0	0.00024	0	0	0	0.49	0	1	0.61
737	0	0	0	0.99	0	0	0	0.0082	0	0	0	0	3	0
738	0.0025	0.5	7.8e-06	0	0.0022	2.1e-05	0.003	0	0	0.00097	0.5	2.4e-06	1	0.61
739	0.012	0.037	0	0	0.46	0.46	7.1e-06	0	0	0	0.037	0	5	0.39
740	0.002	0.5	1.6e-05	0	0.00021	0	0.0043	0	0	4.4e-05	0.5	0	1	0.61
741	0.0041	0.5	0	0	0.0021	5.5e-06	0	0	0	0	0.5	0	1	0.61
742	0.016	0.4	0	0	0.12	0.066	0	0	0	0	0.4	0	1	0.61
743	0.0024	0.5	1e-05	0	0.00015	0	0.0013	0	0	0	0.5	0	1	0.61
744	0.00036	0.49	4.1e-05	0	5.4e-06	0	0.026	0	0	0.0023	0.49	0	1	0.61
745	0.01	0.49	0	0	0.01	3.7e-05	0	0	0	0	0.49	0	1	0.61
746	0.016	0.39	7.3e-06	0	0.14	0.059	0.0022	0	1.6e-06	0.0013	0.39	3.3e-05	1	0.61
747	0.028	0.42	3.4e-06	0	0.13	0.0037	0.00031	0	0	0	0.42	0	1	0.61
748	0.009	0.49	6.3e-06	0	0.005	2.1e-06	0.00068	0	0	0	0.49	0	1	0.61
749	0.023	0.26	2.7e-06	0	0.31	0.14	0.0004	0	0	1.7e-05	0.26	0	4	0.47
750	0.018	0.46	5.7e-06	0	0.059	0.0013	0.00081	0	0	8.8e-06	0.46	0	1	0.61
751	0.013	0.48	8.1e-06	0	0.032	0.00068	0.0017	0	0	7.3e-05	0.48	0	1	0.61
752	0.042	0.42	1.7e-06	0	0.11	0.00027	5.4e-05	0	0	0	0.42	0	1	0.61
753	0.0093	0.49	4.3e-06	0	0.0023	0	0.00023	0	0	0	0.49	0	1	0.61
754	0.0084	0.0051	0	0	0.66	0.32	0	0	0	0	0.0051	0	4	0.47
755	0.00054	0.15	1.3e-05	0	0.0003	2.3e-06	0.015	0	0	0.39	0.15	0.29	9	0.83
756	0.01	0.03	0	0	0.44	0.49	5e-06	0	0	0	0.03	0	5	0.39
757	0.0016	0.5	0	0	0.00036	0	0	0	0	0	0.5	0	1	0.61
758	0.026	0.4	3.8e-06	0	0.16	0.0094	0.00044	0	0	3e-06	0.4	0	1	0.61
759	0.002	0.47	2.7e-05	0	0.00074	1.4e-06	0.018	0	0	0.032	0.47	0.00036	1	0.61
760	0.0023	0.5	1.4e-05	0	0.00026	0	0.003	0	0	1.3e-05	0.5	0	1	0.61
761	3.3e-05	0.36	9.3e-05	0	0	0	0.16	0	0	0.13	0.36	5.7e-06	1	0.61
762	0.003	0.5	0	0	0.00073	0	0	0	0	0	0.5	0	1	0.61
763	0.0033	0.00016	0	0	0.81	0.18	0	0	0	0	0.00016	0	4	0.47
764	1.7e-06	0	0	0	0.014	0.99	0	0	0	0	0	0	5	0.39
765	0	0	0	0	0.0043	1	0	0	0	0	0	0	5	0.39
766	0.048	0.2	0	0	0.52	0.034	0	0	0	0	0.2	0	4	0.47
767	0.0047	0.49	1.4e-05	0	0.0033	9e-06	0.0048	0	0	0.00059	0.49	0	1	0.61
768	7.7e-06	0.063	2e-05	0	0	0	0.053	0	0	0.81	0.063	0.0059	9	0.83
769	0.063	0.16	0	0	0.61	0.0072	3.4e-06	0	0	0	0.16	0	4	0.47
770	0	0	0	0	0	0	0	0.97	0.029	0	0	0	7	0.043
771	8.8e-06	0.37	0.00014	0	0	0	0.23	0	0	0.026	0.37	0	1	0.61
772	0.0033	0.5	1.3e-05	0	0.00076	0	0.0029	0	0	3e-05	0.5	0	1	0.61
773	0.0053	0.5	9.8e-06	0	0.0021	0	0.0017	0	0	8.8e-06	0.5	0	1	0.61
774	0.0022	0.49	2.1e-05	0	0.00051	0	0.0091	0	0	0.0015	0.49	0	1	0.61
775	0	0.48	2.3e-05	0	0	0	0.014	0	0	0.028	0.48	0.00055	1	0.61
776	0.00028	0.49	3.3e-05	0	1.3e-06	0	0.013	0	0	5e-05	0.49	0	1	0.61
777	1.9e-05	0.47	9.2e-05	0	0	0	0.068	0	0	0.00022	0.47	0	1	0.61
778	3.9e-05	0.32	7.8e-05	0	0	0	0.14	0	0	0.22	0.32	4.3e-05	1	0.61
779	0.029	0.4	3.3e-06	0	0.17	0.0077	0.00032	0	0	1e-06	0.4	0	1	0.61
780	0.0014	0.5	0	0	0.00016	0	0	0	0	0	0.5	0	1	0.61
781	0.0046	0.49	1.6e-05	0	0.0038	1.7e-05	0.0064	0	0	0.0019	0.49	2.8e-06	1	0.61
782	0.0096	0.0017	0	0	0.9	0.09	0	0	0	0	0.0017	0	4	0.47
783	0.015	0.44	8.4e-06	0	0.083	0.012	0.0023	0	0	0.00067	0.44	4.3e-06	1	0.61
784	0.0061	0.48	1.6e-05	0	0.011	0.00027	0.0074	0	0	0.0078	0.48	0.00013	1	0.61
785	0.011	0.49	7.3e-06	0	0.015	5.6e-05	0.0011	0	0	8.3e-06	0.49	0	1	0.61
786	0.0048	0.5	8.4e-06	0	0.001	0	0.0011	0	0	0	0.5	0	1	0.61
787	0.013	0.46	9.6e-06	0	0.061	0.007	0.0029	0	0	0.0011	0.46	9.2e-06	1	0.61
788	0.015	0.49	4.6e-06	0	0.015	1.5e-05	0.00037	0	0	0	0.49	0	1	0.61
789	0.0053	0.48	1.7e-05	0	0.0078	0.00015	0.0085	0	0	0.01	0.48	0.00018	1	0.61
790	0.0026	0.49	1.8e-05	0	0.00069	0	0.0063	0	0	0.00049	0.49	0	1	0.61
791	0.0026	0.49	1.9e-05	0	0.00069	0	0.0071	0	0	0.00076	0.49	0	1	0.61
792	0	0	0	1	0	0	0	0.0018	0	0	0	0	3	0
793	0.0045	0.46	2e-05	0	0.0076	0.00028	0.013	0	0	0.057	0.46	0.0076	1	0.61
794	0.0038	0.49	1.5e-05	0	0.0017	1.7e-06	0.0047	0	0	0.00033	0.49	0	1	0.61
795	0.033	0.46	2.2e-06	0	0.057	7.4e-05	8.2e-05	0	0	0	0.46	0	1	0.61
796	0.029	0.43	3.1e-06	0	0.1	0.0011	0.00022	0	0	0	0.43	0	1	0.61
797	0.0028	0.5	1.7e-05	0	0.0007	0	0.0053	0	0	0.00025	0.5	0	1	0.61
798	0.0093	0.047	0	0	0.32	0.57	2.9e-05	0	5.5e-05	0	0.047	0	5	0.39
799	0.02	0.14	0	0	0.43	0.27	9.5e-05	0	0	0	0.14	0	4	0.47
800	0.0055	0.49	0	0	0.0077	0.00025	0	0	0	0	0.49	0	1	0.61
801	0.011	0.49	7e-06	0	0.013	3.5e-05	0.001	0	0	5e-06	0.49	0	1	0.61
802	0.035	0.29	1.8e-06	0	0.35	0.033	0.00012	0	0	0	0.29	0	4	0.47
803	0.00015	2.3e-05	0	0	0.067	0.93	0	0	0	0	2.3e-05	0	5	0.39
804	0.051	0.38	1.3e-06	0	0.18	0.00068	3.5e-05	0	0	0	0.38	0	1	0.61
805	0.0074	0.46	2.4e-06	0	0.042	0.028	0.00091	0	4.1e-05	0.0018	0.46	0.00033	1	0.61
806	0.013	0.45	0	0	0.066	0.019	0	0	0	0	0.45	0	1	0.61
807	0.0096	0.48	1e-05	0	0.018	0.00029	0.0026	0	0	0.00025	0.48	0	1	0.61
808	0.0038	0.46	2.1e-05	0	0.0047	9.6e-05	0.014	0	0	0.055	0.46	0.0049	1	0.61
809	0.012	0.44	1.1e-05	0	0.078	0.024	0.0044	0	0	0.0072	0.44	0.00063	1	0.61
810	0.0029	0.49	1.7e-05	0	0.00086	0	0.0059	0	0	0.00044	0.49	0	1	0.61
811	0.00086	0.49	2.8e-05	0	4.3e-05	0	0.013	0	0	0.00099	0.49	0	1	0.61
812	0.00051	0.5	2.3e-05	0	4.3e-06	0	0.0058	0	0	6.9e-06	0.5	0	1	0.61
813	0.011	0.45	1.2e-05	0	0.061	0.016	0.0054	0	0	0.012	0.45	0.0015	1	0.61
814	0.018	0.43	6.9e-06	0	0.11	0.015	0.0015	0	0	0.0002	0.43	0	1	0.61
815	0.015	0.46	7.9e-06	0	0.054	0.0027	0.0018	0	0	0.00015	0.46	0	1	0.61
816	0.03	0.4	3.2e-06	0	0.17	0.0066	0.00029	0	0	0	0.4	0	1	0.61
817	0.0075	0.016	0	0	0.4	0.56	1.9e-06	0	0	0	0.016	0	5	0.39
818	0.037	0.35	2.1e-06	0	0.25	0.01	0.00014	0	0	0	0.35	0	1	0.61
819	0.024	0.43	4.4e-06	0	0.11	0.0047	0.00054	0	0	4.1e-06	0.43	0	1	0.61
820	0.0031	0.42	2.2e-05	0	0.0037	7.8e-05	0.016	0	0	0.11	0.42	0.02	1	0.61
821	0.0063	0.49	1.5e-05	0	0.01	0.0002	0.0063	0	0	0.004	0.49	3e-05	1	0.61
822	0.018	0.096	0	0	0.46	0.33	4.2e-05	0	0	0	0.096	0	4	0.47
823	0.022	0.46	0	0	0.056	0.00082	0	0	0	0	0.46	0	1	0.61
824	0.035	0.16	0	0	0.52	0.11	0	0	0	0	0.16	0	4	0.47
825	0.041	0.042	0	0	0.84	0.033	0	0	0	0	0.042	0	4	0.47
826	0.00033	0.5	0	0	5.2e-06	0	0	0	0	0	0.5	0	1	0.61
827	0.0058	0.49	0	0	0.013	0.0014	5.8e-06	0	0	0	0.49	0	1	0.61
828	0.012	0.48	0	0	0.019	0.00021	0	0	0	0	0.48	0	1	0.61
829	0.027	0.074	0	0	0.62	0.2	0	0	0	0	0.074	0	4	0.47
830	0.0019	0.5	0	0	0.00064	0	0	0	0	0	0.5	0	1	0.61
831	0.0036	0.5	0	0	0.00095	0	0	0	0	0	0.5	0	1	0.61
832	0.015	0.45	0	0	0.074	0.016	0	0	0	0	0.45	0	1	0.61
833	0.013	0.44	0	0	0.075	0.029	0	0	0	0	0.44	0	1	0.61
834	0	0.5	9.3e-06	0	0	0	0.0021	0	0	0.00012	0.5	0	1	0.61
835	0.0074	0.49	0	0	0.019	0.0022	0	0	0	0	0.49	0	1	0.61
836	0.005	0.49	0	0	0.0069	0.00025	0	0	0	0	0.49	0	1	0.61
837	0.013	0.11	0	0	0.28	0.5	0	0	0	0	0.11	0	5	0.39
838	0.0032	0.5	0	0	0.0013	2.5e-06	0	0	0	0	0.5	0	1	0.61
839	0	0.5	2.9e-06	0	0	0	0.0002	0	0	0	0.5	0	1	0.61
840	0.018	0.45	0	0	0.08	0.008	0	0	0	0	0.45	0	1	0.61
841	0.025	0.45	0	0	0.081	0.0019	0	0	0	0	0.45	0	1	0.61
842	0.026	0.41	0	0	0.14	0.013	0	0	0	0	0.41	0	1	0.61
