SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0
348	0.0011	0.25	0.0011	0.0066	0	0.2	0.25	0.0066	0.25	0.0051	0.0066	0.0051	0	0	0.0011	0.0051	0.0066	0.0066	6	0.15
349	5e-05	0.069	5e-05	0.1	0	0.055	0.069	0.1	0.069	0.078	0.1	0.078	0	0.00028	5e-05	0.078	0.1	0.1	3	0.23
350	0.058	0.22	0.058	0.00014	1.2e-06	0.17	0.22	0.00014	0.22	0.00011	0.00014	0.00011	0	0	0.058	0.00011	0.00014	0.00014	6	0.15
351	0.0071	0.21	0.0071	0.024	0	0.17	0.21	0.024	0.21	0.018	0.024	0.018	0	3.5e-06	0.0071	0.018	0.024	0.024	6	0.15
352	0	0.18	0	0.041	0	0.15	0.18	0.041	0.18	0.032	0.041	0.032	2.8e-06	0.00099	0	0.032	0.041	0.041	6	0.15
353	0.00078	0.2	0.00078	0.033	0	0.16	0.2	0.033	0.2	0.026	0.033	0.026	0	3.3e-05	0.00078	0.026	0.033	0.033	6	0.15
354	0.0047	0.22	0.0047	0.019	0	0.18	0.22	0.019	0.22	0.015	0.019	0.015	0	8.7e-06	0.0047	0.015	0.019	0.019	6	0.15
355	0.008	0.26	0.008	0.00064	0	0.21	0.26	0.00064	0.26	0.0005	0.00064	0.0005	0	0	0.008	0.0005	0.00064	0.00064	6	0.15
356	0	0.24	0	0.014	0	0.19	0.24	0.014	0.24	0.011	0.014	0.011	0	0.00036	0	0.011	0.014	0.014	6	0.15
357	6.9e-06	0.18	6.9e-06	0.042	0	0.15	0.18	0.042	0.18	0.033	0.042	0.033	0	0	6.9e-06	0.033	0.042	0.042	6	0.15
358	0	0.25	0	0.0075	0	0.2	0.25	0.0075	0.25	0.0058	0.0075	0.0058	0	1.9e-05	0	0.0058	0.0075	0.0075	6	0.15
359	0.0012	0.26	0.0012	0.0016	0	0.21	0.26	0.0016	0.26	0.0012	0.0016	0.0012	0	0	0.0012	0.0012	0.0016	0.0016	6	0.15
360	1.1e-05	0.19	1.1e-05	0.036	0	0.16	0.19	0.036	0.19	0.028	0.036	0.028	0	0	1.1e-05	0.028	0.036	0.036	6	0.15
361	6.5e-06	0.25	6.5e-06	0.0071	0	0.2	0.25	0.0071	0.25	0.0055	0.0071	0.0055	0	0	6.5e-06	0.0055	0.0071	0.0071	6	0.15
362	0.002	0.18	0.002	0.044	0	0.14	0.18	0.044	0.18	0.034	0.044	0.034	0.00051	0.0015	0.002	0.034	0.044	0.044	6	0.15
363	0.0076	0.24	0.0076	0.0063	0	0.2	0.24	0.0063	0.24	0.0049	0.0063	0.0049	0	0	0.0076	0.0049	0.0063	0.0063	6	0.15
364	0.049	0.22	0.049	0.00055	0	0.18	0.22	0.00055	0.22	0.00042	0.00055	0.00042	0	0	0.049	0.00042	0.00055	0.00055	6	0.15
365	0	0.17	0	0.049	0	0.14	0.17	0.049	0.17	0.038	0.049	0.038	0	0.0014	0	0.038	0.049	0.049	6	0.15
366	0.0002	0.25	0.0002	0.0048	0	0.2	0.25	0.0048	0.25	0.0037	0.0048	0.0037	0	0.00013	0.0002	0.0037	0.0048	0.0048	6	0.15
367	7.5e-06	0.18	7.5e-06	0.044	0	0.14	0.18	0.044	0.18	0.034	0.044	0.034	0	0.0014	7.5e-06	0.034	0.044	0.044	6	0.15
368	0.017	0.23	0.017	0.011	0	0.18	0.23	0.011	0.23	0.0084	0.011	0.0084	0	0.00019	0.017	0.0084	0.011	0.011	6	0.15
369	1.2e-05	0.15	1.2e-05	0.058	0	0.12	0.15	0.058	0.15	0.045	0.058	0.045	0	0.002	1.2e-05	0.045	0.058	0.058	6	0.15
370	0.025	0.21	0.025	0.018	0	0.17	0.21	0.018	0.21	0.014	0.018	0.014	0	0.00033	0.025	0.014	0.018	0.018	6	0.15
371	0	0.2	0	0.033	0	0.16	0.2	0.033	0.2	0.025	0.033	0.025	7.4e-06	0.0013	0	0.025	0.033	0.033	6	0.15
372	0.15	0.031	0.15	0.057	0	0.025	0.031	0.057	0.031	0.044	0.057	0.044	0	0	0.15	0.044	0.057	0.057	0	0.083
373	0	0.21	0	0.025	0	0.17	0.21	0.025	0.21	0.019	0.025	0.019	8.7e-06	0.00096	0	0.019	0.025	0.025	6	0.15
374	0	0.063	0	0.1	0	0.051	0.063	0.1	0.063	0.08	0.1	0.08	0	0.0039	0	0.08	0.1	0.1	3	0.23
375	0.00045	0.21	0.00045	0.027	0	0.17	0.21	0.027	0.21	0.021	0.027	0.021	0	0.00087	0.00045	0.021	0.027	0.027	6	0.15
376	0.00038	0.22	0.00038	0.022	0	0.18	0.22	0.022	0.22	0.017	0.022	0.017	0	0.00069	0.00038	0.017	0.022	0.022	6	0.15
377	0	0.043	0	0.11	0	0.035	0.043	0.11	0.043	0.088	0.11	0.088	0	0.004	0	0.088	0.11	0.11	3	0.23
378	0	0.13	0	0.071	0	0.1	0.13	0.071	0.13	0.055	0.071	0.055	0	0.0025	0	0.055	0.071	0.071	6	0.15
379	0	0.07	0	0.1	0	0.056	0.07	0.1	0.07	0.077	0.1	0.077	0	0.0032	0	0.077	0.1	0.1	3	0.23
380	0.032	0.22	0.032	0.0082	0	0.18	0.22	0.0082	0.22	0.0064	0.0082	0.0064	0	8.5e-06	0.032	0.0064	0.0082	0.0082	6	0.15
381	2.4e-05	0.25	2.4e-05	0.0078	0	0.2	0.25	0.0078	0.25	0.0061	0.0078	0.0061	0	0.0002	2.4e-05	0.0061	0.0078	0.0078	6	0.15
382	0.031	0.21	0.031	0.013	0	0.17	0.21	0.013	0.21	0.0097	0.013	0.0097	0	0.00011	0.031	0.0097	0.013	0.013	6	0.15
383	0.00087	0.21	0.00087	0.027	0	0.17	0.21	0.027	0.21	0.021	0.027	0.021	0	0.00089	0.00087	0.021	0.027	0.027	6	0.15
384	0.021	0.23	0.021	0.0068	0	0.19	0.23	0.0068	0.23	0.0053	0.0068	0.0053	0	4.5e-05	0.021	0.0053	0.0068	0.0068	6	0.15
385	1.8e-05	0.17	1.8e-05	0.046	0	0.14	0.17	0.046	0.17	0.036	0.046	0.036	0	0.0015	1.8e-05	0.036	0.046	0.046	6	0.15
386	0	0.25	0	0.0046	0	0.2	0.25	0.0046	0.25	0.0036	0.0046	0.0036	0	3.7e-05	0	0.0036	0.0046	0.0046	6	0.15
387	0.097	0.18	0.097	0.00091	0	0.15	0.18	0.00091	0.18	0.0007	0.00091	0.0007	0	0	0.097	0.0007	0.00091	0.00091	6	0.15
388	0.0072	0.22	0.0072	0.021	0	0.17	0.22	0.021	0.22	0.017	0.021	0.017	0	2.1e-05	0.0072	0.017	0.021	0.021	6	0.15
389	0.028	0.21	0.028	0.017	0	0.17	0.21	0.017	0.21	0.013	0.017	0.013	0	6.4e-05	0.028	0.013	0.017	0.017	6	0.15
390	0.032	0.23	0.032	0.0026	0	0.19	0.23	0.0026	0.23	0.002	0.0026	0.002	0	0	0.032	0.002	0.0026	0.0026	6	0.15
391	5.7e-06	0.16	5.7e-06	0.052	0	0.13	0.16	0.052	0.16	0.04	0.052	0.04	0	0.00091	5.7e-06	0.04	0.052	0.052	6	0.15
392	0.33	0.00018	0.33	0	0	0.00015	0.00018	0	0.00018	0	0	0	0	0	0.33	0	0	0	0	0.083
393	0.00027	0.24	0.00027	0.011	0	0.19	0.24	0.011	0.24	0.0088	0.011	0.0088	0	0	0.00027	0.0088	0.011	0.011	6	0.15
394	0	0.23	0	0.018	0	0.18	0.23	0.018	0.23	0.014	0.018	0.014	0	0.00046	0	0.014	0.018	0.018	6	0.15
395	0.14	0.16	0.14	0	2.4e-06	0.13	0.16	0	0.16	0	0	0	0	0	0.14	0	0	0	6	0.15
396	0.3	0.026	0.3	0	3.5e-06	0.021	0.026	0	0.026	0	0	0	0	0	0.3	0	0	0	0	0.083
397	0.0029	0.26	0.0029	0.00098	0	0.21	0.26	0.00098	0.26	0.00076	0.00098	0.00076	0	0	0.0029	0.00076	0.00098	0.00098	6	0.15
398	0.014	0.25	0.014	0.00014	0	0.2	0.25	0.00014	0.25	0.00011	0.00014	0.00011	0	0	0.014	0.00011	0.00014	0.00014	6	0.15
399	2.8e-05	0.26	2.8e-05	0.0006	0	0.21	0.26	0.0006	0.26	0.00046	0.0006	0.00046	0	0	2.8e-05	0.00046	0.0006	0.0006	6	0.15
400	0.011	0.23	0.011	0.015	0	0.18	0.23	0.015	0.23	0.012	0.015	0.012	0	5.8e-06	0.011	0.012	0.015	0.015	6	0.15
401	0	0.0018	0	0.14	0	0.0014	0.0018	0.14	0.0018	0.11	0.14	0.11	0	0	0	0.11	0.14	0.14	3	0.23
402	0	0.11	0	0.081	0	0.086	0.11	0.081	0.11	0.063	0.081	0.063	0	0	0	0.063	0.081	0.081	6	0.15
403	0.00022	0.24	0.00022	0.011	0	0.19	0.24	0.011	0.24	0.0083	0.011	0.0083	0	0	0.00022	0.0083	0.011	0.011	6	0.15
404	9.2e-06	0.19	9.2e-06	0.037	0	0.15	0.19	0.037	0.19	0.029	0.037	0.029	0	0	9.2e-06	0.029	0.037	0.037	6	0.15
405	8.9e-06	0.17	8.9e-06	0.05	0	0.13	0.17	0.05	0.17	0.039	0.05	0.039	0	0	8.9e-06	0.039	0.05	0.05	6	0.15
406	4.5e-05	0.19	4.5e-05	0.039	0	0.15	0.19	0.039	0.19	0.031	0.039	0.031	0	0	4.5e-05	0.031	0.039	0.039	6	0.15
407	0.047	0.21	0.047	0.0059	0	0.17	0.21	0.0059	0.21	0.0045	0.0059	0.0045	0	0	0.047	0.0045	0.0059	0.0059	6	0.15
408	0.00062	0.25	0.00062	0.0046	0	0.2	0.25	0.0046	0.25	0.0036	0.0046	0.0036	0	0	0.00062	0.0036	0.0046	0.0046	6	0.15
409	3.7e-05	0.26	3.7e-05	0.00075	0	0.21	0.26	0.00075	0.26	0.00058	0.00075	0.00058	0	0	3.7e-05	0.00058	0.00075	0.00075	6	0.15
410	0.046	0.23	0.046	0	0	0.18	0.23	0	0.23	0	0	0	0	0	0.046	0	0	0	6	0.15
411	9.9e-05	0.2	9.9e-05	0.032	0	0.16	0.2	0.032	0.2	0.025	0.032	0.025	0	0	9.9e-05	0.025	0.032	0.032	6	0.15
412	0	0.11	0	0.078	0	0.09	0.11	0.078	0.11	0.061	0.078	0.061	0	4e-05	0	0.061	0.078	0.078	6	0.15
413	0	0.089	0	0.09	0	0.071	0.089	0.09	0.089	0.07	0.09	0.07	0	3.1e-06	0	0.07	0.09	0.09	3	0.23
414	0	0.073	0	0.099	0	0.059	0.073	0.099	0.073	0.076	0.099	0.076	0	0	0	0.076	0.099	0.099	3	0.23
415	0	0.073	0	0.099	0	0.059	0.073	0.099	0.073	0.076	0.099	0.076	0	0	0	0.076	0.099	0.099	3	0.23
416	0	0.15	0	0.058	0	0.12	0.15	0.058	0.15	0.045	0.058	0.045	0	0	0	0.045	0.058	0.058	6	0.15
417	0.00056	0.26	0.00056	0.00012	0	0.21	0.26	0.00012	0.26	9.6e-05	0.00012	9.6e-05	0	0	0.00056	9.6e-05	0.00012	0.00012	6	0.15
418	0.00015	0.26	0.00015	0.0025	0	0.21	0.26	0.0025	0.26	0.0019	0.0025	0.0019	0	0	0.00015	0.0019	0.0025	0.0025	6	0.15
419	0.00049	0.22	0.00049	0.024	0	0.17	0.22	0.024	0.22	0.018	0.024	0.018	0	0	0.00049	0.018	0.024	0.024	6	0.15
420	0.0011	0.17	0.0011	0.049	0	0.13	0.17	0.049	0.17	0.038	0.049	0.038	0.00032	0.0016	0.0011	0.038	0.049	0.049	6	0.15
421	0	0.22	0	0.02	0	0.18	0.22	0.02	0.22	0.015	0.02	0.015	0	0	0	0.015	0.02	0.02	6	0.15
422	0.048	0.23	0.048	1.4e-05	0	0.18	0.23	1.4e-05	0.23	1.1e-05	1.4e-05	1.1e-05	0	0	0.048	1.1e-05	1.4e-05	1.4e-05	6	0.15
423	2.1e-05	0.25	2.1e-05	0.0077	0	0.2	0.25	0.0077	0.25	0.0059	0.0077	0.0059	0	0	2.1e-05	0.0059	0.0077	0.0077	6	0.15
424	7e-05	0.23	7e-05	0.016	0	0.19	0.23	0.016	0.23	0.013	0.016	0.013	0	0	7e-05	0.013	0.016	0.016	6	0.15
425	5.6e-05	0.26	5.6e-05	8e-05	0	0.21	0.26	8e-05	0.26	6.2e-05	8e-05	6.2e-05	0	0	5.6e-05	6.2e-05	8e-05	8e-05	6	0.15
426	0.28	0.042	0.28	5.6e-06	0	0.033	0.042	5.6e-06	0.042	4.4e-06	5.6e-06	4.4e-06	0	0	0.28	4.4e-06	5.6e-06	5.6e-06	0	0.083
427	0.33	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0.083
428	1.4e-05	0.17	1.4e-05	0.049	0	0.13	0.17	0.049	0.17	0.038	0.049	0.038	0	0	1.4e-05	0.038	0.049	0.049	6	0.15
429	0	0.23	0	0.018	0	0.18	0.23	0.018	0.23	0.014	0.018	0.014	0	0	0	0.014	0.018	0.018	6	0.15
430	0.0023	0.23	0.0023	0.014	0	0.19	0.23	0.014	0.23	0.011	0.014	0.011	0	0	0.0023	0.011	0.014	0.014	6	0.15
431	0.00025	0.23	0.00025	0.015	0	0.19	0.23	0.015	0.23	0.012	0.015	0.012	0	0	0.00025	0.012	0.015	0.015	6	0.15
432	0.27	0.049	0.27	5e-05	0	0.04	0.049	5e-05	0.049	3.9e-05	5e-05	3.9e-05	0	0	0.27	3.9e-05	5e-05	5e-05	0	0.083
433	0	0.024	0	0.12	0	0.019	0.024	0.12	0.024	0.096	0.12	0.096	0	0.0049	0	0.096	0.12	0.12	3	0.23
434	0	0.076	0	0.097	0	0.061	0.076	0.097	0.076	0.075	0.097	0.075	0	0	0	0.075	0.097	0.097	3	0.23
435	0.00017	0.26	0.00017	0.00012	0	0.21	0.26	0.00012	0.26	9.1e-05	0.00012	9.1e-05	0	0	0.00017	9.1e-05	0.00012	0.00012	6	0.15
436	9e-05	0.25	9e-05	0.006	0	0.2	0.25	0.006	0.25	0.0046	0.006	0.0046	0	0	9e-05	0.0046	0.006	0.006	6	0.15
437	0	0.011	0	0.13	0	0.0085	0.011	0.13	0.011	0.1	0.13	0.1	0	0	0	0.1	0.13	0.13	3	0.23
438	0	0.25	0	0.0065	0	0.2	0.25	0.0065	0.25	0.005	0.0065	0.005	0	0	0	0.005	0.0065	0.0065	6	0.15
439	6.2e-06	0.22	6.2e-06	0.025	0	0.17	0.22	0.025	0.22	0.019	0.025	0.019	0	0	6.2e-06	0.019	0.025	0.025	6	0.15
440	3.4e-05	0.15	3.4e-05	0.059	0	0.12	0.15	0.059	0.15	0.046	0.059	0.046	0	5.7e-06	3.4e-05	0.046	0.059	0.059	6	0.15
441	0.0002	0.16	0.0002	0.052	0	0.13	0.16	0.052	0.16	0.04	0.052	0.04	0	0.0003	0.0002	0.04	0.052	0.052	6	0.15
442	0.00067	0.26	0.00067	0.0024	0	0.21	0.26	0.0024	0.26	0.0019	0.0024	0.0019	0	0	0.00067	0.0019	0.0024	0.0024	6	0.15
443	0	0.094	0	0.083	0	0.076	0.094	0.083	0.094	0.065	0.083	0.065	0.019	0.013	0	0.065	0.083	0.083	6	0.15
444	0.29	0.038	0.29	0	3.3e-06	0.03	0.038	0	0.038	0	0	0	0	0	0.29	0	0	0	0	0.083
445	0.00089	0.18	0.00089	0.044	0	0.14	0.18	0.044	0.18	0.034	0.044	0.034	0	0.00026	0.00089	0.034	0.044	0.044	6	0.15
446	0	0.16	0	0.055	0	0.13	0.16	0.055	0.16	0.043	0.055	0.043	0	0	0	0.043	0.055	0.055	6	0.15
447	0	0.26	0	0.00064	0	0.21	0.26	0.00064	0.26	0.00049	0.00064	0.00049	0	0	0	0.00049	0.00064	0.00064	6	0.15
448	0.044	0.23	0.044	9e-05	0	0.18	0.23	9e-05	0.23	6.9e-05	9e-05	6.9e-05	0	0	0.044	6.9e-05	9e-05	9e-05	6	0.15
449	1.6e-05	0.17	1.6e-05	0.047	0	0.14	0.17	0.047	0.17	0.036	0.047	0.036	0	0	1.6e-05	0.036	0.047	0.047	6	0.15
450	0	0.1	0	0.083	0	0.083	0.1	0.083	0.1	0.065	0.083	0.065	0	2.5e-05	0	0.065	0.083	0.083	6	0.15
451	0.0092	0.26	0.0092	5.5e-05	0	0.21	0.26	5.5e-05	0.26	4.3e-05	5.5e-05	4.3e-05	0	0	0.0092	4.3e-05	5.5e-05	5.5e-05	6	0.15
452	0	0.25	0	0.0047	0	0.2	0.25	0.0047	0.25	0.0036	0.0047	0.0036	0	0	0	0.0036	0.0047	0.0047	6	0.15
453	0.28	0.045	0.28	1.7e-05	0	0.037	0.045	1.7e-05	0.045	1.3e-05	1.7e-05	1.3e-05	0	0	0.28	1.3e-05	1.7e-05	1.7e-05	0	0.083
454	0	0.23	0	0.018	0	0.18	0.23	0.018	0.23	0.014	0.018	0.014	0	0	0	0.014	0.018	0.018	6	0.15
455	0	0.12	0	0.074	0	0.097	0.12	0.074	0.12	0.057	0.074	0.057	0	0	0	0.057	0.074	0.074	6	0.15
456	0.075	0.2	0.075	0.00016	0	0.16	0.2	0.00016	0.2	0.00012	0.00016	0.00012	0	0	0.075	0.00012	0.00016	0.00016	6	0.15
457	2.7e-05	0.25	2.7e-05	0.0057	0	0.2	0.25	0.0057	0.25	0.0044	0.0057	0.0044	0	0	2.7e-05	0.0044	0.0057	0.0057	6	0.15
458	0	0.015	0	0.13	0	0.012	0.015	0.13	0.015	0.1	0.13	0.1	0	6.2e-06	0	0.1	0.13	0.13	3	0.23
459	0	0.22	0	0.021	0	0.18	0.22	0.021	0.22	0.016	0.021	0.016	0	0	0	0.016	0.021	0.021	6	0.15
460	0.0038	0.13	0.0038	0.07	0	0.1	0.13	0.07	0.13	0.054	0.07	0.054	0.00021	0.0021	0.0038	0.054	0.07	0.07	6	0.15
461	0	0.0057	0	0.13	0	0.0046	0.0057	0.13	0.0057	0.1	0.13	0.1	0	8e-05	0	0.1	0.13	0.13	3	0.23
462	1.6e-05	0.045	1.6e-05	0.11	0	0.036	0.045	0.11	0.045	0.088	0.11	0.088	0	0.00069	1.6e-05	0.088	0.11	0.11	3	0.23
463	0.0015	0.22	0.0015	0.021	0	0.18	0.22	0.021	0.22	0.016	0.021	0.016	0	0	0.0015	0.016	0.021	0.021	6	0.15
464	0	0.028	0	0.12	0	0.023	0.028	0.12	0.028	0.094	0.12	0.094	0	0	0	0.094	0.12	0.12	3	0.23
465	0	0.0031	0	0.13	0	0.0025	0.0031	0.13	0.0031	0.1	0.13	0.1	0	2.2e-05	0	0.1	0.13	0.13	3	0.23
466	0	0.0095	0	0.13	0	0.0076	0.0095	0.13	0.0095	0.1	0.13	0.1	0	7.8e-05	0	0.1	0.13	0.13	3	0.23
467	0	0.00037	0	0.14	0	0.0003	0.00037	0.14	0.00037	0.11	0.14	0.11	0	0	0	0.11	0.14	0.14	3	0.23
468	0	0.039	0	0.12	0	0.032	0.039	0.12	0.039	0.09	0.12	0.09	0	7.6e-06	0	0.09	0.12	0.12	3	0.23
469	0	0.0026	0	0.14	0	0.0021	0.0026	0.14	0.0026	0.1	0.14	0.1	0	0	0	0.1	0.14	0.14	3	0.23
470	0	0.00054	0	0.14	0	0.00043	0.00054	0.14	0.00054	0.11	0.14	0.11	0	0	0	0.11	0.14	0.14	3	0.23
471	0	0.17	0	0.046	0	0.14	0.17	0.046	0.17	0.035	0.046	0.035	0	0	0	0.035	0.046	0.046	6	0.15
472	0	0.013	0	0.13	0	0.01	0.013	0.13	0.013	0.1	0.13	0.1	0	0	0	0.1	0.13	0.13	3	0.23
473	0.00068	0.26	0.00068	2.9e-05	0	0.21	0.26	2.9e-05	0.26	2.2e-05	2.9e-05	2.2e-05	0	0	0.00068	2.2e-05	2.9e-05	2.9e-05	6	0.15
474	0	0.0039	0	0.13	0	0.0032	0.0039	0.13	0.0039	0.1	0.13	0.1	0	0	0	0.1	0.13	0.13	3	0.23
475	0	0.003	0	0.13	0	0.0024	0.003	0.13	0.003	0.1	0.13	0.1	0	7.8e-06	0	0.1	0.13	0.13	3	0.23
476	0	0.1	0	0.085	0	0.08	0.1	0.085	0.1	0.066	0.085	0.066	0	0	0	0.066	0.085	0.085	6	0.15
477	7.6e-06	0.26	7.6e-06	0.0035	0	0.21	0.26	0.0035	0.26	0.0027	0.0035	0.0027	0	0	7.6e-06	0.0027	0.0035	0.0035	6	0.15
478	9.3e-06	0.26	9.3e-06	0.0012	0	0.21	0.26	0.0012	0.26	0.00091	0.0012	0.00091	0	0	9.3e-06	0.00091	0.0012	0.0012	6	0.15
479	0.0041	0.22	0.0041	0.02	0	0.18	0.22	0.02	0.22	0.015	0.02	0.015	0	4.8e-06	0.0041	0.015	0.02	0.02	6	0.15
480	5.2e-05	0.25	5.2e-05	0.0062	0	0.2	0.25	0.0062	0.25	0.0048	0.0062	0.0048	0	0	5.2e-05	0.0048	0.0062	0.0062	6	0.15
481	1.7e-05	0.082	1.7e-05	0.094	0	0.066	0.082	0.094	0.082	0.073	0.094	0.073	0	1.6e-05	1.7e-05	0.073	0.094	0.094	3	0.23
482	0	3.1e-05	0	0.14	0	2.5e-05	3.1e-05	0.14	3.1e-05	0.11	0.14	0.11	0	0	0	0.11	0.14	0.14	3	0.23
483	0.0028	0.23	0.0028	0.015	0	0.19	0.23	0.015	0.23	0.012	0.015	0.012	0	0	0.0028	0.012	0.015	0.015	6	0.15
484	0	0.067	0	0.1	0	0.054	0.067	0.1	0.067	0.079	0.1	0.079	0	0	0	0.079	0.1	0.1	3	0.23
485	0.31	0.015	0.31	0	1.9e-06	0.012	0.015	0	0.015	0	0	0	0	0	0.31	0	0	0	0	0.083
486	0	0.13	0	0.072	0	0.1	0.13	0.072	0.13	0.055	0.072	0.055	0	0	0	0.055	0.072	0.072	6	0.15
487	1.5e-05	0.054	1.5e-05	0.11	0	0.044	0.054	0.11	0.054	0.084	0.11	0.084	0	0.00019	1.5e-05	0.084	0.11	0.11	3	0.23
488	8.7e-06	0.21	8.7e-06	0.027	0	0.17	0.21	0.027	0.21	0.021	0.027	0.021	0	0	8.7e-06	0.021	0.027	0.027	6	0.15
489	0	0.16	0	0.054	0	0.13	0.16	0.054	0.16	0.042	0.054	0.042	0	0	0	0.042	0.054	0.054	6	0.15
490	0	0.18	0	0.042	0	0.15	0.18	0.042	0.18	0.032	0.042	0.032	0	0.00094	0	0.032	0.042	0.042	6	0.15
491	0	0.0024	0	0.11	0	0.0019	0.0024	0.11	0.0024	0.086	0.11	0.086	0.024	0.16	0	0.086	0.11	0.11	13	0.38
492	0	0.038	0	0.12	0	0.03	0.038	0.12	0.038	0.091	0.12	0.091	0	2.8e-06	0	0.091	0.12	0.12	3	0.23
493	0	0.067	0	0.1	0	0.054	0.067	0.1	0.067	0.079	0.1	0.079	0	0	0	0.079	0.1	0.1	3	0.23
494	0.03	0.21	0.03	0.014	0	0.17	0.21	0.014	0.21	0.011	0.014	0.011	0	2.8e-06	0.03	0.011	0.014	0.014	6	0.15
495	0.0049	0.22	0.0049	0.02	0	0.18	0.22	0.02	0.22	0.016	0.02	0.016	0	8.2e-06	0.0049	0.016	0.02	0.02	6	0.15
496	0.0078	0.25	0.0078	0.0022	0	0.2	0.25	0.0022	0.25	0.0017	0.0022	0.0017	0	0	0.0078	0.0017	0.0022	0.0022	6	0.15
497	0.27	0.053	0.27	4.1e-06	2.2e-06	0.042	0.053	4.1e-06	0.053	3.2e-06	4.1e-06	3.2e-06	0	0	0.27	3.2e-06	4.1e-06	4.1e-06	0	0.083
498	0	0.02	0	0.13	0	0.016	0.02	0.13	0.02	0.098	0.13	0.098	0	0.00059	0	0.098	0.13	0.13	3	0.23
499	4.9e-05	0.17	4.9e-05	0.051	0	0.13	0.17	0.051	0.17	0.039	0.051	0.039	0	0	4.9e-05	0.039	0.051	0.051	6	0.15
500	0	0	0	0.14	0	0	0	0.14	0	0.11	0.14	0.11	0	0	0	0.11	0.14	0.14	3	0.23
501	0.0087	0.22	0.0087	0.021	0	0.17	0.22	0.021	0.22	0.016	0.021	0.016	2.5e-06	0.00062	0.0087	0.016	0.021	0.021	6	0.15
502	0	0.16	0	0.051	0	0.13	0.16	0.051	0.16	0.04	0.051	0.04	0	0.002	0	0.04	0.051	0.051	6	0.15
503	0	0.25	0	0.0055	0	0.2	0.25	0.0055	0.25	0.0043	0.0055	0.0043	0	0	0	0.0043	0.0055	0.0055	6	0.15
504	2.6e-05	0.26	2.6e-05	0.00048	0	0.21	0.26	0.00048	0.26	0.00037	0.00048	0.00037	0	0	2.6e-05	0.00037	0.00048	0.00048	6	0.15
505	1.5e-05	0.15	1.5e-05	0.059	0	0.12	0.15	0.059	0.15	0.046	0.059	0.046	0	0	1.5e-05	0.046	0.059	0.059	6	0.15
506	0.0031	0.22	0.0031	0.021	0	0.18	0.22	0.021	0.22	0.016	0.021	0.016	0	4e-06	0.0031	0.016	0.021	0.021	6	0.15
507	0	0.16	0	0.054	0	0.13	0.16	0.054	0.16	0.042	0.054	0.042	3.1e-06	0.0033	0	0.042	0.054	0.054	6	0.15
508	0.0026	0.23	0.0026	0.016	0	0.19	0.23	0.016	0.23	0.012	0.016	0.012	0	0	0.0026	0.012	0.016	0.016	6	0.15
509	6.6e-05	0.15	6.6e-05	0.058	0	0.12	0.15	0.058	0.15	0.045	0.058	0.045	0	3.4e-05	6.6e-05	0.045	0.058	0.058	6	0.15
510	0.076	0.2	0.076	6.5e-05	0	0.16	0.2	6.5e-05	0.2	5.1e-05	6.5e-05	5.1e-05	0	0	0.076	5.1e-05	6.5e-05	6.5e-05	6	0.15
511	6e-05	0.21	6e-05	0.028	0	0.17	0.21	0.028	0.21	0.021	0.028	0.021	0	0	6e-05	0.021	0.028	0.028	6	0.15
512	0.33	0.004	0.33	0	0	0.0032	0.004	0	0.004	0	0	0	0	0	0.33	0	0	0	0	0.083
513	0.2	0.11	0.2	3.9e-05	0	0.087	0.11	3.9e-05	0.11	3.1e-05	3.9e-05	3.1e-05	0	0	0.2	3.1e-05	3.9e-05	3.9e-05	0	0.083
514	0.00062	0.26	0.00062	0.0035	0	0.21	0.26	0.0035	0.26	0.0027	0.0035	0.0027	0	0	0.00062	0.0027	0.0035	0.0035	6	0.15
515	0.00099	0.24	0.00099	0.013	0	0.19	0.24	0.013	0.24	0.01	0.013	0.01	0	0	0.00099	0.01	0.013	0.013	6	0.15
516	0	0.14	0	0.062	0	0.11	0.14	0.062	0.14	0.048	0.062	0.048	0	0	0	0.048	0.062	0.062	6	0.15
517	0	0.26	0	3.4e-05	0	0.21	0.26	3.4e-05	0.26	2.6e-05	3.4e-05	2.6e-05	0	0	0	2.6e-05	3.4e-05	3.4e-05	6	0.15
518	0.33	0.0021	0.33	0	0	0.0017	0.0021	0	0.0021	0	0	0	0	0	0.33	0	0	0	0	0.083
519	0	0.1	0	0.082	0	0.084	0.1	0.082	0.1	0.064	0.082	0.064	0	2.3e-06	0	0.064	0.082	0.082	6	0.15
520	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0.013	0	0	0	0	12	0.62
521	0.00012	0.26	0.00012	0.0011	0	0.21	0.26	0.0011	0.26	0.00083	0.0011	0.00083	0	0	0.00012	0.00083	0.0011	0.0011	6	0.15
522	0.0099	0.25	0.0099	0.00012	0	0.21	0.25	0.00012	0.25	9e-05	0.00012	9e-05	0	0	0.0099	9e-05	0.00012	0.00012	6	0.15
523	1.7e-05	0.26	1.7e-05	0.0024	0	0.21	0.26	0.0024	0.26	0.0019	0.0024	0.0019	0	0	1.7e-05	0.0019	0.0024	0.0024	6	0.15
