SNV	cluster0	cluster1	cluster2	cluster	dcf0
1369	0	0.28	0.72	2	0.15
1370	2.6e-06	0.49	0.51	2	0.15
1371	0	0.29	0.71	2	0.15
1372	0.4	0.0048	0.6	2	0.15
1373	0.019	0.27	0.71	2	0.15
1374	4e-06	0.29	0.71	2	0.15
1375	0	0.19	0.81	2	0.15
1376	0.98	0	0.016	0	0.083
1377	0	0.33	0.67	2	0.15
1378	0.038	0.0012	0.96	2	0.15
1379	0	0.16	0.84	2	0.15
1380	0	0.07	0.93	2	0.15
1381	0.0053	1.8e-05	0.99	2	0.15
1382	0.00018	0.82	0.18	1	0.23
1383	0.97	0	0.033	0	0.083
1384	0.14	0	0.86	2	0.15
1385	0.85	0.00012	0.15	0	0.083
1386	0	0.24	0.76	2	0.15
1387	0.21	0.0033	0.79	2	0.15
1388	0.98	0	0.016	0	0.083
1389	0.17	0.0036	0.83	2	0.15
1390	0.006	0.23	0.77	2	0.15
1391	0.9	0	0.099	0	0.083
1392	0	0.047	0.95	2	0.15
1393	0.011	0.28	0.71	2	0.15
1394	0.031	0.022	0.95	2	0.15
1395	0	0.05	0.95	2	0.15
1396	0	0.11	0.89	2	0.15
1397	0.0046	0.012	0.98	2	0.15
1398	0.021	0.34	0.63	2	0.15
1399	0.87	2.8e-05	0.13	0	0.083
1400	0.00044	0.49	0.51	2	0.15
1401	0.18	0.0013	0.82	2	0.15
1402	0.99	0	0.0078	0	0.083
1403	0	0.29	0.71	2	0.15
1404	0	0.66	0.34	1	0.23
1405	0.0062	0.18	0.81	2	0.15
1406	0	0.0027	1	2	0.15
1407	0.25	1.1e-05	0.75	2	0.15
1408	0	0.016	0.98	2	0.15
1409	0.18	0.018	0.81	2	0.15
1410	0.98	0	0.019	0	0.083
1411	4.1e-05	0.17	0.83	2	0.15
1412	7.9e-06	0.46	0.54	2	0.15
1413	5.2e-06	0.45	0.55	2	0.15
1414	0.021	0.0081	0.97	2	0.15
1415	0.0021	0.05	0.95	2	0.15
1416	0.0021	0.37	0.63	2	0.15
1417	0.00042	0.19	0.81	2	0.15
1418	0	0.9	0.1	1	0.23
1419	0.00015	0.45	0.55	2	0.15
1420	0.0088	0.19	0.8	2	0.15
1421	0	0.019	0.98	2	0.15
1422	0.0018	0.015	0.98	2	0.15
1423	0.083	7.2e-05	0.92	2	0.15
1424	0.0034	0.039	0.96	2	0.15
1425	0.32	0.25	0.43	2	0.15
1426	0.0096	0.27	0.72	2	0.15
1427	0.2	0.0014	0.79	2	0.15
1428	0.0065	0.3	0.69	2	0.15
1429	0.076	0.075	0.85	2	0.15
1430	0.00015	0.004	1	2	0.15
1431	1.8e-05	0.13	0.87	2	0.15
1432	0.023	0.038	0.94	2	0.15
1433	0.96	0	0.038	0	0.083
1434	6.6e-05	0.21	0.79	2	0.15
1435	0.00071	0.075	0.92	2	0.15
1436	0.0033	0.00098	1	2	0.15
1437	0.025	0.035	0.94	2	0.15
1438	1	0	0.00024	0	0.083
1439	0	0.52	0.48	1	0.23
1440	0.042	0.00018	0.96	2	0.15
1441	0	0.92	0.077	1	0.23
1442	0.041	0.0063	0.95	2	0.15
1443	0.0013	0.26	0.73	2	0.15
1444	0.055	0.00041	0.94	2	0.15
1445	0.11	0.0037	0.88	2	0.15
1446	0.001	0.066	0.93	2	0.15
1447	0.00016	0.34	0.66	2	0.15
1448	1.6e-05	0.54	0.46	1	0.23
1449	0	0.38	0.62	2	0.15
1450	0.027	0.042	0.93	2	0.15
1451	0	0.54	0.46	1	0.23
1452	0.018	0.0041	0.98	2	0.15
1453	0.049	0.046	0.9	2	0.15
1454	0	0.91	0.086	1	0.23
1455	0	0.22	0.78	2	0.15
1456	0.018	0.018	0.96	2	0.15
1457	0	0.46	0.54	2	0.15
1458	0	0.67	0.33	1	0.23
1459	0	0.41	0.59	2	0.15
1460	0	0.65	0.35	1	0.23
1461	1.2e-05	0.15	0.85	2	0.15
1462	8.3e-05	0.056	0.94	2	0.15
1463	0.00015	0.35	0.65	2	0.15
1464	9.3e-06	0.15	0.85	2	0.15
1465	2.9e-05	0.00048	1	2	0.15
1466	6.3e-05	0.38	0.62	2	0.15
1467	0	0.037	0.96	2	0.15
1468	2.6e-06	0.38	0.62	2	0.15
1469	0	0.96	0.039	1	0.23
1470	0.004	0.11	0.88	2	0.15
1471	0.0057	0.21	0.78	2	0.15
1472	0	1	0.0048	1	0.23
1473	0	1	0.0014	1	0.23
1474	0	0.69	0.31	1	0.23
1475	0.035	0.24	0.72	2	0.15
1476	3.5e-05	0.2	0.8	2	0.15
1477	0	0.71	0.29	1	0.23
1478	1.2e-05	0.071	0.93	2	0.15
1479	0.0017	0.05	0.95	2	0.15
1480	3.6e-06	0.89	0.11	1	0.23
1481	0.63	0.0022	0.36	0	0.083
1482	1.7e-05	0.1	0.9	2	0.15
1483	0.94	6.9e-05	0.056	0	0.083
1484	0.00016	0.42	0.58	2	0.15
1485	0.24	0.0032	0.76	2	0.15
1486	0	0.8	0.2	1	0.23
1487	0	0.083	0.92	2	0.15
1488	0	0.87	0.13	1	0.23
1489	0.05	0.1	0.85	2	0.15
1490	1.1e-05	0.19	0.81	2	0.15
1491	0.002	0.018	0.98	2	0.15
1492	0	0.13	0.87	2	0.15
1493	0	0.99	0.012	1	0.23
1494	0	0.59	0.41	1	0.23
1495	0.47	0.0012	0.53	2	0.15
1496	1	0	0.0041	0	0.083
1497	0.13	0.0066	0.86	2	0.15
1498	0	0.93	0.072	1	0.23
1499	0	0.21	0.79	2	0.15
1500	0.00031	0.35	0.65	2	0.15
1501	3.1e-06	0.51	0.49	1	0.23
1502	0.0031	0.31	0.69	2	0.15
1503	0	0.74	0.26	1	0.23
1504	0	0.35	0.65	2	0.15
1505	0	0.24	0.76	2	0.15
1506	5.9e-06	0.043	0.96	2	0.15
1507	0	0.34	0.66	2	0.15
1508	0	0.42	0.58	2	0.15
1509	5.2e-06	0.35	0.65	2	0.15
1510	0	0.73	0.27	1	0.23
1511	0.009	0.066	0.93	2	0.15
1512	0.0009	0.2	0.8	2	0.15
1513	0.0037	0.00026	1	2	0.15
1514	0.00098	0.051	0.95	2	0.15
1515	0	0.78	0.22	1	0.23
1516	0	0.13	0.87	2	0.15
1517	0.013	0.2	0.79	2	0.15
1518	0.12	0.0059	0.88	2	0.15
1519	0	0.89	0.11	1	0.23
1520	0	0.92	0.077	1	0.23
1521	0.25	0.0093	0.74	2	0.15
1522	0.048	0.072	0.88	2	0.15
1523	0	0.4	0.6	2	0.15
1524	0	0.91	0.094	1	0.23
1525	0	0.31	0.69	2	0.15
1526	0.24	0.022	0.73	2	0.15
1527	0	0.92	0.084	1	0.23
1528	0.0011	0.0027	1	2	0.15
1529	0	0.73	0.27	1	0.23
1530	0	0.0028	1	2	0.15
1531	1.9e-05	0.14	0.86	2	0.15
1532	0	0.85	0.15	1	0.23
1533	0.00092	0.17	0.83	2	0.15
1534	0.00034	0.12	0.88	2	0.15
1535	0	0.38	0.62	2	0.15
1536	0.00057	0.31	0.69	2	0.15
1537	0	0.85	0.15	1	0.23
1538	0	0.42	0.58	2	0.15
1539	6e-05	0.41	0.59	2	0.15
1540	0.08	0.001	0.92	2	0.15
1541	0.016	0.042	0.94	2	0.15
1542	0.013	0.00033	0.99	2	0.15
1543	0.015	0.0022	0.98	2	0.15
1544	0.00023	0.39	0.61	2	0.15
1545	0.016	0.026	0.96	2	0.15
1546	0.0016	0.27	0.73	2	0.15
1547	3e-05	0.011	0.99	2	0.15
1548	0	0.44	0.56	2	0.15
1549	0	0.85	0.15	1	0.23
1550	0.001	0.1	0.9	2	0.15
1551	0.00016	2.3e-05	1	2	0.15
1552	0.97	0	0.034	0	0.083
1553	1e-05	0.55	0.45	1	0.23
1554	0	0.83	0.17	1	0.23
1555	0	0.9	0.1	1	0.23
1556	2.9e-06	0.3	0.7	2	0.15
1557	0	0.38	0.62	2	0.15
1558	0	0.59	0.41	1	0.23
1559	2.1e-05	0.082	0.92	2	0.15
1560	0	0.9	0.1	1	0.23
1561	0.00067	0.77	0.23	1	0.23
1562	0.64	0.00015	0.36	0	0.083
1563	0.14	0.012	0.85	2	0.15
1564	0.99	0	0.0059	0	0.083
1565	3.4e-05	0.68	0.32	1	0.23
1566	0.16	0.037	0.8	2	0.15
1567	3.5e-06	0.11	0.89	2	0.15
1568	0.99	0	0.01	0	0.083
1569	0	0.95	0.046	1	0.23
1570	0.73	0.00016	0.27	0	0.083
1571	0.0078	0.045	0.95	2	0.15
1572	0.17	0.0025	0.82	2	0.15
1573	0.99	0	0.014	0	0.083
1574	0.015	0.062	0.92	2	0.15
1575	1	0	0.00041	0	0.083
1576	0.39	1.4e-05	0.61	2	0.15
1577	0.00033	0.83	0.17	1	0.23
1578	0.071	0.00037	0.93	2	0.15
1579	0	0.31	0.69	2	0.15
1580	0.9	4.1e-05	0.096	0	0.083
1581	0.93	5.2e-05	0.072	0	0.083
1582	0.74	0.00027	0.26	0	0.083
1583	8.1e-05	0.85	0.15	1	0.23
1584	0.0022	0.47	0.53	2	0.15
1585	0.28	0.0044	0.71	2	0.15
1586	0.15	0.011	0.84	2	0.15
1587	0.74	3.2e-06	0.26	0	0.083
1588	0.017	0.29	0.69	2	0.15
1589	0.15	0.091	0.76	2	0.15
1590	0.41	0.0057	0.58	2	0.15
1591	0.002	0.57	0.43	1	0.23
1592	0.045	2.7e-05	0.96	2	0.15
1593	0	0.86	0.14	1	0.23
1594	0.34	0.0095	0.65	2	0.15
1595	0	0.83	0.17	1	0.23
1596	0.81	0	0.19	0	0.083
1597	0.0029	0.27	0.73	2	0.15
1598	0.29	0.00095	0.71	2	0.15
1599	0.67	0.00039	0.33	0	0.083
1600	0.0005	0.049	0.95	2	0.15
1601	0.94	0	0.065	0	0.083
1602	0.99	0	0.0071	0	0.083
1603	0.073	0	0.93	2	0.15
1604	0.42	0.003	0.58	2	0.15
1605	0	0.027	0.97	2	0.15
1606	1	0	3.6e-06	0	0.083
1607	0.0039	0.49	0.5	2	0.15
1608	0.001	0.013	0.99	2	0.15
1609	0.00014	3.6e-05	1	2	0.15
1610	0.98	7.6e-06	0.016	0	0.083
1611	0	0.0032	1	2	0.15
1612	0.0043	0.43	0.57	2	0.15
1613	0.8	4e-06	0.2	0	0.083
1614	2e-06	0.46	0.54	2	0.15
1615	7.8e-06	0.47	0.53	2	0.15
1616	6.8e-05	0.03	0.97	2	0.15
1617	0.67	0.00028	0.33	0	0.083
1618	0.032	0.0085	0.96	2	0.15
1619	0.016	0.00044	0.98	2	0.15
1620	0.44	8e-05	0.56	2	0.15
1621	1e-05	0.33	0.67	2	0.15
1622	1.7e-05	0.44	0.56	2	0.15
1623	0	0.22	0.78	2	0.15
1624	0	0.47	0.53	2	0.15
1625	0	0.61	0.39	1	0.23
1626	0	0.24	0.76	2	0.15
1627	0	0.058	0.94	2	0.15
1628	0	0.93	0.066	1	0.23
1629	3.2e-05	0.38	0.62	2	0.15
1630	0.0011	0.07	0.93	2	0.15
1631	0.0022	0.32	0.68	2	0.15
1632	0.0006	0.24	0.76	2	0.15
1633	1.8e-05	0.55	0.45	1	0.23
1634	0	0.94	0.06	1	0.23
1635	5.1e-06	0.44	0.56	2	0.15
1636	0.00081	0.0054	0.99	2	0.15
1637	0	0.65	0.35	1	0.23
1638	0	0.4	0.6	2	0.15
1639	0.0015	0.17	0.83	2	0.15
1640	4.3e-06	0.56	0.44	1	0.23
1641	0.00038	0.27	0.72	2	0.15
1642	0	0.99	0.012	1	0.23
1643	4e-05	0.34	0.66	2	0.15
1644	0.00019	0.16	0.84	2	0.15
1645	0.0035	0.11	0.89	2	0.15
1646	0	0.35	0.65	2	0.15
1647	1.5e-05	0.044	0.96	2	0.15
1648	0	0.32	0.68	2	0.15
1649	0	0.75	0.25	1	0.23
1650	6.3e-06	0.017	0.98	2	0.15
1651	2.5e-05	0.042	0.96	2	0.15
1652	0	0.11	0.89	2	0.15
1653	0.00071	0.22	0.78	2	0.15
1654	7.5e-05	0.46	0.54	2	0.15
1655	0.00061	0.38	0.62	2	0.15
1656	8.6e-06	0.079	0.92	2	0.15
1657	0.0065	0.11	0.88	2	0.15
1658	0	0.84	0.16	1	0.23
1659	0	0.65	0.35	1	0.23
1660	0.0036	0.028	0.97	2	0.15
1661	0.006	0.21	0.79	2	0.15
1662	0.0036	0.0051	0.99	2	0.15
1663	0	0.76	0.24	1	0.23
