SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
848	1	0	2.5e-06	0	0	0.43	0.36	0.72	0.4	0.35
849	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
850	0.017	0	0.98	0	2	0.43	0.44	1	0.37	0.35
851	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
852	0.99	0	0.0092	0	0	0.43	0.36	0.72	0.4	0.35
853	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
854	0	1.8e-05	0	1	3	0	0.036	0.16	0	0
855	0.78	0	0.22	0	0	0.43	0.36	0.72	0.4	0.35
856	1	0	0.0031	0	0	0.43	0.36	0.72	0.4	0.35
857	0.99	0	0.0051	0	0	0.43	0.36	0.72	0.4	0.35
858	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
859	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
860	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
861	1	0	0.0015	0	0	0.43	0.36	0.72	0.4	0.35
862	0.99	0	0.01	0	0	0.43	0.36	0.72	0.4	0.35
863	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
864	0.99	0	0.0067	0	0	0.43	0.36	0.72	0.4	0.35
865	0.87	0	0.13	0	0	0.43	0.36	0.72	0.4	0.35
866	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
867	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
868	0.3	0	0.7	0	2	0.43	0.44	1	0.37	0.35
869	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
870	1	0	0.0015	0	0	0.43	0.36	0.72	0.4	0.35
871	0.83	0	0.17	0	0	0.43	0.36	0.72	0.4	0.35
872	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
873	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
874	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
875	0	1	0	0	1	0.14	0.071	0.16	0.082	0.069
876	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
877	1	0	9.2e-06	0	0	0.43	0.36	0.72	0.4	0.35
878	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
879	0.99	0	0.012	0	0	0.43	0.36	0.72	0.4	0.35
880	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
881	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
882	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
883	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
884	1	0	8.6e-05	0	0	0.43	0.36	0.72	0.4	0.35
885	0	0	1	0	2	0.43	0.44	1	0.37	0.35
886	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
887	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
888	0.99	0.0068	0	0	0	0.43	0.36	0.72	0.4	0.35
889	0.84	0	0.16	0	0	0.43	0.36	0.72	0.4	0.35
890	0	0	1	0	2	0.43	0.44	1	0.37	0.35
891	1	0	0	0	0	0.43	0.36	0.72	0.4	0.35
892	0	0	1	0	2	0.43	0.44	1	0.37	0.35
893	0	0	1	0	2	0.43	0.44	1	0.37	0.35
894	0.63	0	0.37	0	0	0.43	0.36	0.72	0.4	0.35
895	0	1	3.1e-06	0	1	0.14	0.071	0.16	0.082	0.069
896	1	0	0.00022	0	0	0.43	0.36	0.72	0.4	0.35
