SNV	cluster0	cluster1	cluster2	cluster	dcf0	dcf1	dcf2	dcf3	dcf4
863	1	0	0	0	0.091	0.071	0.19	0.041	0.034
864	0	0.22	0.78	2	0.41	0.36	0.72	0.43	0.35
865	0	0.77	0.23	1	0.45	0.36	0.81	0.37	0.31
866	1	0	0	0	0.091	0.071	0.19	0.041	0.034
867	1	0	0	0	0.091	0.071	0.19	0.041	0.034
868	0	0.87	0.13	1	0.45	0.36	0.81	0.37	0.31
869	0	0.59	0.41	1	0.45	0.36	0.81	0.37	0.31
870	0	0.6	0.4	1	0.45	0.36	0.81	0.37	0.31
871	0	0.81	0.19	1	0.45	0.36	0.81	0.37	0.31
872	0	0.59	0.41	1	0.45	0.36	0.81	0.37	0.31
873	0	0.073	0.93	2	0.41	0.36	0.72	0.43	0.35
874	0	1	0	1	0.45	0.36	0.81	0.37	0.31
875	1	0	0	0	0.091	0.071	0.19	0.041	0.034
876	0	0.12	0.88	2	0.41	0.36	0.72	0.43	0.35
877	0	0.79	0.21	1	0.45	0.36	0.81	0.37	0.31
878	0	0.00068	1	2	0.41	0.36	0.72	0.43	0.35
879	0	0.98	0.016	1	0.45	0.36	0.81	0.37	0.31
880	0	0.026	0.97	2	0.41	0.36	0.72	0.43	0.35
881	0	0.13	0.87	2	0.41	0.36	0.72	0.43	0.35
882	0	0.12	0.88	2	0.41	0.36	0.72	0.43	0.35
883	0	0.003	1	2	0.41	0.36	0.72	0.43	0.35
884	0	0.038	0.96	2	0.41	0.36	0.72	0.43	0.35
885	1	0	0	0	0.091	0.071	0.19	0.041	0.034
886	0	0.13	0.87	2	0.41	0.36	0.72	0.43	0.35
887	0	5.4e-06	1	2	0.41	0.36	0.72	0.43	0.35
888	0.0005	1	0	1	0.45	0.36	0.81	0.37	0.31
889	0	0.63	0.37	1	0.45	0.36	0.81	0.37	0.31
890	1	0	0	0	0.091	0.071	0.19	0.041	0.034
891	0	0.00087	1	2	0.41	0.36	0.72	0.43	0.35
892	1	0	0	0	0.091	0.071	0.19	0.041	0.034
893	1	0	0	0	0.091	0.071	0.19	0.041	0.034
894	0	0.6	0.4	1	0.45	0.36	0.81	0.37	0.31
895	0.0012	1	0	1	0.45	0.36	0.81	0.37	0.31
896	0	0.32	0.68	2	0.41	0.36	0.72	0.43	0.35
