SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0
947	0.00025	0	0.016	0.43	0	0.55	5	0.14
948	0.00091	0	0.0092	0.88	0	0.11	3	0.18
949	7.8e-06	0	0.02	0.52	0	0.46	3	0.18
950	0.00017	0	0.017	0.71	0	0.28	3	0.18
951	0.00047	0	0.01	0.94	0	0.053	3	0.18
952	0.0015	0	0.011	0.9	0	0.091	3	0.18
953	0.00014	0	0.015	0.83	0	0.15	3	0.18
954	3e-05	0	0.014	0.91	0	0.074	3	0.18
955	1.2e-05	0	0.015	0.89	0	0.095	3	0.18
956	0.0012	0.0001	0.015	0.71	0	0.28	3	0.18
957	1.5e-05	0	0.019	0.55	0	0.43	3	0.18
958	0.00029	0	0.014	0.86	0	0.13	3	0.18
959	0.0093	0	0.0088	0.92	0	0.066	3	0.18
960	0.0036	0	0.011	0.87	0	0.12	3	0.18
961	0.003	0	0.007	0.96	0	0.027	3	0.18
962	0.00043	0	0.0084	0.96	0	0.031	3	0.18
963	0.00022	0	0.014	0.85	0	0.14	3	0.18
964	0.00035	0	0.01	0.94	0	0.054	3	0.18
965	0.00071	0	0.0077	0.96	0	0.027	3	0.18
966	0.0034	0	0.0093	0.93	0	0.062	3	0.18
967	0.00039	0	0.012	0.89	0	0.1	3	0.18
968	0.00016	0	0.017	0.69	0	0.29	3	0.18
969	0.0071	0	0.0099	0.89	0	0.09	3	0.18
970	0.0027	0	0.012	0.86	0	0.13	3	0.18
971	0.0013	0	0.012	0.86	0	0.12	3	0.18
972	2.9e-05	0	0.014	0.68	0	0.3	3	0.18
973	9.7e-05	0	0.013	0.76	0	0.23	3	0.18
974	0.0047	0	0.006	0.95	0	0.041	3	0.18
975	0.0037	0	0	1	0	0	3	0.18
976	0.00051	0	0.016	0.69	0	0.29	3	0.18
977	0.0002	0	0.015	0.81	0	0.18	3	0.18
978	2.1e-05	0	0.014	0.77	0	0.22	3	0.18
979	0.00014	2.4e-06	0.017	0.56	0	0.43	3	0.18
980	0.00024	0	0.012	0.76	0	0.23	3	0.18
981	0.0098	0	0.0045	0.96	0	0.022	3	0.18
982	0.0048	0	0.0084	0.94	0	0.049	3	0.18
983	0.00056	0	0	1	0	0	3	0.18
984	0.016	0	0	0.98	0	0	3	0.18
985	0.023	0	0.0028	0.97	0	0.0085	3	0.18
986	0.006	0	0.0046	0.97	0	0.021	3	0.18
987	0.0046	0	0.0046	0.97	0	0.02	3	0.18
988	0.00029	0	0.01	0.87	0	0.12	3	0.18
989	1.5e-05	0	0.0095	0.94	0	0.052	3	0.18
990	0.0076	0	0	0.99	0	0	3	0.18
991	0.00079	0	0.013	0.84	0	0.15	3	0.18
992	0.002	0.0057	0.0098	0.81	0	0.18	3	0.18
993	0.0019	0	0.0053	0.97	0	0.025	3	0.18
994	0.0038	0	0.0053	0.96	0	0.027	3	0.18
995	0.0042	0	0.0065	0.94	0	0.053	3	0.18
996	0.00034	0	0.011	0.82	0	0.17	3	0.18
997	0.0091	0	1.2e-05	0.99	0	1e-05	3	0.18
998	0.00024	0	0.01	0.88	0	0.11	3	0.18
999	0.0057	0	0	0.99	0	0	3	0.18
1000	0.00035	0	0.014	0.84	0	0.15	3	0.18
1001	2.1e-06	0	0.019	0.36	0	0.62	5	0.14
1002	0.0046	0	0.0099	0.9	0	0.082	3	0.18
1003	1.5e-05	0	0.018	0.45	0	0.54	5	0.14
1004	0.0024	0	0.012	0.87	0	0.12	3	0.18
1005	0.0057	0	0.0065	0.93	0	0.054	3	0.18
1006	4.6e-05	3e-06	0.017	0.45	0	0.53	5	0.14
1007	0.00035	0	0.016	0.72	0	0.27	3	0.18
1008	0.00054	0	0.0095	0.94	0	0.046	3	0.18
1009	0.0029	0	0.011	0.87	0	0.11	3	0.18
1010	0.00016	0	0.016	0.74	0	0.25	3	0.18
1011	0.00036	0	0.015	0.75	0	0.23	3	0.18
1012	0.00056	0	0.014	0.81	0	0.18	3	0.18
1013	0.0011	0	0.012	0.87	0	0.11	3	0.18
1014	0.00092	3.6e-05	0.015	0.7	0	0.29	3	0.18
1015	4.1e-06	7.1e-05	0.015	0.24	0	0.74	5	0.14
1016	0	0	0.03	0.73	0	0.24	3	0.18
1017	0.075	0	0.0038	0.91	0	0.01	3	0.18
1018	0.0005	5.8e-06	0.016	0.66	0	0.32	3	0.18
1019	0.011	0	0.0073	0.94	0	0.039	3	0.18
1020	0.0052	0	0.0089	0.93	0	0.06	3	0.18
1021	0.00047	0	0.015	0.73	0	0.25	3	0.18
1022	0.00047	0	0.011	0.78	0	0.21	3	0.18
1023	4.1e-05	0	0.014	0.7	0	0.28	3	0.18
1024	0.0026	0	0.0054	0.96	0	0.027	3	0.18
1025	0.00077	0	0.01	0.84	0	0.15	3	0.18
1026	0.0017	0	0.0088	0.88	0	0.11	3	0.18
1027	0.00035	0	0.0099	0.88	0	0.11	3	0.18
1028	0.0016	0	0.01	0.82	0	0.17	3	0.18
