SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3	dcf4	dcf5
595	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
596	0	0	0	0	0	1	0	0	5	0	0	0.097	0.031	0.077	0
597	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
598	1	0	0	0	0	0	0	0	0	0.16	0.058	0.064	0.031	0.026	0.051
599	0	0.97	0	0.031	2.1e-05	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
600	0	0.86	0	0.14	0.00047	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
601	0	0.99	0	0.0085	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
602	0	0.00017	0	0	1	0	0	0	4	0.52	0.26	0.34	0.14	0.23	0.74
603	0	0.59	0	0.25	0.16	0	0.00025	0	1	0.52	0.26	0.29	0.14	0.23	0.54
604	0	0.81	0	0.19	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
605	0	0.65	0	0.35	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
606	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
607	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0.54
608	0	1	0	0	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
609	0	1	0	2.2e-05	0	0	0	0	1	0.52	0.26	0.29	0.14	0.23	0.54
